English	Inglês
1032200079	Damn O'Haras. I bet they set this shit up.
303259603	...
1043649847	...
1959183465	...
200521351	...
1680394493	...Who goes there?!
1215309097	...Noisy bastards!
191078340	...Wha... What's going on?!
11206940	...Noisy bastards!
459034486	...
1450231082	...
1490676139	...
1252657878	...
1157574614	...
1736151329	...
1488308813	...
2117903489	...
23071062	...
1262202919	...
1446684546	...
22612253	...
621390558	...
309058784	...
2021781467	...
1999705884	Shit...
120934213	Ugh, my head...
1330468320	Assholes...
1069474946	Fuck...
2121608465	Ouch...
55471064	Uhm...
1420942157	What the fuck...
1234479108	What's that?
2039014486	Something...
1182466502	What the...
1820436637	The hell?
1002731194	Hey...
245077737	Hey now...
858120676	Is that...?
94414027	What...?
867078957	Hmm...
1307698634	The fuck...
753576105	Hey cat...
2054110262	Cat, huh...
1715056827	Nuh uh...
331868059	Damn cat...
2097009255	What are you looking at? Shoo!
519019073	Got nothing for you, kitty.
2131399924	Go beg somewhere else.
456970265	I ain't got time for you, cat.
267663420	...Motherfucker!
227457021	...Bastard!
734633292	...I'm gonna get you!
362930898	...
2013900624	...
543486058	...
1167120618	I feel strange...
281569732	What's happening...
65657874	He he... Funny... 
310439874	Voices in my head...
2003973408	Whispers, whispers...
335604127	I listen... Gotta listen...
1412112853	I think... What do I think?
892083761	Oooh, I'm fine...
628578472	I see all the things...
43532889	There's someone else...
1645209948	You say my name...
543054558	Can't...think...straight...
1612978920	Locked and loaded...
77483645	I like shootin' things.
1846113378	Thought about using that.
1072209175	My favorite gun.
600230425	I'm a goood shot.
1777159159	Suuure.
1983075610	On my way.
671326163	I hear ya.
785643343	Oh yes.
39431315	Uh huh.
1003826930	Yes.
1271918904	Yeees.
1798475888	I-I'll do it.
410502227	Okay.
1183611717	All right.
852084282	Uuuhhh...
1892960032	Where...How...
916729107	I...don't know...
1197223669	No... No, no...
512522849	No... Can't see...
873541162	Like this, yes?
620831091	I got this...
567651458	Yes, done...
1767029742	Just like this...
178129213	Hrm... Can't see straight...
1777901160	There... Just gotta...
746449748	Hrm... Stop movin'...
1396669053	Steady... Steady...
252205781	Heh heh, it's all blurry...
1467931431	...Damnit... Gotta aim...
272135927	...
548295925	...
1710033489	...
2004845710	...
1314279054	W-wait, what happened?
1527843960	Huh... That sure was strange...
1207637417	So...how did I get here?
46695303	Huh... The hell happened?
6425241	All right guys, let's smoke 'em out!
903660247	They're here! Spread out!
1212944294	Spread out! Don't let them escape!
1986087187	We got them! Search everywhere!
1205663867	If you see them, shoot to kill!
282032315	You ain't hiding from us! Spread out!
1602933858	Oh, we're gonna find you! Get to it, men.
1573225973	They're here! Search every nook and cranny!
1499363286	We got us some troublemakers here. Let's find 'em.
872668290	Heh, they think they can hide! Find 'em!
603557544	Keep looking! We gotta find them!
744475314	They gotta be around here somewhere!
1439437799	Anybody find anything?
890721630	Shit, don't let them get away!
1832634330	For fuck's sake, where are they?!
59678091	These guys are staying hid good!
525890803	No more surprises!
997491671	They're getting away!
693235356	Sneaky motherfuckers!
1361280245	We gotta smoke 'em out!
53090081	I know they're here. Keep looking.
1754491260	Whoever finds them gets their stuff.
1864459642	Forget it. They're gone. 
310819799	Fuck this. They gotta be far away by now. 
740677189	We lost them. Stop the search.
141403099	Forget it, boys. They slipped away.
427122702	Well, that was a fucking waste of time. Back to work.
2024143839	Yeah, that's right! You run home to momma!
1333735203	We drove 'em off! Who's got first round later?
1494858854	This is taking too long! We got work to do!
10289002	Good job guys. Next round's on me.
27324127	They ain't a coming back. Good job.
1232729549	How can I help ya?
1523594423	Oh, you're a beauty!
1699578624	Maybe I got what you need.
833316644	Yeah, I bet I can help ya.
1576198805	Hoh hoh, look at you.
1964997240	I'm here all day, honey.
1568455293	Sure, heh. Whatever you need.
1656993278	I'm all ears, honey.
637297776	Heh, no problem missy.
1057615885	Yeah, I'm listening.
792983721	You got a lovely voice.
543786422	I'm listening, I'm listening.
319399140	Whatever you say, gorgeous.
331605998	I could talk to you all day.
322905948	See you later.
763005908	I'm always here, sweetheart.
1722746724	All right, fine.
269027584	Sure, sure.
1126745386	Come back later, okay?
662822837	Hey, not fair.
1714320811	Sir?
847186309	Me, sir?
1565335892	Yes, boss?
1612113752	You mean me, boss?
646464801	Of course, sir.
1074433206	Got it, boss.
1172556667	Absolutely, sir.
681859622	Sure thing, boss.
1644376627	Okay, boss.
862645567	Thank you, sir.
1359410732	I'll remember your words, sir.
1470745919	God, what an asshole...
1179984361	All right!
1810451535	Hell yeah!
1432811585	I'm coming, baby.
1952194116	Hehe, lead the way.
1725655181	Ain't got the time, sweetheart.
648756871	Not my type.
943791858	I'd love to, sweetheart, but not now.
2089265161	Later, all right?
213593872	Lucky fucker.
1107330929	Look at you!
892442286	Fucking bastard.
1891009502	Yeah, you two have fun.
1815399987	No, I gotta head back.
73653047	We'll do this later, okay?
2023247020	Fuck, I have to get back.
601268471	Can't do this right now.
1707394434	Ain't got nothing to do with us.
1070701558	Tch. Just ignore it.
9563297	Forget it, that's nothing.
1166773605	Yeah, we ain't gonna fall for that.
765349796	I need a drink.
1775553916	Could use a smoke.
1846887733	Shit, I'm tired... 
1619155273	All's quiet.
1566012998	Nothing wrong here.
343228685	I'm bored.
1328019163	Just a few more hours.
1730152364	Shit... Itching.
57537907	Shift's almost over.
835832802	I need new boots.
33701471	...
1907158082	...
1326907296	...
254496299	...
426845189	...
640021330	...
1926202522	...
1352734899	...
1241383751	...
2103303880	...
1779380506	Cheers!
1698769059	Heh, bottoms up!
429978393	Down the hatch!
1068829702	Here's mud in your eye!
1277126032	Frank's in a good mood.
1663449824	When do we ride out?
1813755931	Big Ann is smart.
1955858765	I want my share.
1738115486	What a shithole.
615722926	Don't trust these folks...
1722510061	Tch... Rich folks.
1411007972	It's wedding day.
2108471699	Mayor's dead, huh.
1776642151	Killer's still loose.
1843484263	Fucking rain.
1259761449	...! Big ranch.
1491836876	I'm fucking freezing...
2026383469	Hah... It's cold out here...
49935527	Gotta keep my eyes out.
1344162803	Frank's pissed.
1394251539	That was a wild night.
237450765	Damn those strangers.
428896756	Third catch this month.
953913872	Heh, I like the girl.
1193534161	Just doing my job.
1576081344	I like this city.
669523968	Damn swampflies.
1914847083	All's quiet in the bayou.
1206596888	I'm fucking soaked.
1014269464	Something's going on.
1134355921	Don't like the new ones.
287324203	The heat's killing me.
511062067	No meio do nada.
2112087483	We're gonna get them.
581535554	Shit, it's hot.
992654694	Double the pay, he he.
427260593	Who needs Frank.
814016506	This is the life.
630949107	Like the good old days.
1679047501	How's it going?
1024792436	It's all right.
1100252012	Hey.
559229227	Heyah.
906426010	Everythin' all right?
113033045	Yeah, sure.
1464693560	Anything happening?
499663911	Nah.
234643763	Got a smoke?
10511355	Nope.
1858702055	Up for a drink later?
1426825493	Sure.
537086754	Any trouble?
747464270	Nope. Nothing.
863423789	You up for cards later?
192601704	Heh, always.
874472673	How'd it go?
978415989	...Don't ask.
787365829	When do we ride?
811434909	Dunno. Soon.
1074714901	Hey, where's the booze?
364426822	Ran out yesterday.
586779463	They sent an escort this time.
1885776851	Heh, didn't help.
1565385502	You see Big Ann?
1130350609	She's on the plateau.
16843546	Townsfolk make any trouble?
556107838	You gotta be kidding me!
1736303003	How you holdin' up?
1120145463	Another day in this shithole.
879679491	How's it going?
1730222479	All's ready for the wedding.
1122157819	You see that bride's dress?
1048465469	It's her big day.
1159525544	You see anything?
1065722413	Not yet. Stay sharp.
783281928	Any sight of the killers?
1385766874	They ain't getting through me.
1136064546	Big ranch, huh?
1611676252	I've seen bigger.
748100038	Had to rain, huh?
1043958707	You made of sugar or something?
81585499	You all right out here?
967142917	Think I'm catching a cold.
1562914065	You hear about Flagstone?
1815695154	Yeah. Fucking yokels.
1903617370	You think he was alone?
2100807803	Can't be sure. Stay sharp.
1987021364	You see the guy?
661503340	Yeah. Fucking bounty hunter.
238490698	Any idea what's going on?
1986327888	My money's on swamp witches.
927594118	You think it's true? The real devil?
2017553315	I don't wanna think about it.
2140462299	You think we can have the girl?
704805060	The boss is gonna cut off your dick.
2077283865	What's taking so long?
1962133591	We still got a few stragglers.
849486524	You got your orders?
1622261359	Sure. It's all up here.
123038211	Dragon's Den after shift?
488419234	He he, count me in.
695425155	You hear about the swamp witches?
1704863296	You believe in that crap?
313652785	What happened to Baxter's crew?
1571330997	Last catch was trouble.
852944580	Wonder what's on that ship?
1223071091	Things above our pay grade.
1029659980	What's the matter with Frank?
1965962487	He's brooding on something.
53168163	What's with the new guys?
108571901	Frank said they could be trouble.
109506602	You hear about New Orleans?
1073579370	I hear all kinds of stuff lately.
1701757314	You think they'll come through here?
730942422	DeVitt sure thinks so.
185385555	Frank wasn't kidding about these guys.
879383690	We'll get them.
2118805611	Nervous around rich folk, huh?
1169516782	Shut up.
1633779178	Can't believe we'll get double pay.
1822001912	Yeah. Frank's missing out.
338364539	You think they'll come?
424674975	Frank says they will.
669746868	Reminds me of the good old days.
1271846511	Yup. But, still fucking hot.
104286188	Apparently it was the bride who shot him...
1422439916	Shit, and it their wedding day. We gotta find her.
1446886158	Didn't think Miss O'Hara had it in her...
1668377706	She's gotta be hiding somewhere. Keep your eyes peeled!
1913027358	You see anything suspicious?
738280091	No, nothing. The bride's still loose, he he.
1426146751	That bitch. She really shot the mayor?
1549538676	Yeah. Keep looking! She still has to be here.
2012721627	Shouldn't be hard to spot her in that wedding dress.
1143624651	We ain't got her yet. Let's keep watch.
1843428385	Shot him with that old shotgun from his office.
1936547703	Damn, she's got fire. Shame we gotta kill her.
1352042588	Miss O'Hara is on the run! Keep your eyes open.
522310545	She really shot Higgins? Wow...
103201151	Red hair, wedding dress covered in blood... 
74670632	Ain't no mistaking her. Shoot on sight.
1297602041	We gotta find her. Higgins is dead, goddamnit.
2044734072	Yeah, she's gonna pay for that.
1578414201	I tell you, it ain't gonna end well.
2108133839	Yeah, I heard about that.
443571602	Leave it to the professionals.
187401267	That's what I'm talking about.
1191804181	Tell no one, got it?
279608651	What about the other one?
701868283	Don't matter in the long run.
1569484848	Just listen for a second.
54341981	Sure, but what happens now?
418056327	Don't worry. I've seen it before.
217325324	Not sure I'm following you here.
1069428395	Can't believe I missed that.
1380438983	That's the difference right there.
461534641	He he, told you so.
853763718	That can't be true, can it?
118322569	You better believe it, buddy.
667805784	Yeah, but that ain't nothing new.
1059979492	You hear all kinds of things lately.
968670037	Guess times are changing.
1436242778	That's news to me.
908553193	Now, where was I?
1791293762	Lost my thought... Ah, yes.
2004673450	As I was saying...
1667831110	Right, where were we...
1884314074	Back to the point...
930764229	You ain't getting through here.
916351686	Ain't nothing here for you, dude! Fuck off.
1964995818	You got no business here. Move along!
17695717	You best not try getting past me.
1144249091	No one's getting inside.
177540880	Stay back. Ain't nothing to see here.
732754616	We got a problem here? Stay back.
2068989547	What are you looking at? Git!
980239797	To here and no farther, y'understand?
1667774997	Aww, you wanna go in there? Too bad.
1008449212	The company owns this place now. Back off.
1988533693	Back off. Fucking yokels.
1826065498	You ain't on the guest list, pal.
975352923	The mayor is busy. Come back later.
1271531463	You don't look like you have an appointment.
72625259	Company business. Stay back.
2080317567	Y'all got no business in here. Leave.
682819404	Back off. Company men only.
1305094070	You ain't getting out of here, scum.
318248945	Get back to your tent, asshole.
1388502790	Nuh uh. We'll call you when it's your shift.
180048053	This area is off limits for guests.
1675029794	Stay with the other guests, will ya.
699466649	This ain't the way to the party, got it?
298276346	You stupid!
1249180134	Should have listened!
84054034	Bad move!
1941206149	Oh no you don't!
172523828	Hey, I told you!
1352046943	Wait, that's not right!
1096503910	Hey, what are you doing?
1455221509	Are you serious?
931810796	Cut it out, asshole!
1307046494	Oh, you think you're funny!
697079333	We got a joker here!
1276080843	...
1230536447	...
2043038091	...
383518713	...
1945786022	...
637413410	...
216075907	Alert the others!
722770101	I need some backup!
69780905	I would appreciate some backup!
750248021	Come here quick!
1366232022	Get some backup here!
1611573496	I need help!!
2135702854	Over here, fellas!
1805857734	We have a little situation here!
242699465	Here they are!
1565405747	Everybody! Over here!
337056830	Eyes up, everyone!
1075208915	Let's take 'em down, boys!
1113532229	Alarm!
1646646868	Backup? What's taking so long?
1051402393	No backup, damn it!
629258753	Where's the backup when you need 'em?
261945194	What happened to the backup?
204550372	No backup! This is it!
1868738050	Seems like ya fine on your own.
1440823574	Goin' back. Keep your eyes open.
1392296313	I'm done here. See ya later.
551131813	Keep up the good work. We'll head back.
1394075441	We'll leave this to you.
1502591513	Problem seems to have vanished, huh? 
1007205214	Nothin' suspicious... Back to work.
860694069	They escaped... Better keep quiet 'bout this.
1615072423	We lost them...
1888426244	The cowards ran away...
3509020	No slacking off. They're still around.
228624578	They might try somethin' any minute.
96984439	They'll be back, so watch your backs. 
1224904407	Ain't over yet... Better be ready.
326011087	Eyes open. They're still here.
1589644549	Something's going on here. Stay sharp.
1121929744	Careful. We got real troublemakers here.
847203317	Eyes open. Someone's sneaking around.
2061480857	Above! Watch out!
1439719143	Look! Up there!
321747288	Watch your heads! They're up there!
1977028420	Feeling smart over there, coward?
1876871780	Hey, that ain't fair!
276426183	Oh, you just wait! I'll get there!
968034135	...
1294778458	...
1536237331	...
1015559772	...
2030057934	...
1874464770	...
1027892641	...
2063175547	...
1683105668	...
2065731848	...
1589088408	...
272425306	...
1790117942	...
2002650719	...
1926340980	...
237437361	...
1636766841	...
108647111	...
334757044	...
789138481	...
1927510726	...!
2020934776	...!
537687673	...
1662723091	...
1918924630	No way! She's dead!
399285632	She's dead. Damn it!
740266633	Shit... He's dead.
896998352	He's gone. 
482886302	What the! A dead body.
710149539	Seems dead... Shit...
1389919191	Man got killed by one of our own.
107238916	We have a rat among us!
1307172972	He got killed. A traitor?
445881955	Poor girl! That traitor's gonna pay.
1492371122	Damn deserter killing her!
1308493227	She's dead... I'll find that traitor!
343071530	A dead body! Someone betrayed us!
200579058	One of us did that. Shit.
1324264884	Fuck! That's the work of a traitor.
1086412058	We have a rat among us!
626559034	What the fuck...?!
1302490068	Oh—come on!
1181052210	For heaven's sake!
351619349	What are these tracks?
1817153498	Huh? There are footprints!
945803133	I got a track here!
567563970	Tracks on the ground...
2135053781	Someone left tracks here!
1829098127	Huh? Light went out?
917899538	Huh? Was that the wind?
54185083	Very funny. Putting the lights out...
820242710	Strange, the light went out...
574608495	You'll pay for that!
705176755	Now you die!
807811121	I'll make you pay for that!
1856863590	You'll regret doing this!
20832327	Fucker! Stop that!
2057764076	You dirty piece of shit!
1057825677	It's a trap!
1814842220	Careful! They set traps!
2061598719	Watch your step!
1654528785	Holy shit! It's a huge bear trap!
991522099	Traps? Those bastards!
1837758427	Sniper! Heads down!
428782854	They got a sniper!
1466751955	Careful! There's a sniper around!
370266864	Whoa! A sniper!
702970744	Careful! That's a sniper!
1725682470	Tha- that was the devil!
1759065085	Where did that come from?
2093894002	What is this witchcraft?
1430031920	Witchcraft?! Oh God, it has to be!
1629930509	What is this evildoing?!
807527247	Work of the devil!
656651235	Are you out of your mind?
1036647666	What's with you?!
246216607	Are you fucking crazy?
824966173	Goddamn deserter!
60183098	Back off, you traitor!
343277883	Stop it!
658785003	Have you lost your goddamn mind?
1316292897	You traitor!
1491606285	Don't you dare!
711208914	I see you!
13645207	I gotcha!
1189910933	Stop moving!
433912596	Hands up!
969137275	Hey, you!
403576389	Stop where you are!
623040124	I got you!
1968287290	You! Stop right there!
2097287189	There you are!
708922912	Dang it. They found us!
1427588764	You looking for Frank?
1069048348	I found another!
3494138	You wanna play the hero?
393751242	For Big Ann!
1853899276	Damn idiot, you want some trouble?
817274780	This place is ours!
1280589501	It's the two jokers!
256410828	Crashin' the wedding, are we?!
403585896	We don't need no trouble today!
139174806	Huh? You were not invited!
1977428016	I found the killers!
719093150	There! The killers!
883663264	You killed Higgins!
1933221871	There's more of 'em!
1371014116	Holy shit! Ambush!
451776796	Careful! They planning something!
1293197946	You're not allowed here!
1965096864	Hey, intruder!
1755769959	You there! No trespassing!
1413762257	You're not allowed here!
1016683617	There is another one!
925449906	What a kid! Die kid!
303985313	Hey, cub! Stop where you are!
624782864	Found you, punk!
420409102	Frank was right!
137336679	Hands up!
630887659	hold on! Bandit!
422368342	I saw you, o-outlaw!
924509837	Huh?! How did you get out?!
870085394	We got a runner!
392814218	You're not getting away, precious!
1318282695	This is off limits!
1856259410	Mind your own business!
735524833	Stealing secrets?!
1157087877	You ain't with us!
1055345639	They'd pay a nice for you!
31534883	Look! Fresh meat!
1130021383	We'll lock you up for good!
1957153778	Nobody's allowed through here!
1608961843	The district's under curfew!
1158105054	Who let you out?!
1833474275	Tired of digging, huh?!
300654640	You won't leave this place!
1107245251	Your little excursion ends here!
1219321193	Thought we let you get away?! 
789627995	DeVitt wants you dead!
1872033456	You're not on the guest list!
1906918611	You won't bust this party!
529141163	Snuck in, did you?
339334253	That's not allowed!
895026601	Shit! It's them!
639343686	It's Cooper's gang!
804558457	You ain't getting me!
1000019760	You came all the way to die?!
1155608019	I see you, cowboy!
216551203	It's Cooper! Quick!
2040731076	It's the big guy!
679923122	Hector! He's here!
1575313565	Stay where you are, sweetie.
909500628	Stop right there, O'Hara!
90410564	It's that asshole doctor!
1892165064	McCoy's here!
1721102375	Over here! It's the witch!
1763878841	Stop there, voodoo bitch!
14896856	It's Moreau!
1572805712	Hey, kid! You should not be here!
983666950	Stop where you are, kid!
1336641929	Darn! The marshal!
348504339	The marshal?! Weren't you locked up?!
1122248226	hold on...who's behind me?
509959543	Wait...is someone behind me?
952557106	Somebody's nearby. I can sense it...
58814030	You touch me, I shoot you!
15534703	Ouch! What was that?
288280525	What?! Back off!!
970733501	Whoa! Sneaky bastard!
739591158	So you were hiding!
613914824	Feeling smart, hiding in here?
628018556	Hiding? Not from me!
764548708	Piece of trash.
642153078	Not falling for that.
301062426	Not interestin'.
1440143595	I ain't moving for that.
26058279	Nah, looks worthless.
1592927708	Heh, yeah right.
1553674945	I'm gonna stay right here, thank you.
1810185525	Not gonna fall for that.
1184033570	Keep your trash, buddy.
521122220	Hey girl, you all right?
797618162	What's with her, lying there?
66969314	Wake up, buddy!
2084514381	Hey, who knocked you out?!
641086253	Get up, lazyhead!
1664639744	You all right, dipshit?
843003094	The traitor! Must be him.
1491761365	Looks like he's the traitor.
427654375	Didn't get far, did she?
792845248	So it's her. I saw that coming!
104637594	The traitor! Got knocked out!
1916958959	Over here. I got the traitor.
1876341549	So it was you! Never liked you anyway.
1023216212	There you are! Serves you right!
795518399	He won't do harm no one, no how.
809910684	Let's leave him here for now.
1761378553	Let's deal with her later.
2109120508	Serves her right, traitor. Stay here for now.
775829262	Gonna deal with you later.
976195460	All nice and tied up!
13264255	Who tied her up?
1630541169	Someone tied her up!
1535057941	Damn. Hogtied like a rabbit.
937053065	Somebody tied him up!
302882288	Dirty bastards. Tied up one of us!
1251081698	hold on there... I'll untie you.
1656196937	You, go take a look!
726262055	Someone head on over there!
1138987085	You better go there!
611104818	Huh? Where did she go?
29377128	Hm, wasn't she here just now?
1651389051	Hm, I just left her for a minute...
840332331	Huh? Wasn't he here before?
362757796	Why do all men leave me?
2120744131	Ugh, where did he go now?
1506459426	Hey, don't leave the dirty work to me!
2087532214	Very funny... Stop hiding.
1272845206	Okay, that's not creepy at all...
841969660	Hey, wake up, sleepyhead!
1997016430	Got a good sleep? Get off your ass!
730085769	There you are! Lazy bastard!
1125133430	There you go. 
271518544	You saw who tied you up?
1227755816	Huh, What's that!
80566991	Huh?
1920804026	Heard something?
2146192355	For fuck's sake! Who the hell did that?
2130466923	Playing tricks on a lady?
1548049963	Ouch! Goddamnit, that hurt!
1364756982	That was one big bang!
1725146144	Dynamite? What's going on?
1809031200	They got dynamite! Careful!
692039706	Gunshots! What's going on?
1628126118	Gunfire!
1910466144	We're under attack!
1754249852	Huh? Who's there?
1935610140	I heard something!
722495211	Show yourself!
1881130537	I'm coming to get you!
1665907082	You find that funny!
414101251	Okay, that's it for you!
197121467	What the fuck's that...
884292129	Mighty strange noise...
1344437781	Never heard that before...?
1519494154	What am I doing?
2029546391	Never mind.
1702548434	This is stupid.
623735740	Sure, knock yourself out.
1011320602	Not worth my time.
1278952533	Stuff a cork in it!
1567716550	Playing hide and seek?
669226339	Just wait. I'll get you...
1633846931	You gotta be somewhere...
1000632989	You're here. I know it.
1399989680	I ain't go easy on you.
1524963883	I passed out...? No, someone did this!
932048898	Damn my head... I'll get you!
55026670	I'll show you...
70494641	When I get my hands on you...
1646453064	That's not how you treat a lady!
2078266125	Can't hide forever.
114983583	Come out, come out wherever you are!
1805015695	What're you tryin' to prove here?
477445540	Aren't we a little old for games?
886514469	Come on, don't make this worse than it is.
1403418085	Do me a favor and give up now.
745770250	You can't play tricks on me.
1578067894	Come on, I'm getting bored!
1126956279	You won't make it far.
1087067975	Spare us the time and give up...
1773192898	You gotta come out at some point.
1601618164	Come out, you chicken.
577698146	Oh you wait until I find you...
103265184	I'll get you, I promise.
1840217777	Damn cowards...
760176937	You scared of me or somethin'?
1139457216	Keeps a woman waitin'. You got no manners?
1264939014	What? You scared to fight a girl.
1624693527	You wanna play cowboy, kid?
1979837316	You're vulture food, kid.
935753170	You got guts, kid, and I wanna see them on the ground!
1043674957	I ain't gonna hurt ya, much!
1638219452	You shoulda run.
193306324	Missed yer chance to run!
625915492	Stay away from our loot!
1399618769	We're Big Ann's gang! You better run!
888475266	You picked a fight with the wrong lady!
460571162	You better leave Flagstone before I find you.
934412452	We're gonna hang you from the church bell.
1595436179	Yeah, you go hide yourself in the mud...
1561849627	Nasty thing, spoiling a wedding!
979357577	If Higgins hears about this we're in big trouble!
979475602	Higgins won't go easy on ya!
822160218	Higgins'll just kill ya!
131434901	Pretty rough way to blow off a wedding!
730037787	You'll never make it out of here!
1477914931	Well shucks! It could have been such a nice day...
682958330	I wouldn't have married him either. But that's no excuse!
922931809	This place is ours now. You better run...
2072399608	We own your ranch now.
1291470231	What're you tryin' to prove here?
1234208604	Come on now, don't make this worse than it is.
1351919880	You're the assholes from Flagstone, aren't ya?
2023817769	You're on DeVitt Company property.
1554336056	What's your business here? Sabotage?
26700762	Dirty varmits come out!
1875895642	You don't want us to hurt your daddy, do ya?
346760007	Oh, Frank's gonna like you!
1465893910	Come out, kid! I don't bite.
1040204628	Bet Daddy's proud of you...
184024127	Come out, ye devils!
700644671	Show yourselfs! Hands up! Wherever you are!
2116320089	This here's a law-abidin' town! Give up!
840731805	The law's on our side!
260289125	Keep hiding and the gators might bite ya.
1514885213	Come on, don't spoil us the good catch.
602195283	Hope you drown in the river!
776591541	We still got your friends, remember?
892894126	This is DeVitt Company business!
1367188526	Don't mess with the DeVitt Company...
124830506	Wrong place, wrong time my friend.
726478966	We got a nice cage ready for you!
601155407	Dangerous place for sneaking around!
835051825	You ready for a nice cage!
858895616	Nobody leaves the Queen's Nest!
1512192271	If we shoot ya, it's your own damn fault!
487398982	This is official DeVitt Company business!
569477498	This district is off limits!
37292293	Don't blame me if you get shot.
667097012	This mine will be your grave.
1982268023	Frank warned us 'bout you!
223609910	No one ever escaped from here.
1364487245	You belong to DeVitt now.
778926781	This is the end of the line!
570737033	We've been waiting for you!
917055253	If you're waiting for the train, forget it.
1523897483	Train ain't gonna stop here. Just give it up!
310207093	DeVitt's gonna be real angry at you.
609092040	Something tells me you ain't been invited.
2096387495	This is private property!
1050504588	Disturbing the guests, are we?
1079712805	Come out... Frank's eager to see ya...
453437434	Frank told us you'd come.
2051371682	You wanna fight, I'll give you a fight!
959187160	Come on out... Frank wants to see ya...
1395871452	Maybe in this scrub...
491707452	Hiding in the bushes, huh...?
1193151457	You better not be in there!
638689431	What's that? Did I hear somethin' rustle?
117727521	Did that bush just move?
579395879	I'm gonna drag you outta there.
182681654	I bet you're in there...
596943375	I know you're in there!
1305169355	Maybe inside?
2026962321	May I come in?
1752231534	Knock knock, you're in here?
272989872	Hiding somewhere warm and cozy, huh?
1783300937	This would make a fine hideout...for idiots!
760568437	You thought nobody would search in here?
674530618	Uhh... This is too frustrating...
1243598409	I got better things to do.
1186121163	Nothing... Well shit.
1800570230	Guess they're gone now.
1834311332	I'm not in the mood for games...
743350973	Fine, you win. This time...
128545905	I'll save this bullet for another time.
159422756	Forget it. Not my problem.
1674194042	Better get back to my post.
546650281	Damn... Lost track of them.
382283632	A waste of my fucking time...
2126420578	Afraid of me? Good. Stay away!
1565230251	Come back when you grow some balls!
2070599256	There's no one here. 
1257210700	Well, this is getting boring.
272795503	Now I think about it...what do I care?
990012517	I win this round. Chicken!
1913239438	Go to hell... I'm outta here.
285455562	Oh, I hate this job!
1889979359	I'm off. This is goddamn ridiculous.
1565405284	The coast is clear it seems.
54652130	Not my problem.
1281613945	I have better things to do.
21833297	I ain't moving.
1245706436	I'll stay here, thank you very much.
1021395385	That's somebody else's problem.
1984840762	Ain't worth the trouble.
65052623	I'm gonna stay right here.
977727650	That's a bit far.
436618313	Well, I'll just stay here.
510029038	Ain't in the mood for a walk.
854383710	I'm doing just fine outside.
321707817	I'm gonna stay outside.
639954443	Can't go in there right now.
1087193122	Ain't in the mood for sunshine!
912709596	Got too much to do in here. 
1977560316	I better stay in here.
1034830951	Now I think about it...what do I care?
887204324	Nah, that's too much trouble.
1799678180	I ain't getting paid enough for that.
1967377616	Helloooo? Where are ya?
1692344080	Whatever it is that I did, I am sorry, awright!
292881560	Very funny, hiding from me! Hahaha...
866132850	Hm... Went off to the john, I bet.
1838243228	Will be back in time I imagine.
616888592	Okay fine. Be that way, y'asshole.
1071422103	You've been here all along?!
1467373019	Hey. I was kinda worried, you know.
1450426701	There you are! Don't leave all of a sudden like that!
217540555	Oh hell!
921437871	Oh what a shitty day...
1089524827	Damn! What else can go wrong here?!
1819266016	Holy cow!
765195055	That ain't good!
100666274	Too late...
1573772460	How could that've happened?
435554925	Somethin's fishy about this.
1942413999	Damn... Fuckin' weird.
1625589755	No fuckin' way...
1626370438	Can't do nothing.
62664252	Better leave before I get forced to clean up. 
138475120	Can't be helped. Gotta go back.
422127413	What a mess...
1663965711	They should pay us more for doing this...
1284936154	Well, not my problem.
54224172	I don't like this. Someone's out there.
1339107181	Shit. This better not happen to me.
1306684135	Damn O'Haras. Guess they set up traps.
757272746	...
15166097	...
2011615265	...
1044510940	...
465951391	...I was just resting my eyes!
1146503431	...Hu-stop! I'm wide awake!
1962508322	...Huh... Who's there?
117042906	...Noisy little shits!
1870971785	...
1450289929	...
448647918	...
762730336	...
874746029	...
1140549584	...
552148578	...
1641171705	...
1333024740	...
1623348334	...
303363745	...
941845166	...
1414429157	...
337208667	...
952021377	...
1891472475	Ow... My head.
884882504	What happened?
1877546942	Ouch...
1997089400	That'll leave a bump...
2037562386	Ouch...
1533286048	Huh?
1622385321	Over there...
779013750	What was that?
36035371	Something...
1777594095	Is there something...?
1453171110	Hmmm...
283615181	I coulda sworn...
2038951250	What now?
1873178525	Wait, is that...?
1951025071	Was there...?
1312035335	Uh!
299195431	Are you kidding me?
706396610	Uhm... Hello...
1048150093	Stray one, aren't ya?
966089334	Where'd you come from?
750460045	Ah... A cat...
924561775	Run off now...
1260006875	Don't come back, ya hear?
1933608231	Yeah, whatever...
544105742	Filthy little thing.
886006069	...Damn bastards!
773055450	...You'll regret that!
853659310	...What a lousy tactic, coward!
883130339	...
804127083	...
639300766	...
217634007	Strange... Whispers...
1694366917	Feeling tipsy...
1622617393	Who's talking there...?
1882743904	So dizzy...
2120943814	Whispers in my head?
2004481987	I don't quite feel right...
361349167	Doin' as I'm told...
357820214	He he... What do you want from me?
1986499679	I'm on a...mission...
2083798430	Huh... Who's there?
1650058849	Oh... It's you... 
522217110	Are we friends?
2102484892	My favorite one.
192096207	I'm aaall mighty...
892219241	I aaalways wanted to do that...
120893961	He he... I'm good at that.
685237752	Can't shoot straight. But I don't mind.
313702512	O-kay!
1137212406	Sure thing.
2089919342	Uh huh.
