English	Inglés
532050061	Te encontraré.
1945401608	¡Vale, ya está bien!
1288014195	¡Tiros!
2028646545	Eso no son los fuegos artificiales.
480288405	Nos atacan.
1267674436	¡Oh, eso lo he oído!
1332528485	¡¿Quién anda ahí?!
571444925	¿Hay alguien aquí?
1016309161	¡Basta ya!
1079836656	Averiguaré quién está haciendo esto.
169302793	Haré que lo lamentes.
1052152850	N-no. Lo habré imaginado.
800413995	Ese ruido... ¿Está ella aquí?
2040550454	Ese sonido... ¿Será ella?
462174017	¿Qué estoy haciendo?
300528760	No, no es nada.
652241538	Esto es ridículo.
981969789	No tengo tiempo para esto.
1088424175	Esto es ridículo.
1381684006	Esto es una pérdida de tiempo.
493409296	No tolero las interrupciones.
1439739996	Esto no estaba en el programa.
408736180	Te encontraré, lo prometo.
213145163	... Acabaré contigo.
1246203934	... Este es el mayor de tus errores.
262109220	Espera a que te encuentre...
1989332955	¿Hay alguien aquí?
1391336186	Hagamos esto rápido.
594787470	Me haces perder el tiempo.
1238409292	¡No haces más que empeorarlo!
1875300633	Esconderte no te ayudará.
1770166612	¿Tenemos que hacerlo ahora?
942732437	Solo prolongas lo inevitable.
804945341	No me hagas entrar ahí.
1398446800	¿Crees que no estoy dispuesto a ensuciarme?
1010131037	¿Te escondes en la decoración del jardín?
278355956	¿Estás detrás de esta puerta?
1857091222	Esta puerta parece sospechosa.
178151487	Abramos esta puerta.
1113602196	Nada. Qué pérdida de tiempo.
442101039	Ya me ocuparé luego de ti.
1753674666	Muy bien. Volvamos con los invitados.
332598351	Ahora mismo no tengo tiempo.
1744126171	Tengo cosas más importantes que hacer.
684089007	Que otro se ocupe de esto.
208883656	Este asunto tiene prioridad.
132089631	¿Puede alguien ocuparse de esto?
423948232	Está demasiado lejos.
99076553	No estoy de humor para pasear.
1439200992	Como si tuviera tiempo de ir ahí.
1979340988	No, ahí fuera me necesitan.
362875299	No, tengo cosas de las que ocuparme fuera.
1821515628	Ahora no tengo tiempo de entrar ahí.
46113766	No hay forma de ir ahí.
721485570	Demasiada molestia.
2041546504	¿Allí? Ridículo.
1812586699	¿No tengo tiempo para esto?
511696960	¿Me estás evitando?
684849312	¡¿Cómo osas hacerme esperar?!
1019198555	Una conversación trillada que me ahorro.
1109664261	Tampoco me caían nada bien.
491055750	Tachémoslos de la lista de invitados.
1791306829	¡Ah, ahí estás!
583438478	¿Tienes que alejarte de esta manera?
1326363176	¿Un accidente?
430831352	No me digas...
1974504592	¡Idiotas!
1651834968	¿Cómo ha ocurrido?
1265083368	¿Quién estaba aquí de guardia?
689179909	¿Estoy rodeado de idiotas?
1202939630	Déjalo estar por ahora. No preocupemos a los invitados.
360978347	Limpia esto cuando se hayan ido los invitados.
1613092866	Que los invitados no vean esto.
660760458	...
1300628791	...
1752100989	...
74368390	...
564276259	...
1926427015	...
1370370351	...
235382167	...
2125858233	...
158702733	...
375484138	...
1484624915	...
1736841206	...
449935355	...
44934468	...
1902541142	Mierda...
1394322482	Mi cabeza...
1939098287	Un pequeño traspié...
954435956	Mmm...
1481041920	Bueno...
591052720	¿Eso es...?
860272488	Algo...
1643420733	¿Qué rediantre...?
408851692	Curioso...
56750221	Mira tú...
409570170	Interesante...
1484806052	¿Eso que veo...?
1666395169	¿Oh?
1230630539	¿Quién te ha dejado entrar?
326354771	¿Un gato? ¿Será...?
271996246	¿Alguien ha traído un gato?
879653332	No, no, no tengo comida.
957834283	Como ella.
1747027955	No te perderé de vista.
1444263959	Márchate.
1453725348	Tengo que decirle a alguien que atrape a esa cosa.
244868824	¡Bastardos!
653229373	... ¡Imbéciles!
1219628151	... ¡Grave error!
748819300	Ese olor...
485379176	... Perdón...
1845262298	... Mis disculpas.
469757349	¡N-no! Te escucho...
244567012	¡Es ella! Debo... escuchar...
1019535214	Su voz en mi cabeza...
1507298399	¡Tú! ¡N-no! ¿Sí?
2107655984	Je, je, ¿qué puedo hacer por ti...?
1611355156	Tienes toda mi atención.
774957985	¿Necesitas algo?
305394347	Sal... Tú... ¿Sí?
1735217189	Maldición... Te... Te escucho.
1829159243	Una conversación muy agradable.
532745668	Mi especialidad.
37391788	Podría estarme horas hablando.
645178327	A mí me escucharán.
718242854	Lo que yo diga va a misa.
1586465556	Tengo de sobra.
837367567	Todo esto me puedo gastar.
1352956859	Vendrán corriendo.
1902154468	Más de lo que nunca tendrán.
1689064435	Cada centavo me lo he ganado.
1526017687	Sin duda.
1529721759	Yo me encargo.
1191980866	Ya está hecho.
68662569	Yo me encargo.
1286994677	Claro que sí.
776691725	Cómo tú quieras.
51331123	Desde luego.
1279262191	Estoy en ello.
1688140964	Muy bien.
404385307	Le dedicaré mi atención.
654081491	No.
1348980014	Me temo que no.
568086333	Imposible.
251187941	No puedo.
1894354135	De eso no soy capaz.
177808790	Esto servirá.
2026475580	Tal como ordenaste.
1789169659	Listo.
953403562	Esto ya está.
2005525130	Eh, tú.
1704883187	Quiero hablarte.
877967253	Tengo que hablar contigo.
537134640	Escucha.
819771057	Mi buen amigo.
344959370	Ya puedes tomar nota.
2063229573	¿Nos entendemos?
1932245716	Creo que ya captas lo que digo.
386775648	Deja que me explique.
1236227568	Oh, sigue con lo tuyo, por favor.
1798475574	No te entretengo.
2088173535	Y ahora vete. Vamos, vamos.
1268074017	Una pequeña inversión.
929943354	Con esto debería bastar.
314553147	Mostremos la oferta.
696842309	Una pequeña inversión.
1829004096	No lo malgastemos.
1219083426	Ya me quedo yo eso, gracias.
755561192	...
79653357	...
2033884235	...
748544497	...
563713071	¿Q-qué? ¿Qué ha pasado?
1855524731	Uf... ¿Algo en el vino?
1753738118	Mmm... Qué raro.
334362602	Esto... No recuerdo haber venido aquí.
811499609	Sí, sí...
139982318	No... Eso no está bien...
129892242	Ponlo en la lista...
2146735133	Esto no se puede dejar así...
550513612	Debo seguir según lo programado.
973700004	¿Qué diría mi padre...?
217262855	¿Quién necesita a Frank?
1658069105	Hasta nunca...
551034644	¡Salud!
1192660334	¡A la buena salud!
1543856651	Va por ti.
839011162	No he escatimado en gastos.
750320948	Bueno, ¿dónde estaba?
203456593	Bueno, ¿dónde estábamos?
1890741263	Como iba diciendo...
752141871	Espera... ¿Te conozco?
1904631849	Qué raro... Me resultas familiar...
1260272422	Esto... ¿Quién eres tú?
592966686	Para ya, o haré que te expulsen.
755615184	Parece que tenemos un bufón.
1572402751	Déjate de ridiculeces, oye.
714144920	¡Joder!
1762180751	¡No, por favor!
194421162	¡Oh, Dios!
140568109	¡Aaaaah!
1688651179	¡Ayuda! ¡Ayuda!
1552467367	¡Que alguien me ayude!
1893151908	¡Socorro! ¡Ayuda!
548180822	¡Tengo que salir de aquí!
2090329709	¡No puedo quedarme aquí!
1627608269	¡Deprisa!
483753970	No te muevas ni un milímetro.
889379980	¿Cómo es que siempre pasa esto?
1490848557	Esto no pinta bien.
669098849	Hay que ponerse a cubierto.
771029810	¡...!
542775624	¡...!
1330823300	¡...!
803486537	¡...!
1203930058	¡...!
445815432	...
840473379	...
1781624630	...
1978456035	...
1224690671	...
1591674151	...
2120322593	...
429432544	...
1026840037	...
115415411	...
620960258	...
682680827	...
527740094	...
260351262	...
49985582	...
1313355565	¡...!
673498762	¡...!
508932668	...
527030044	...
266575383	¡Está muerta!
631797516	¡Espera! ¡Está muerta!
2025427144	Oh, Dios mío. Está muerto.
476040998	¡Santa María! Está muerto.
1294212533	¡Es un cadáver!
2125915304	¡Ese está muerto!
629305294	Lo ha matado uno de los suyos.
1027670450	Lo ha matado uno de los guardias.
212655113	La ha matado uno de los guardias.
546507246	La ha matado uno de los guardias.
1234665031	Ha sido uno de los guardias. Ostras.
2070475568	Fiambre. Ha sido uno de los guardias.
549506185	Oh, pero ¿qué coño?
1383649524	Es broma, ¿no?
1197557480	¡Joder!
129476208	¿De quién son?
734382902	No las había visto nunca.
654181546	¿Quién ha pasado por aquí?
562922501	¿De quién son esas huellas?
625680114	Maldita sea. Se ha ido la luz.
1278051298	¿Quién ha apagado la luz?
1883111036	Suerte que tengo algo para encenderla.
1678872220	Otra vez con la luz.
1259027863	¿Q-qué ha pasado?
1556567824	¡¿Q-qué?! ¿Qué le ha pasado?
981926918	E-eso no es normal, ¿no?
544594049	A... ¡A ti te pasa algo!
1283245285	¡E-eh, esto no es normal!
1697704330	¡N-no, basta ya!
924245651	¡Puede que haya algo de valor!
289903634	¿De dónde ha salido eso?
1866172367	¡Eso antes no estaba aquí!
1491918501	No puedo dejarlo aquí.
1336887699	Ven con papá.
342605812	Mío.
398850907	Esto me va a pagar el bebercio esta noche.
897237594	Oh, sí.
1789838239	Jo, jo. Qué suerte.
370501895	¿Está dormida?
351377853	¿Qué hace esa aquí?
1271903488	¿Duerme?
135702779	¿Qué demontre hace ese aquí?
2033888742	Oye, ¿a ti qué te pasa?
1352788	Durmiendo, ¿eh?
1194129771	¡Alguien la ha atado!
1195240214	¡Alguien la ha pillado!
1840463420	¡Alguien lo ha atado!
1997317986	¡Alguien se está divirtiendo!
256483506	¡Te han atado bien!
2098062156	¡Eh! ¿Quién te ha atado?
199429745	¿Adónde ha ido?
321081668	¿Adónde se ha marchado?
1774084074	¿No estaba aquí hace un momento?
109644708	¿Dónde diablos está?
2022064404	¿Adónde ha ido?
598034724	¿No estaba aquí hace nada?
1973677047	Eh, ¿y mi socio?
1360856508	Haciéndome esperar, ¿eh?
1751990501	¡Eh! ¿Por qué tardas tanto?
1402484361	¡Eh, despierta!
424825386	Despierta, ¿quieres?
375877512	¿Todo bien?
1043164579	¿Quién te ha hecho esto?
633166019	¡¿Quién te ha atado así?!
1015034952	¡¿Eh?!
284439821	¿Qué es ese ruido?
1127879614	¿Habéis oído eso?
42030841	¡Eh, ¿quién hace esto?!
963737563	¡No tiene gracia!
1426547493	¡Vale, ya está bien!
130649768	¡¿De dónde ha venido eso?!
327101215	¿Quién dispara?
247373608	¡Alguien nos dispara!
1082686957	¡Eh, he oído eso!
843936458	¿Quién anda ahí?
1936600439	¿Hay alguien aquí?
850133657	¡Ya es suficiente!
1346933117	Para ya, ¿vale?
1506282997	¿De verdad estamos con esas?
1647239674	¿Qué coño ha sido eso?
1707786502	¿Me estaré volviendo loco?
1413977066	¡Ah! Esto... ¿Qué?
1931070092	¿Qué estoy haciendo?
833548313	Da igual.
788986343	Es ridículo.
576584898	¿Qué es lo que pasa aquí?
1074836479	¿Hay alguien ahí?
922989269	¿Hola? ¿No hay nadie?
785700905	No tiene gracia, ¿sabes?
532614104	Va, que no estoy de humor.
1024637678	Nada. Oh, en fin.
30559669	Aquí no pasa nada.
1412318143	Nada. Volvamos, pues.
2010574633	Tengo cosas mejores que hacer.
913105252	¡Bueno! Pues nada.
120519872	No, hazlo tú. 
1657536147	Hay que andar demasiado.
1971230290	No voy a ir hasta ahí.
291568046	Yo ahora no entro ahí.
695537057	Mejor me quedo fuera.
1269470420	Ahora no puedo entrar.
1772912962	No pienso salir ahí.
813928509	Mejor me quedo dentro.
1682113785	Ahora no puedo salir.
1335855725	No veo cómo ir ahí.
1563241784	Nah, demasiada molestia.
593402099	¿Allí? ¡Y un bledo!
498751310	Se habrá ido por ahí.
984954715	¡Igual ha ido a mear detrás de un árbol!
804356235	Muy bien. Tú en tu línea.
849635496	¡Ahí estás! ¡Joder!
651891295	¿Tienes que alejarte de esta manera?
526032849	Uf. ¡Qué susto me habías dado!
268562650	¡No! ¡Madre del amor hermoso!
162484668	¡Jesús!
112210907	¡Hostia puta!
993680937	Será una broma...
1674627640	Oh, mierda...
1945035026	No hay nada que pueda hacer.
998731695	Qué lástima.
496730411	Qué desastre.
1307858805	Aquí no podemos hacer nada, excepto rezar.
1174452870	...
1552575507	...
2015594865	...
1354494775	...
777363350	...
733711428	...
495509061	...
941775966	...
644255529	...
1970793678	...
660237473	...
666056064	...
1658663494	...
2141922626	...
1302804600	...
2070072574	...
1125730362	...
2056448393	...
1319185907	...
1195289046	Au...
1690046470	Uf, mi cabeza...
410346505	¿Qué...? ¿Quién...?
576128147	Mmm...
1903436339	¿Qué...?
478417575	¿Qué es eso?
631154952	Algo...
280158698	¿Pero qué...?
2071823784	¿Qué cojones?
9873093	Eh...
2069117547	Esto...
1589515395	¿Eso es...?
687887681	¿Qué...?
185902500	Mmm...
1605168572	Mmm...
1507745846	¡Hola, michino!
1863538107	Qué cosa más mona.
1089261542	¡Oh, eh! ¿De dónde sales tú?
538387753	Je, je. Cazando ratones, ¿no?
273436868	¡Adiós!
331245446	Y adiós.
834958987	Je, qué cuco.
1033440499	Tú a lo tuyo, colega.
1158979601	... ¡Madre de Dios!
1776412485	... ¡Maldición, mis ojos!
1189834946	... ¡Sabía que era una mala idea!
537623693	...
1142504687	...
1925809408	...
1487004701	Me siento raro...
1509705973	Qué está pasando...
1022951998	Je, je... Qué gracia... 
754300707	Voces en mi cabeza...
156677806	Susurros, susurros...
1750834079	Escucho... Debo escuchar...
959496995	Creo... ¿Qué creo?
1635847939	Oooh, qué bien...
1260230884	Desde luego ahora lo veo todo...
299270225	Hay alguien más...
992477477	Di mi nombre...
1387536295	No puedo... pensar... con claridad...
1531816012	Tengo miedo...
2130508719	Esto da miedo...
1796874148	Debo pedir ayuda...
1241749795	Tienen que venir...
532799997	¡Necesito ayuda!
1452113419	Claaaro.
2021057852	Voy.
660187994	Entendido.
1409072175	Oh, sí.
1286129579	Ajá.
1691063874	Sí.
489774037	Sííí.
105454503	A-así lo haré.
961246188	Muy bien.
153896801	De acuerdo.
921781437	Mmm...
1309838059	Dónde... Cómo...
1755293835	No... No sé...
1716515130	No... No, no...
1877367341	No... No veo...
771874463	Así, ¿no?
691719329	Listo...
299395148	Sí, hecho...
611431658	Tal que así...
279528106	¡Oh, mierda, no!
1363208038	¡No, por favor!
660715482	¡Oh, Dios!
817344681	¡Aaaaah!
265749188	¡Ayuda! ¡Ayuda!
1055660051	¡Que alguien me ayude!
995091481	¡Ayuda! ¡Por favor!
151463773	...
300672727	...
1530003868	...
1039624390	...
2047393564	U-un momento, ¿qué ha ocurrido?
129408271	Mmm... Qué cosa más rara...
385332142	Esto... ¿Cómo he llegado yo aquí?
1928332023	Mmm... ¿Qué ha pasado?
2056513203	Ja, ja, ja. ¿En qué puedo ayudarte, cielo?
95308602	¿Qué puedo hacer por ti?
1830949320	Sí, claro. ¿En qué puedo ayudarte?
2061628104	Vaya, ¿qué tal, hermosura?
1120980046	¿Necesitas algo más?
1412895450	Tal vez tenga lo que necesitas.
872927436	Oh, te escucho.
1684523595	Desde luego, señorita.
91428724	Lo que tú digas, encanto.
423608754	Me ha gustado hablar contigo.
1500966040	Nos vemos.
201875679	Ten cuidado.
330442510	Claro, buena suerte.
14542165	¿Señor?
1431898696	¿Yo, señor?
1891062347	¿Sí, señor DeVitt?
1477887954	¿Me lo dice a mí, señor?
293171875	Claro, Sr. DeVitt.
834107570	Entendido, señor.
771068233	Por supuesto, señor.
111460572	Cómo no, Sr. DeVitt.
1621714726	Vale, jefe.
1005033895	Gracias, señor.
526566574	Lo tendré presente, señor.
203214726	Dios, menudo capullo miserable.
2057333656	¡Vale!
2059172100	¡Oh, ah, claro!
858318731	Ya voy, je, je.
842675602	Mmm, vale, tú primero.
133604362	Qué potra, el cabrón.
647036581	¡Fíjate!
169303897	Cabrón con suerte.
503034639	Divertíos, pareja.
1047832250	Lo siento, tengo que volver.
503537287	N-no, no debería.
461533409	D-de verdad que tengo que volver.
698814559	No, mi mujer me mataría.
2078435664	Bueno, el día ya casi está...
1158488713	Aaah, ya está la espalda fastidiándome...
1758126643	Me vendría bien dormir un poco. 
13311229	Todo tranquilo.
1180900193	Todo bien por aquí.
844219070	Maldito picor.
823054015	Me aburro.
1171062852	Necesito zapatos nuevos.
1217030232	Muy bien...
957021216	Porras. Casi se me olvida...
260342572	...
978047408	...
335366909	...
1649474311	...
753526022	...
857381197	...
1043194248	...
574459139	...
555675959	...
1579624833	...
1588644804	¡Salud!
97170915	¡Je, pa' dentro!
2061983348	¡Hasta el fondo!
1243078593	¡A mi salud!
352484625	Frank parece estar de buenas.
1266814926	¿Cuándo nos vamos?
188201284	Malditos bandidos...
1968593464	¡No me pillaréis!
1624973795	Espero que todo siga tranquilo...
1656613247	Se está haciendo tarde...
1435811425	Tch... Ricos...
803481615	Es día de boda.
1815168417	El alcalde está muerto.
160027609	El asesino sigue suelto.
931554045	Maldita lluvia.
1016882657	¡...! Pedazo de rancho.
941744069	Ah, el turno casi ha terminado.
775101418	Ja... Qué frío pega aquí...
761304060	Tenemos que quedarnos aquí.
1479162283	Argh... Las manos heladas.
1651796088	Debo estar alerta.
83139676	Frank está enfadado.
1562242393	Jo, qué noche.
2075295432	Malditos forasteros.
1921866497	Ya van tres este mes.
1327397898	Je, la chica me gusta.
776336185	Ah, Nueva Orleans.
797864828	Me encanta la ciudad de noche.
1639378646	Quiero salir de aquí.
1967487301	No puedes hacerme esto.
649985126	Estoy calado hasta los huesos.
1722887147	Algo pasa.
144697151	Estoy agotada.
2032057198	No puedo más...
1592428904	¿Qué quieren todos esos?
297536497	Malditos forasteros.
614625708	La hostia, qué calor.
696072087	Mira cuánta gente bien.
719065856	Todo va según lo programado.
1608146710	Esto es vida.
445835136	Como en los viejos tiempos.
1308192785	¿Cómo va eso?
386837316	Todo bien.
745996483	Hola.
2015670863	Hola.
929047574	¿Cómo llevas la cosa?
1850282191	Voy bien.
733864984	¿Algo va mal?
1420908823	No es nada.
1884884578	¿Tienes un cigarrillo?
191589003	No, lo siento. 
888651243	¿Te vienes luego a echar un trago?
1396553097	Claro.
297516615	¿Algún problema?
634412588	Nah.
675115197	¿Te apuntas luego al póquer?
1220737273	Je, siempre.
678278154	¿Cómo ha ido?
1285460911	... No preguntes.
1007896959	¿Cuándo nos vamos?
1760552701	No sé. Pronto.
1203286750	Eh, ¿dónde está el bebercio?
570369904	Ayer se acabó.
145962558	¿Quién nos va a ayudar?
1714073299	Habrá qué esperar.
184420272	Odio los bandidos.
1683267159	Pues anda que yo...
169501826	¿Algún problema con los trabajadores?
1126307118	No más de lo habitual.
365278353	¿Todo bien?
927108486	Me las arreglaré.
1054705238	¿Cómo va eso?
856505925	Casi a punto para la boda.
1337005302	¿Has visto el vestido de la novia?
1795144458	Sí. Parece caro.
733749545	¿Has visto algo?
331920333	No, y tampoco quiero.
253343907	El alcalde Higgins, muerto.
1490816363	Qué tragedia.
665822463	Un señor rancho, ¿eh?
1516948694	Los he visto más grandes.
1884707244	Tenía que llover, ¿no?
942095769	¿Estás hecho azúcar o qué?
584583294	¡Qué rasca!
140600418	Creo que me estoy resfriando.
2080882179	¿Te has enterado de lo de Flagstone?
2123720088	Sí, los habitantes se pusieron nerviosos.
574742714	¿Crees que iba solo?
933846796	No hay modo de saberlo, así que alerta.
1835147000	¿Has visto a ese tío?
1036207264	Sí. Maldito cazarrecompensas.
783829071	¿Tienes idea de lo que ocurre?
371923642	Yo digo que son las brujas del pantano.
2114089369	¿Crees que es cierto? ¿El verdadero diablo?
839500131	No quiero ni pensarlo.
1949628177	¿Crees que nos lo podemos montar con la chica?
437886225	Sí, si quieres que te corten el pito.
1563311191	¿Por qué tardas tanto?
1805646588	Aún hay algunos rezagados.
105877657	Una noche espléndida, ¿eh?
1437101900	Sí.
675000180	¿Has oído quién viene?
872081782	Sí. Será todo un espectáculo.
344837768	Tenemos que salir de aquí.
655844167	Aún no.
1625808834	¿Cómo salimos?
1439004688	Paciencia.
816404149	¿Qué es ese barco que ha venido?
661170697	Es de la Compañía DeVitt.
1435172741	¿Por qué han cortado los caminos?
669447907	Cosa de la compañía, supongo.
610164075	Apenas me tengo en pie.
1247703699	Pues ya somos dos.
230914525	No puedo.
1816884307	Aguanta, amigo.
1973449938	¿Qué hacen esos aquí?
1061398885	Fuga en la mina.
1158072521	Están muy inquietos.
1509037970	Los hombres a los que persiguen son peligrosos.
832941152	¿Todo va según lo programado?
481755568	Más o menos.
1257868930	¿Viste lo que pasó con Frank?
1783101948	Que no te oiga el Sr. DeVitt.
1185693792	¿Crees que vendrán?
876597107	Frank dice que sí.
1890853346	Me recuerda a los buenos tiempos.
2138187520	Sí, y sigue haciendo un calor de la hostia.
1840074735	Esto no va a acabar bien, te lo digo yo.
717855587	Sí, ya me he enterado.
609448203	Que se encarguen los profesionales.
1323368223	Así me gusta.
894982659	Oh, no se lo cuentes a nadie, ¿vale?
1833407896	¿Y el otro qué?
1979116485	A la larga dará igual.
1091594973	Escucha un momento.
989425648	Ya, pero ¿ahora qué?
801397173	No te preocupes, no es la primera vez.
1236715719	Creo que no te sigo.
1826402428	No puedo creer que me lo haya perdido.
1371386793	Ahí está la diferencia.
630021603	Je, je, te lo dije.
955780581	Eso no puede ser verdad, ¿no?
188273265	Ya puedes creértelo.
1720195152	Ya, pero eso no es ninguna novedad.
1489094158	Aquí se oye de todo.
1864759570	Supongo que los tiempos están cambiando.
1257814581	Primera noticia.
971009953	Bueno, ¿dónde estaba?
171486738	Se me ha ido el santo el cielo... Ah, sí.
416648708	Como iba diciendo...
1085013886	Bueno, ¿dónde estábamos...?
1968202159	Volviendo al tema...
671880834	¡Espera, espera, eso no está bien!
1579815946	Eh, ¿qué haces?
1309790604	¿Quieres parar ya, por favor?
603723275	¡Basta, déjalo ya!
322269652	Eres un tipo muy raro.
40314205	¿Te portas así de raro a propósito?
1141136403	¿Qué hacéis aquí?
129939999	No deberías estar aquí.
1610055770	¡Más vale que no te vean!
713118835	...
1432681070	...
867838392	...
893670218	...
2058026809	...
1511665725	...
218426436	¡Mierda, no!
387346738	 No.
648813681	¡Oh, Dios!
1595333562	¡Aaaaah!
419390346	¡Ayuda! ¡Ayuda!
370314354	¡Que alguien me ayude!
1418729856	¡Socorro! ¡Ayuda!
1824994674	¡Tengo que salir de aquí!
1458914733	¡No puedo quedarme aquí!
933439464	¡Deprisa!
218582852	No te muevas ni un milímetro.
890401936	¿Cómo es que siempre pasa esto?
1137691250	Esto no pinta bien.
1281619810	Hay que ponerse a cubierto.
134431810	¡...!
1657010473	¡...!
669939038	¡...!
777606728	¡...!
2000867489	¡...!
497377746	...
823809530	...
36743388	...
1942950434	...
479465925	...
92735497	...
902268243	...
1016445743	...
484855051	...
1750922062	...
1888038752	...
1143813194	...
26403376	...
1496101917	...
751503661	...
1200306654	¡...!
1036262400	¡...!
831754548	...
1442441833	...
1137971893	¡Está muerta!
295461121	¡Espera! ¡Está muerta!
463661872	Está muerto.
927177950	¡Espera! Está muerto.
353842478	¡Un cadáver!
1704488757	¡Ese está muerto!
509464880	Lo ha matado uno de los guardias.
1199855867	Lo ha matado uno de los guardias.
778840773	La ha matado uno de los guardias.
117877211	Ha sido uno de los guardias.
428677587	Ha sido uno de los guardias. Ostras.
1328766706	Fiambre. Lo ha hecho uno de los guardias.
1005432506	Oh, pero ¿qué coño?
419419817	Es broma, ¿no?
1979956804	¡Joder!
1560704419	¿De quién son esas huellas?
1327290388	Nunca había visto esas huellas.
1525352676	¿Quién se ha paseado por aquí?
829255321	¿De quién son esas huellas?
1725558943	Maldita sea. Se ha ido la luz.
1287498134	¿Quién ha apagado la luz?
203602001	Suerte que tengo cerillas.
1812475882	Otra vez con la luz.
901891113	¿Q-qué ha pasado?
138033287	E-eso no es normal, ¿no?
1081690694	¡A ti te pasa algo raro!
702431898	¡E-eh, esto no es normal!
2047405492	¡N-no, basta ya!
1561900802	¡Puede que haya algo de valor!
289694496	¿De dónde ha salido eso?
1675592073	¡Eso antes no estaba aquí!
80410375	No voy a dejarlo.
1271502352	Ven con mamá.
966623416	Mío.
1015149245	Con eso me pagaré el whisky de esta noche.
720135281	Oh, sí.
741184003	Jo, jo. Qué suerte.
884286787	¿Está dormida?
1390978764	¿Qué hace esa aquí?
182537259	¿Está dormido?
228442870	¿Qué hace ese aquí?
1220657126	Eh. ¿A ti qué te pasa?
122113873	Durmiendo, ¿eh?
1268156577	¡Alguien la ha atado!
1983986865	¡Alguien la ha pillado!
1354019560	¡Alguien lo ha atado!
460168962	¡Alguien lo ha pillado!
1861838770	¡Te han atado bien!
197631598	¡Eh! ¿Quién te ha atado?
1441605814	¿Dónde está?
841224557	¿Adónde ha ido?
403487079	¿No estaba aquí hace un momento?
568122081	¿Dónde está?
1790875830	¿Adónde ha ido?
1922128668	¿No estaba aquí ahora mismo?
1824904018	Eh, ¿y mi socio?
1441210939	Haciéndome esperar, ¿eh?
1323798664	¡Eh! ¿Por qué tardas tanto?
1304322408	Eh. Despierta.
1162592404	Despierta, ¿quieres?
494793294	¿Todo bien?
870263669	¿Quién te ha hecho esto?
733349313	¿Quién te ha atado así?
2033444305	¡¿Eh?!
693928559	¿Qué ha sido eso?
314300688	¿Habéis oído eso?
384314385	¡Eh, ¿quién hace esto?!
1869288065	¡No tiene gracia!
1458802747	¡Vale, ya basta!
321683688	¿Pero qué...?
1862286260	¿Quién dispara?
744830321	¡Alguien nos dispara!
206022182	¡Eh, he oído eso!
2075538787	¿Quién anda ahí?
206917495	¿Hay alguien aquí?
1112976017	¡Ya basta!
617816600	Para ya, ¿vale?
1413892940	¿De verdad estamos con esas?
290979023	¿Qué coño ha sido eso?
2030164938	¿Me estaré volviendo loco?
1514241032	¡Ah! Esto... ¿Qué?
1887128969	¿Qué estoy haciendo?
2027173739	Da igual.
1118770180	Es ridículo.
611345170	¿Qué es lo que pasa aquí?
1117261213	¿Hay alguien ahí?
2052344217	¿Hola? ¿No hay nadie?
497178482	No tiene gracia, ¿sabes?
395597588	Va, que no estoy de humor.
1205749498	Nada. Oh, en fin.
1231728847	No puedo hacer nada al respecto.
2013635218	Nada. Volvamos, pues.
441739297	Tengo cosas mejores que hacer.
596998052	Pues nada.
1830229344	No tengo ganas de pasear.
1948917878	Hay que andar demasiado.
251588209	No pienso ir allí.
1191576750	No pienso entrar ahí.
1300833156	Mejor me quedo fuera.
1022863050	No puedo entrar ahí.
933729292	No pienso salir ahí.
1308036473	Mejor me quedo dentro.
2095538877	Ahora no puedo salir.
1383863049	No veo cómo ir ahí.
709606473	Nah, demasiada molestia.
452023083	¿Allí? ¡Y un comino!
844462817	Se habrá ido por ahí.
1611816375	Igual está detrás de un árbol.
1457646221	Muy bien. Tú en tu línea.
1213188929	¡Ahí estás! ¡Joder!
717608594	¿Tienes que alejarte de esta manera?
574681684	Uf. Me has asustado cosa mala.
83101362	¡No! ¿Qué ha pasado?
1374805334	¡Maldita sea!
1872849306	¡Hostia puta!
568283861	Será una broma...
465041817	Oh, mierda...
178322310	No hay nada que pueda hacer.
1825424806	Qué lástima.
547383163	Qué desastre.
937253773	Aquí no podemos hacer nada.
1383230651	...
503868788	...
1160067251	...
351090345	...
1625094971	...
1250638353	...
1117296342	...
1346986362	...
1101706111	...
848046378	...
343156859	...
1719656310	...
1215968392	...
1662250384	...
796192443	...
1602755880	...
1913976133	...
814280622	...
1196159422	...
674210948	Au...
22343729	Uf, mi cabeza...
1210833096	¿Qué...? ¿Quién...?
1417289485	Mmm...
1196937461	E-espera...
2114310563	¿Qué es eso?
1177881374	Algo...
397215487	¿Pero qué...?
280962069	¿Qué cojones?
229394941	Eh...
1145092089	Esto...
1393676539	¿Eso es...?
863741838	¿Qué...?
2102627854	Mmm...
1880676664	Esto...
756747157	¡Hola, gatín!
1319465540	Eres una cucada.
565138582	¡Oh, eh! ¿De dónde sales tú?
943804382	Je, je. Cazando ratones, ¿eh?
1614475967	¡Chau!
533041754	Y adiós.
1132402385	Je, qué cuco.
601872494	Tú a lo tuyo, colega.
1800633776	... ¡Madre de Dios!
1021594811	... ¡Maldición, mis ojos!
1896051716	... ¡Sabía que era una mala idea!
2107896032	...
1911485372	...
2077106441	...
1630734912	Me siento raro...
840833309	Qué está pasando...
543681742	Je, je... Qué gracia... 
2059311481	Voces en mi cabeza...
2054501445	Susurros, susurros...
2072238500	Escucho... Debo escuchar...
