English	Английский
381946195	Что-то здесь не так. Всем быть начеку.
1554097924	Осторожнее. Тут опасные ребята шныряют.
1747802112	Внимание! Тут кто-то рыскает.
1511239105	Смотри! Наверху!
1981567975	Как они туда забрались?!
756909435	Твою мать! Они сверху!
545697767	Ссышь, да? А ну сюда подойди!
1247224979	Эй! Так нечестно!
2071950975	Ну погоди, доберусь я до тебя...
1651062176	...
164018823	...
1014074200	...
254996028	...
1061579773	...
136490321	...
1899811036	...
966134292	...
91394979	...
868036484	...
552330697	...
2120445142	...
720769183	...
144289913	...
270931992	...
817383763	...
1813350399	...
850237400	...
604340546	...
732985679	...
933214065	...!
94036536	...!
1566110405	...
1827396099	...
926883375	Она мертва!
2040265743	Черт! Она мертва!
1202575034	Он мертв.
2127678244	Черт! Он мертв!
836705989	Я нашел труп!
1977037897	Тут труп!
509091421	Его убил кто-то из наших.
1170756354	Его убил предатель.
1289609539	Я найду того, кто это сделал.
22637808	Ее убил кто-то из наших.
1435488494	Ее убил предатель.
1365412188	Я найду того, кто это сделал.
1715240543	Похоже, среди нас предатель.
1398140056	Твою мать, это кто-то из наших натворил.
1976549752	Труп. Кто-то из наших и убил.
1338187944	Нас кто-то предал.
411714213	Эй? Какого дьявола?
1147515483	Это что, шутка такая?
1953557803	Господи!
1152201421	Это еще чьи следы?
1667169418	В первый раз такие следы вижу.
858204795	Кто тут наследил?
764744858	Следы научись заметать, гнида!
1247342656	Чьи это следы?
2129778002	Черт. Свет погас.
486650161	Кто потушил свет?
1751038973	Хватит уже тушить лампы!
1457143817	Опять свет погас.
421881053	Вот сволочь!
43749596	Ты покойник!
16982252	Это ты зря!
1942313973	Ты за это заплатишь!
1833460446	Ты поплатишься!
1418542961	Плохо дело!
489148877	Капкан!
1279096810	Капканы ставят!
589679096	Смотри под ноги!
337430316	Твою мать! Капкан!
2020666015	Капкан! Огромный капкан!
786008014	Черт! Снайпер!
1020869710	Там снайпер!
1526339834	Тут снайпер!
2101185282	Тут стрелок засел!
2016460011	Метко стреляют!
1644297817	К-какого черта тут творится?
1574773459	Ч-чего? Кто это его так?
1773338847	Ч-что это вообще такое?
179828892	Что это еще за чертовщина!?
1192854223	Козни дьявола!
1273032330	Черная магия.
283549206	Что это с тобой?!
1220550786	Ты чего это, а?!
507886835	Предатель, мать твою!
1678422735	Предатель!
538875905	Зомби!
521322979	Остановись!
970278034	Прекрати!
411859453	Не смей!
196286972	Ну уж нет!
2022463753	Ни с места!
804431080	Эй, ты!
1054643477	Вот ты где!
2479300	Вот ты где, гнида!
349916379	Ах ты сукин сын!
1374683519	От меня не уйдешь!
109459333	Ну и кто это тут у нас?
313084033	Ты еще кто?!
1045741914	Вот ты где!
585488968	Они нас нашли!
971380003	Фрэнка ищешь?
1351776029	Ты прямо крутой, да?
841504210	Героем стать захотелось?
886280733	За Толстуху Энн!
2075690145	Спокойно не сидится?
1938333875	Это наш город!
1577189334	Это ж те двое недоумков!
164287038	Да ладно!
1510502390	Не сегодня!
1937316294	У нас гости!
890396519	Убийца!
1235211676	Мэра убили! Сволочи!
1110169913	Вы убили Хиггинса!
771863377	Тут их несколько!
176005074	Твою мать! Засада!
765574803	Они нас окружают!
2096268228	Кто это у нас тут прокрасться хочет?
1418627950	Тебе здесь делать нечего!
1532417531	Тебе тут не рады!
1192178920	Вам сюда нельзя!
2005230963	Вон там! Еще один!
333365210	Он же еще малец!
1153756432	Папочку ищешь?
638580121	Попался, сволочь!
543196898	Фрэнк был прав!
55548532	Я тебя арестую!
311573507	Ты пойдешь со мной!
1930443670	Я его вижу!
454602035	От меня не сбежишь!
1593210707	О, у нас тут беглец!
488029118	Мразь!
458681609	Шпионишь за нами, а?
236452969	Чего это ты тут разнюхиваешь?
358696004	Заблудились? Сейчас я вас провожу.
544464778	Эй! Ты не из компании!
398318218	Защищайте «Гнездышко»!
1662103479	Смотри-ка! Свежее мясо!
1845621592	На корм крокодилам пойдешь!
1361819409	Нечего тут разгуливать!
1453000513	По домам сидеть надо!
230310858	Кто тебя выпустил?!
203952778	Что, копать надоело?
725059213	Отсюда никто не удерет!
2066113635	Сбежать пытаешься, а?
83332111	Все, поезд дальше не идет!
841341561	ДеВитту нужна твоя голова!
2039882542	Эй! Вас в списке гостей нет.
940576500	Держитесь от гостей подальше!
539628569	Кто тебя впустил?!
180455735	Нельзя!
2049697668	Черт, это они!
11277154	Это банда Купера!
131722094	Тебе меня не грохнуть!
1939156359	Вы за все заплатите!
501676662	Это же Купер!
1907079180	Попался, ковбой!
1334853821	Это же Гектор!
1404855509	Привет, здоровяк!
819256392	Это же О'Хара!
847560241	Привет, красотка!
1428977970	Это же Маккой!
1676575791	Попался, гад в плаще!
1801084566	Это же та ведьма!
540381285	Это Моро!
1054660919	Вот ты где, мальчишка!
1163134820	Эй, парень! Иди-ка сюда.
191715115	Это же маршал!
2144813290	Эй! Кто тебя выпустил?!
398764663	Что-то не так... Кто здесь?
1861281985	Стоп... у меня за спиной кто-то есть?
1966516232	Странно... как будто рядом кто-то есть.
1294169941	Хватит!
1686037876	Какого дьявола?..
802576749	Чего?!
1906703018	Эй!
1099360885	Тебе тут делать нечего!
1236765974	Прячешься, а?
1969236356	А ну вали отсюда! Живо!
1627765375	Мусор какой-то.
1468437642	Нашли дураков.
1556831520	Да и черт с ней.
1245385854	Оно того не стоит.
1513912457	Вряд ли там что-то ценное.
1040983000	Ага, конечно.
263997807	Я на это не куплюсь.
56113704	Нужен мне твой хлам, хитрюга!
1812919899	Она что, спит?
199695992	Что она там делает?
1585138973	Он что, спит?
108606190	Что он там делает?
607699852	Эй! Что это с тобой?
2012966698	Ленивая жопа.
936053357	Далеко не убежал.
2049612354	Да, это он.
1205934708	Так-так, далеко она не ушла.
1305656810	Да, это она.
624192392	Вот ты где, предатель.
517148735	Твоя работа, да?
2019251121	Вот эта сволочь.
1737631263	Ах вот ты где, сволочь!
1822710443	Позже с ним разберемся.
405846824	Пока оставим его здесь.
1239563644	С ней мы попозже разберемся.
916279661	Оставим ее здесь. Пока.
1110598598	Мы с тобой позже разберемся.
1261566530	Вот так. Полежишь пока здесь.
1588981713	Смотрите, ее связали!
771627283	Хорошо ее связали.
1613027217	Его кто-то связал!
633573356	Хорошо его связали.
1616108356	Хорошо тебя скрутили!
1040189663	Эй! Кто это тебя связал?
602161559	Эй, ты! Иди глянь, что там.
1862416999	Эй, кто-нибудь! Бегите туда!
1109695679	Давай ты сходи.
1483041581	Куда она делась?
165744825	Куда она смылась?
1516407701	Только что ведь тут была!
875127105	Где он?
2062792334	Куда он делся?
1311992893	Только что ведь тут был!
1428944817	Эй, где мой напарник?
1626305939	А я тут стой и жди...
1417330012	Эй! Где ты там возишься?
503630321	Эй! Очнись!
2049087796	Давай, поднимай задницу.
1854772041	А ну хорош валяться.
1546977281	Кто это с тобой сделал?
925926933	Кто это тебя связал?
2100907642	Э-э?
1388945124	Что это было?
1552182251	Слышали?
658213559	Кто это так шутит?!
10535971	Это не смешно!
814182261	Так, все, хватит!
700692365	Черт! Где стреляют?
26325976	Кто стрелял?!
543918863	По нам стреляют!
1540126465	Кто-то бросил динамит!
410614831	Они подорвали динамит!
2098930156	Кто там развлекается?!
1602415572	Эй, я все слышу!
1221326707	Кто там?!
404807836	А ну вылезай!
436423232	Ну я тебя сейчас!..
1455352961	Ну все, тебе конец!
1279013612	Я знаю, что ты там, сволочь!
1449679319	Это еще что такое?
78306685	Я что, с ума схожу?
1529652607	Э-э... чего?
550247435	Что я творю?
1077324200	Ну и черт с ним.
1419908295	Бред какой-то.
1207272647	Ага, сейчас.
1758522976	Еще время тратить на это.
1255156747	А мне-то какое дело?
1058052522	От нас не спрятаться!
1197274195	Так, все, хватит с тобой возиться.
1419824739	Осмотрим тут все.
1943970095	Меня так просто не обмануть.
2051799272	Сейчас кому-то будет больно.
750190656	Так, кто это был?
733859229	Кто это там?
308117414	Где этот клоун, что меня ударил?
1694398666	Ох, они за это заплатят.
1415117126	Что, штаны обмочили со страху?
2111028300	Есть тут кто?
1837245175	Я все равно тебя найду.
2010243430	У тебя неприятности!
1439190695	Кто бы вы ни были, выходите!
1655055795	Беги, пока я тебя не нашел!
216983522	Ты лишь усложняешь себе жизнь!
1606782106	Ты у меня попляшешь...
749367244	Вот сволочи! Ну и куда вы делись?
423420392	Тебе меня не провести!
458800813	А ну выходи!
550286952	Я с тебя шкуру спущу!
114266938	Хорош прятаться, койоты трусливые!
864909452	Что, зассали? А ну выходите!
2047416117	Ох я с вами поразвлекаюсь!
1937570954	Как мне все это надоело.
165742104	Что, зассали?
1947126804	Кис-кис-кис!
1814300876	Мимо меня не прошмыгнуть!
49210871	Сраные охотники за головами.
768654104	Я тебя в каньон сброшу.
707828239	Фрэнку это понравится.
964691618	Мы тебе не по зубам, парень.
663842961	Зря ты из вагона выполз.
969805200	Это наш поезд, понятно?
315442761	Руки прочь от нашей добычи!
546119706	Мы – банда Толстухи Энн! Драпай!
1739849271	Не связывайся с людьми ДеВитта!
1958267839	Вали из Флэгстона, пока мы вас не нашли.
997024690	Я вас на колокольне вздерну всех.
384829928	Да в этой дыре спрятаться проще простого.
561488293	Хотите свадьбу испортить?
1275452876	Хиггинс будет в ярости.
1919042158	Не видно, что ли, тут свадьба!
1180611629	Знаешь, что мэр с тобой сделает?
697689544	Свадьбу сорвать? Так дела не делаются.
1595462293	Вы убили Хиггинса. И кто мне теперь платить будет?
9781326	Я тебя со скалы скину.
508025913	Через ворота проползти хотите? Только через мой труп!
374691503	Думаете, такие умные, да?
1151030685	Было ваше ранчо, стало компании.
668811831	Мы тут камня на камне не оставим.
1490150029	Раньше надо было сдаваться!
1547398445	Это вы те самые бунтари из Флэгстона, а?
1174485889	Это территория компании «ДеВитт».
370847986	Вы точно не на поезде приехали.
1534378569	Из тебя выйдет отличная мишень.
1655546822	Твой папочка у нас. Лучше сдавайся по-хорошему!
1219979433	Фрэнку ты понравишься!
1682392739	Выходи, парень! Я не кусаюсь.
900819364	Ох сейчас повеселимся.
1862869233	Шериф хочет с вами поговорить!
1502161796	Это официальное расследование.
593375876	Именем закона! Выходи!
1680150364	Знаешь, что мы делаем с такими как ты?
2070838406	Свалить пытаешься? Зря!
1601813231	Возиться тут еще с тобой!
1407311591	Вылезай! За тебя обещали награду!
1994700680	Я тебя в реке утоплю!
1053577355	Это внутреннее дело компании «ДеВитт»!
500920063	У нас тут шпионов не любят.
1229679277	Зря вы вообще сюда приперлись.
1794936713	Поселим тебя в отличную клетку!
1388135222	Не на то болото приперлись!
1911997080	Я вас аллигаторам скормлю.
2078068441	Добро пожаловать в «Королевское гнездышко», кусок дерьма.
748363178	От нас не ускользнуть!
86370624	Тут внутренние дела компании «ДеВитт»!
1144812539	Район оцеплен.
1791420512	Я тут закон, тварь!
1877483082	В яму посажу!
1632022592	Говорил же Фрэнк, чтоб с вами построже.
980357420	Отсюда еще никто не сбегал.
1986960774	Ваши шкуры принадлежат ДеВитту!
141524377	Мы вас живьем зароем!
610188268	Здесь вы и подохнете!
706630341	Поезда ждешь? Забудь о нем.
158886091	Поезд тут не остановится. Сдавайся!
1742110610	Мистер ДеВитт не любит преступников!
1972539885	Мы тебе не по зубам!
1119849140	Посторонним тут не место!
928438655	Мистер ДеВитт хочет, чтобы вы исчезли.
1109087034	До Фрэнка вам не добраться!
704651513	Фрэнк говорил, что вы появитесь.
1533771035	Я без боя не сдамся!
926427367	Я таких охотников за головами дюжину положил!
407465596	Там кто-то есть?
1794532812	Ну все, я иду искать!
127294075	Лучше б тебе там не торчать!
522571671	Думаешь, что умнее нас, а?
1847834958	Мне показалось или этот куст пошевелился?
115297149	Я тебя отсюда за шкирку вытащу.
253625569	Ты ведь тут, верно?
939054034	Я знаю, что ты тут!
2067461936	Здесь никто не проходил?
840105191	Может, они туда ушли?
2037477824	Ну все, я вхожу.
1434315698	Уж не за этой ли дверью ты прячешься?
1152235915	У меня ключ от всех дверей, падаль!
690329987	Интересно, что у нас за первой дверью?
559838910	Ничего. Ну и ладно.
448052806	Может, показалось?
912745952	Вот черт. Пора за работу.
1506358114	Пора завязывать с виски.
413080719	Да это просто ветер.
980592575	Да ну к черту. Делать мне больше нечего.
1031121723	Ничего. Пусто. Зря только время потратил.
299275395	Да и черт с ними. Не мои проблемы.
174410163	Сбежали. Да ну и черт с ними.
435688191	Свалили. Ну и черт с ними.
991987526	А не насрать ли мне?
276012313	Кого я пытаюсь обмануть.
2133675146	И не возвращайтесь!
243615344	В следующий раз вам несдобровать!
1640808173	Проваливайте! И не возвращайтесь!
1278364169	Повезло тебе!
1204687627	На что я свою жизнь трачу, а?
1873375750	Шутники, мать их.
463651741	Черт. А я так надеялся на хорошую драку.
486680853	И вот так каждый раз!
2007590864	Я слишком стар для этого дерьма.
718569547	Не мои проблемы.
873431633	У меня и поважнее дела есть.
1111963296	Никуда я не пойду.
165227857	Спасибо, но я лучше тут останусь.
1450242857	Теперь это не мои проблемы.
1439013845	Не стоит беспокойства.
479736284	Останусь-ка я здесь.
291917129	Да ну его. Я так далеко не пойду.
1545389191	С меня хватит.
992277673	Не-е-е, я туда не попрусь.
1289849242	Не, я внутрь не пойду.
1269770711	Я останусь снаружи.
2080785802	Я туда не пойду.
1704777313	Не, я туда не пойду.
1717164220	Я останусь внутри.
1242558414	Наружу я не пойду.
1131255511	Не-а, там не пройти.
430407433	Да туда еще попробуй доберись.
2071126532	Мне не столько платят.
829366961	Эй, ты где?
93266556	Прятаться будем, да?
1622676785	Эй, хорош. Я не в настроении.
427173856	Вот так отвернешься на секунду...
1933660529	Срет опять, наверное.
709473901	Ну и ладно. Черт бы с ним со всем.
144505229	Господи, вот ты где!
1487711518	Ну наконец-то! Что случилось?
1280119929	Ф-фух! Умеешь ты людей пугать.
1619249083	Твою мать! Что это было?
2032105429	Ах ты ж...
414248794	Мать честная!
534397302	Вы что, шутите?
163214497	Ох, черт...
1703817636	Просто в голове не укладывается.
1302031602	Так, а мне что делать?
1706304469	Дичь какая-то.
924481632	Как это вообще произошло?
880968055	Тут ловить больше нечего.
1876740687	Ох, придется кому-то все здесь подчищать.
1403884435	Ну что за черт.
841189387	Ну что за дерьмо.
21399960	Тут уже ничем не помочь.
1014089349	Ладно, не моя проблема.
422998675	Не нравится мне это. Тут явно кто-то есть.
1295447812	Черт. Не, я в это дерьмо влипнуть не хочу.
1032200079	Сраные О'Хары. Наверняка это все они устроили.
303259603	...
1043649847	...
1959183465	...
200521351	...
1680394493	Стой! Кто идет?
1215309097	Чего шумим?!
191078340	Что... что происходит?
11206940	Чего расшумелись?
459034486	...
1450231082	...
1490676139	...
1252657878	...
1157574614	...
1736151329	...
1488308813	...
2117903489	...
23071062	...
1262202919	...
1446684546	...
22612253	...
621390558	...
309058784	...
2021781467	...
1999705884	Черт...
120934213	Ох, башка болит...
1330468320	Засранцы...
1069474946	Проклятье...
2121608465	Ох...
55471064	Гм...
1420942157	Какого черта...
1234479108	Что это было?
2039014486	Там что-то есть...
1182466502	Какого...
1820436637	Какого черта?
1002731194	Эй...
245077737	А ну-ка...
858120676	Что это там за...
94414027	Что?..
867078957	М-м-м...
1307698634	Твою ж мать...
753576105	Привет, кошка...
2054110262	Опять кошка?
1715056827	О нет.
331868059	Чертова кошка...
2097009255	Ты на что пялишься? Брысь!
519019073	Не буду я тебя кормить.
2131399924	Клянчи у кого-нибудь другого.
456970265	Пошла, пошла отсюда.
267663420	Вот срань!
227457021	...ублюдок!
734633292	Я до тебя доберусь!
362930898	...
2013900624	...
543486058	...
1167120618	Я странно себя чувствую...
281569732	Что происходит...
65657874	Ха-ха... смешно... 
310439874	Голоса... Голоса в голове...
2003973408	Голоса... шепчут...
335604127	Слушаюсь... надо слушаться...
1412112853	Я думаю... а что я думаю?
892083761	О, я в порядке...
628578472	Я вижу все...
43532889	Там еще кто-то есть...
1645209948	Меня звали?..
543054558	Не могу... сосредоточиться...
1612978920	Только скажи кого...
77483645	Люблю стрелять.
1846113378	Я сам об этом подумал.
1072209175	Мой любимый ствол.
600230425	Я о-отличный стрелок.
1777159159	Хорошо-о-о.
1983075610	Иду.
671326163	Я слышу.
785643343	Ах, да.
39431315	Ах-ха.
1003826930	Да.
1271918904	Да-а-а.
1798475888	Я сделаю.
410502227	О'кей.
1183611717	Ладно.
852084282	Ох-х-х...
1892960032	Где... куда...
916729107	Я... не знаю...
1197223669	Нет... нет, нет...
512522849	Нет... я не вижу...
873541162	Вот так, да?
620831091	Получилось...
567651458	Да, сделано...
1767029742	Вот так...
178129213	Черт... не могу прицелиться...
1777901160	Мне нужно... нужно...
746449748	Эй... замри уже, ну...
1396669053	Тихо... спокойно...
252205781	Ох, все как в тумане...
1467931431	Черт... надо прицелиться...
272135927	...
548295925	...
1710033489	...
2004845710	...
1314279054	Стоп... что... что это было?
1527843960	Гм... это было что-то странное...
1207637417	И как я тут оказался?..
46695303	Какого... что произошло?
6425241	Ладно, парни! Пора их выкуривать!
903660247	Они тут! Рассредоточиться!
1212944294	Рассредоточиться! Нельзя их упустить!
1986087187	Они от нас не уйдут! Обыскать каждый дюйм!
1205663867	Увидите их – стреляйте на поражение!
282032315	От нас не уйдешь! Прочесать здесь все!
1602933858	Мы вас найдем, падаль! Вперед, парни!
1573225973	Они точно здесь! Обыскать каждый угол!
1499363286	У нас тут гости. Найдем их!
872668290	Спрятаться решили, сволочи? Найти их!
603557544	Ищем-ищем! Нельзя их упустить.
744475314	Они не могли далеко уйти.
1439437799	Кто-нибудь что-нибудь нашел?
890721630	Твою мать! Не дайте им уйти!
1832634330	Да твою ж мать, куда они провалились?
59678091	Хорошо эти сволочи прячутся.
525890803	Хватит на сегодня сюрпризов!
997491671	Они уходят!
693235356	Вот ведь пронырливые ублюдки.
1361280245	Выкурим их, и всего делов.
53090081	Они где-то здесь. Продолжайте искать.
1754491260	Нашедший забирает все их добро.
1864459642	Поздно. Они свалили. 
310819799	Ну и черт с ними. Свалили небось давно.
740677189	Они свалили. Сворачиваем поиски.
141403099	Расходимся, парни. Они свалили.
427122702	Только зря время потеряли. Возвращаемся.
2024143839	Давай! Беги к мамочке!
1333735203	Мы их прогнали! Ну что, кто первый проставляется?
1494858854	Сколько нам с этим еще возиться? У нас работы по горло!
10289002	Отличная работа, парни. С меня выпивка.
27324127	Они не вернутся. Отличная работа.
1232729549	Чем могу помочь?
1523594423	А ты милашка!
1699578624	Я тот, кто тебе нужен, детка.
833316644	Д-да, я тебе еще как могу помочь.
1576198805	Ну ничего ж себе!
1964997240	Я тут весь день, сладкая.
1568455293	Да-да, конечно. Все, что пожелаешь.
1656993278	Я весь внимание, солнышко.
637297776	Не вопрос, милочка.
1057615885	Да, я слушаю.
792983721	Какой у тебя голосок чудесный!
543786422	Да-да, я слушаю.
319399140	Как скажешь, сладкая.
331605998	Я бы весь день с тобой проболтал.
322905948	Пока.
763005908	Если что, я рядом, солнышко.
1722746724	Ладно, ладно.
269027584	Конечно-конечно.
1126745386	Ты возвращайся, если что.
662822837	Эй, так нечестно.
1714320811	Сэр?
847186309	Я, сэр?
1565335892	Да, босс?
1612113752	Вы мне, босс?
646464801	Разумеется, сэр.
1074433206	Ясно, босс.
1172556667	Так точно, сэр.
681859622	Без проблем, босс.
1644376627	Так точно, босс.
862645567	Благодарю вас, сэр!
1359410732	Я запомню ваши слова, сэр.
1470745919	Господи, какая же сука...
1179984361	Отлично!
1810451535	О да, детка!
1432811585	Лечу за тобой, крошка.
1952194116	Хе-хе-хе, веди меня!
1725655181	У меня нет времени, дорогуша.
648756871	Ты не в моем вкусе.
943791858	Я бы с радостью, крошка, но сейчас не могу.
2089265161	Попозже, ладно?
213593872	Везунчик, чтоб его.
1107330929	Вот ты даешь!
892442286	Повезло тебе засранцу!
1891009502	Удачно поразвлечься.
1815399987	Нет, все. Мне пора возвращаться.
73653047	Давай попозже продолжим, лады?
2023247020	Черт, нет. Мне пора на пост.
601268471	Сейчас не могу.
1707394434	А нам-то какое до этого дело.
1070701558	Просто забудь об этом.
9563297	Пустяки. Не бери в голову.
1166773605	Не, мы на такое не поведемся.
765349796	Так. Надо выпить.
1775553916	Сейчас бы покурить...
1846887733	Черт, до чего же я устал... 
1619155273	Все тихо.
1566012998	Все спокойно.
343228685	Скукотища.
1328019163	Еще пара часов, и все...
1730152364	Черт... чешется.
57537907	Смена почти закончилась.
835832802	Черт... нужны новые ботинки.
33701471	...
1907158082	...
1326907296	...
254496299	...
426845189	...
640021330	...
1926202522	...
1352734899	...
1241383751	...
2103303880	...
1779380506	Ну, будем!
1698769059	Ну что, до дна?
429978393	Ну, поехали!
1068829702	Ну, вздрогнули!
1277126032	Фрэнк сегодня в хорошем настроении.
1663449824	Когда выдвигаемся?
1813755931	Толстуха Энн умная.
1955858765	Ну и где моя доля?..
1738115486	Ну и дыра.
615722926	Не доверяю я местным...
1722510061	Богатеи, мать их...
1411007972	Сегодня свадьба.
2108471699	Мэр копыта откинул.
1776642151	Убийца все еще на свободе.
1843484263	Чертов дождь.
1259761449	...! Большое ранчо.
1491836876	Я так замерзну к черту...
2026383469	Похолодало.
49935527	Надо смотреть в оба...
1344162803	Фрэнк дико злой.
1394251539	Жаркая была ночка.
237450765	Понаехало народа...
428896756	Уже третий улов за месяц.
953913872	А она ничего, мне нравится.
1193534161	Работа как работа.
1576081344	Нравится мне этот город.
669523968	Чертова мошкара.
1914847083	На болоте все тихо.
1206596888	Льет как из ведра.
1014269464	Что-то здесь не так.
1134355921	Эти новенькие мне не нравятся.
287324203	Проклятая жарища.
511062067	Задница мира...
2112087483	Мы их найдем.
581535554	Ну и жарища.
992654694	Двойная оплата, говорите...
427260593	Да кому этот Фрэнк сдался.
814016506	Вот это жизнь!
630949107	Прямо как в старые добрые деньки.
1679047501	Ну, как тут у тебя?
1024792436	Все в порядке.
1100252012	Привет.
559229227	Здоров.
906426010	Порядок?
113033045	Угу.
1464693560	Что нового?
499663911	Да ничего.
234643763	Есть закурить?
10511355	Не-а.
1858702055	Опрокинем по стакану вечером?
1426825493	Конечно.
537086754	Ничего не случилось?
747464270	Не-а. Все спокойно.
863423789	Как насчет картишек вечером?
192601704	Спрашиваешь!
874472673	Ну, как дела?
978415989	Не спрашивай.
787365829	Когда выдвигаемся?
811434909	Не знаю. Скоро.
1074714901	Эй, а где выпивка?
364426822	Вчера еще выдули все.
586779463	На этот раз они выслали сопровождающих.
1885776851	А толку-то?
1565385502	В курсе, где Толстуха Энн?
1130350609	Она на плато.
16843546	Местные много хлопот доставляют?
556107838	Да ты что, шутишь что ли?
1736303003	Как твои делишки?
1120145463	Дыра как дыра, видали и хуже.
879679491	Ну, как успехи?
1730222479	Для свадьбы все готово.
1122157819	Видали невестино платье?
1048465469	А то. Прямо королева.
1159525544	Видишь что-нибудь?
1065722413	Пока ничего. Будь начеку.
783281928	Тут убийцы не пробегали?
1385766874	Мимо меня они не пройдут.
1136064546	Ничего так ранчо, а?
1611676252	Видали мы и побольше.
748100038	Дождь, что ли, собирается?
1043958707	Ничего, не из сахара, не расклеишься.
81585499	Эй, ты в порядке?
967142917	Простыл я, похоже.
1562914065	Слыхали про Флэгстон?
1815695154	Ага. Сраные деревенщины.
1903617370	Думаешь, он был один?
2100807803	Кто его знает. Будь начеку.
1987021364	Видишь этого парня?
661503340	Ага. Сраный охотник за головами.
238490698	Что тут творится-то вообще?
1986327888	Зуб даю, это все болотные ведьмы.
927594118	Эти бредни про дьявола – как думаешь, это правда?
2017553315	Даже думать об этом не хочу.
2140462299	Слушай, а может, девку оприходуем?
704805060	Босс тебе яйца оторвет.
2077283865	Что вы там копаетесь?
1962133591	Нескольких беглецов еще не нашли.
849486524	Тебе инструкции выдали?
1622261359	Еще бы!
123038211	Может, в «Драконье логово» после смены?
488419234	Хе-хе, не откажусь.
695425155	Слышали про болотных ведьм?
1704863296	Ты что, веришь в эти бредни?
313652785	Что стряслось с командой Бакстера?
1571330997	Улов поперек горла встал.
852944580	Интересно, что там на корабле?
1223071091	Нам это знать не положено.
1029659980	Что там с Фрэнком-то?
1965962487	Мрачный весь ходит. Замышляет чего-то.
53168163	Что за история с новенькими?
108571901	Фрэнк сказал, глаз да глаз за ними.
109506602	Слышали про Новый Орлеан?
1073579370	Про что я только не слышал.
1701757314	Думаешь, они сюда попрут?
730942422	Ну, ДеВитт явно так считает.
185385555	Фрэнк про этих ребят не шутил.
879383690	Мы их поймаем.
2118805611	Что, нервничаешь, когда вокруг столько богатеев?
1169516782	Заткнись.
1633779178	Нам заплатят в двойном размере? Серьезно?
1822001912	Ага. А Фрэнк прощелкал.
338364539	Думаешь, они придут?
424674975	Фрэнк считает, что да.
669746868	Прямо как в старые добрые времена.
1271846511	Ага. Только жарко, как в печке.
104286188	Судя по всему, невеста его и убила...
1422439916	Черт... прямо в день свадьбы. Надо ее найти.
1446886158	Не думал, что у мисс О'Хара хватит на это пороху...
1668377706	Она не могла далеко уйти. Смотрим в оба!
1913027358	Видишь что-нибудь подозрительное?
738280091	Нет, ничего. Невеста все еще на свободе, хе-хе.
1426146751	Вот ведь сука. Она что, и вправду застрелила мэра?
1549538676	Ага. Продолжайте поиски! Она должна быть где-то здесь.
2012721627	В свадебном платье мы ее точно не пропустим.
1143624651	Ее еще не нашли. Продолжаем поиски!
1843428385	Застрелила мэра из его же ружья.
1936547703	Огонь девка. Жаль, придется ее пристрелить.
1352042588	Мисс О'Хара сбежала! Найти ее, живо!
522310545	Что, она вправду грохнула Хиггинса? Ох ты ж...
103201151	Рыжие волосы, одета в заляпанное кровью свадебное платье... 
74670632	Такую ни с кем не спутать. Стреляйте сразу на поражение.
1297602041	Надо ее найти. Хиггинс убит, ну ни черта ж себе...
2044734072	Угу, она за это заплатит.
1578414201	Зуб даю, добром это все не кончится.
2108133839	Угу, мне это уже говорили.
443571602	Оставь это профессионалам.
187401267	О чем я и говорю.
1191804181	Никому не рассказывай.
279608651	А что насчет второго?
701868283	Да плевать как-то.
1569484848	Просто послушай меня.
54341981	Хорошо, а дальше-то что будет?
418056327	Не волнуйся. Я такое уже видел.
217325324	Так, я тебя что-то не понимаю.
1069428395	Как я мог такое пропустить?
1380438983	В этом-то вся и разница.
461534641	Хе-хе, я же говорил.
853763718	Это ведь неправда, а?
118322569	Поверь мне, дружище.
667805784	Ну, как будто это что-то новое.
1059979492	Ты в последнее время такой бред несешь.
968670037	Времена меняются...
1436242778	Да быть того не может.
908553193	Так, о чем это я?
1791293762	С мысли сбился... а, точно.
2004673450	Так вот, о чем это я...
1667831110	Так, о чем это мы...
1884314074	Возвращаясь к теме...
930764229	Тебе сюда нельзя.
916351686	Тебе тут делать нечего. Отвали!
1964995818	Нечего тебе тут делать. Проваливай!
17695717	И не пытайся тут пролезть.
1144249091	Внутрь никому нельзя.
177540880	Назад! Не на что тут смотреть.
732754616	Ты что, не понимаешь? А ну отойди!
2068989547	Ты на что пялишься? Прочь отсюда!
980239797	Дальше ходу нет, понятно?
1667774997	Что, тебе туда надо? Какая жалость.
1008449212	Теперь это земля компании. Проваливай.
1988533693	Назад! Деревенщины сраные.
1826065498	Тебя нет в списке гостей.
975352923	Мэр занят. Приходите позже.
1271531463	Что-то не похоже, чтоб тебе было назначено.
72625259	Это дело компании. Назад.
2080317567	Тебе тут делать нечего. Проваливай.
682819404	Пошли вон. Проход только для людей компании.
1305094070	Черта с два ты отсюда выйдешь, гнида.
318248945	Марш в палатку, падаль.
1388502790	Кыш! Как смена твоя придет – так позовем.
180048053	Гостям сюда нельзя.
1675029794	Оставайтесь с остальными гостями.
699466649	На вечеринку попасть хотите? Так вам не сюда.
298276346	Ты совсем того?!
1249180134	Тебя предупреждали!
84054034	Это ты зря!
1941206149	Ну уж нет!
172523828	Тебя ж предупреждали!
1352046943	Эй, так нельзя.
1096503910	Эй! Что это ты делаешь?
