English	English
318843873	Não, obrigado
1063675042	Ajustar
921142510	Você sabia que pode configurar seu próprio modo de dificuldade personalizado? Deseja experimentar agora?
1717928042	Sua gangue se separou.
765367932	Não, obrigado
157714625	Customizar
1895933195	Dinamite
555230222	Você pode pegar e soltar a dinamite do barril de dinamite.
1749127563	THQ NORDIC APRESENTA
688311701	UM JOGO DA MIMIMI
196965312	MONTANHAS ROCHOSAS – VALE BYERS, COLORADO
2035300658	Alguns anos depois...
678734013	Mais tarde naquele dia – Flagstone Saloon, Colorado
1104443749	Alguns dias depois
1382634260	CAPÍTULO I – O MÉDICO E A NOIVA
24572610	A manhã seguinte – Propriedade do Prefeito Higgins, Colorado
1815180464	A manhã do seu grande dia.
13709330	RANCHO DE O'HARA
116573738	Mais tarde no mesmo dia
2035569198	RANCHO DE O'HARA
1539239657	A manhã seguinte
1835862470	Algum tempo depois – Montanhas Rochosas, Colorado
1348386178	Algumas horas depois
1767019463	Chave mestra
740760431	Está empregada carrega uma chave mestra. Kate pode rouba-la.
834792124	CAPÍTULO II - O DELEGADO E A BRUXA
984401475	NÃO MUITO LONGE DE NOVA ORLEANS - RIO MISSISSIPPI
740638988	Alguns dias depois
400429742	CAPÍTULO III - A ARMADILHA E O garoto
681903459	Desperados III
543996593	Buffalo Jesse Holiday
1717825884	Desculpe, mas cara errado.
545451160	Quase, mas não.
165804064	Você trouxe o cara errado, amigo.
1737744677	Um.
1335369679	Dois a menos.
1971389462	Com isso há três.
1677621127	Entregue todas as 3 metas
744373092	Encontre os alvos corretos e entregue seus corpos aos caixões do banco.
1360068588	Primeiro
414084974	Encontre o primeiro alvo e jogue seu corpo em um caixão.
431760137	Segundo
200398471	Encontre o segundo alvo e jogue seu corpo em um caixão.
652586781	Terceiro
1212740393	Encontre o terceiro alvo e jogue seu corpo em um caixão.
1193747041	Sósia
963873748	Todos os três alvos se parecem exatamente com essa pessoa.
860271519	Ele tem razão.
1395653376	Alteração da Dificuldade
117815360	Você sentindo que o jogo está muito difícil ou muito fácil? Deseja ajustar as configurações de dificuldade?
248132106	Pressione {0} para ver o tutorial em vídeo
1280511646	Tutoriais em vídeo
1247566776	Dicas
939486293	Visão
1859485599	VO TRACK
764979700	VO TRACK
883782544	VO TRACK
296221501	VO TRACK
81407085	VO TRACK
469042531	VO TRACK
1016106197	VO TRACK
1138379973	VO TRACK
1974644796	VO TRACK
1399072971	VO TRACK
478499863	VO TRACK
1316634295	VO TRACK
613013956	VO TRACK
700157822	VO TRACK
1441026514	VO TRACK
1052554144	VO TRACK
691331786	VO TRACK
1200237725	VO TRACK
2047188974	VO TRACK
1086736772	VO TRACK
1325695743	VO TRACK
938551114	VO TRACK
1923516098	VO TRACK
1791779546	VO TRACK
1074120515	VO TRACK
1144268844	VO TRACK
1985915286	VO TRACK
140230882	VO TRACK
1108074469	VO TRACK
483912842	VO TRACK
2050738200	VO TRACK
924015142	VO TRACK
1922627386	VO TRACK
1535776286	VO TRACK
1074784141	VO TRACK
1132179571	VO TRACK
1682343523	VO TRACK
421900411	VO TRACK
223135400	VO TRACK
696379502	VO TRACK
506693659	VO TRACK
389542173	VO TRACK
1692264306	VO TRACK
194638780	VO TRACK
88719991	VO TRACK
36977424	VO TRACK
231656427	VO TRACK
449632747	VO TRACK
516316328	VO TRACK
372676256	VO TRACK
349163345	VO TRACK
2013369702	VO TRACK
193389541	VO TRACK
1630044108	VO TRACK
1483950500	VO TRACK
1460002959	VO TRACK
1362230875	VO TRACK
1681485887	VO TRACK
91397824	VO TRACK
1026835310	VO TRACK
2068193817	VO TRACK
915955799	VO TRACK
90924049	VO TRACK
463623175	VO TRACK
567794594	VO TRACK
1642537807	VO TRACK
1059743317	VO TRACK
542134913	VO TRACK
4116585	VO TRACK
1210780808	VO TRACK
596501927	VO TRACK
1203692909	VO TRACK
1825061230	VO TRACK
2117827310	VO TRACK
2129190582	VO TRACK
989069084	VO TRACK
1013603391	VO TRACK
929333834	VO TRACK
1928234693	VO TRACK
1042133567	VO TRACK
1611140670	VO TRACK
759710291	VO TRACK
282597824	VO TRACK
884722514	VO TRACK
37081017	VO TRACK
1193706579	VO TRACK
846798145	VO TRACK
1470865610	VO TRACK
1736595580	VO TRACK
1333339245	VO TRACK
98266295	VO TRACK
1845257427	VO TRACK
1975961192	VO TRACK
1022089077	VO TRACK
1645723736	VO TRACK
146982291	VO TRACK
1347946248	VO TRACK
928381080	VO TRACK
1844919437	VO TRACK
1950404014	VO TRACK
1998222519	VO TRACK
349882554	VO TRACK
368176102	VO TRACK
245988194	VO TRACK
1504806746	VO TRACK
765293290	VO TRACK
551926221	VO TRACK
1904747428	VO TRACK
77725224	VO TRACK
566652765	VO TRACK
1463121894	VO TRACK
1248273164	VO TRACK
385295767	VO TRACK
457581425	VO TRACK
1462448128	VO TRACK
718015304	VO TRACK
1549667384	VO TRACK
1346496147	VO TRACK
611407594	VO TRACK
1247510886	VO TRACK
718501231	VO TRACK
1969505815	VO TRACK
1576287966	VO TRACK
275687113	VO TRACK
760703559	VO TRACK
971615230	VO TRACK
942798568	VO TRACK
529072014	VO TRACK
2046941875	VO TRACK
1008258369	VO TRACK
1379379753	VO TRACK
666887155	VO TRACK
418820928	VO TRACK
194996508	VO TRACK
1458935711	VO TRACK
510752416	VO TRACK
1616150760	Usar
877914855	Gina LeBrush
1143681278	Chester Goodwill
1201834348	Louis a Mão
33790966	Billy "Cerveja Hatin ‘Rugface" Ben 
859114774	Os desafios do barão
1049284093	Sussurros no escuro
502931271	O Barão espera nas sombras. Ele entrará em contato com você quando for a hora certa.
2141318135	O Barão Toma Nota
1197034691	Você é contatado por um homem misterioso que se faz conhecido por você como o Barão. Suas ações atraíram o interesse de seus clientes e ele oferece a você a chance de participar de desafios exclusivos para o benefício do entretenimento deles. O Barão colocará à prova sua habilidade no jogo e, às vezes, ajustará a mecânica estabelecida de maneiras inesperadas.
1313161225	Novo desafio
35945019	O Barão tem um novo desafio para você.
659216221	Lei de Fuga
309882009	Alguém colocou uma carta debaixo da porta do seu quarto na taberna. Você reconhece o selo do Barão e o pega. Você ficaria surpreso ao ver que nada mudou. Vá visita-lo, um novo desafio espera por você.”/n/nVocê pergunta quem trouxe a carta, mas não viram ninguém por ali.
370901028	O Barão fez você vir a Flagstone para realizar seu último desafio. Ele te chamou para remover um certo fornecedor de óleo de cobra que oferece seu produto no centro da cidade e levar seu corpo para o túmulo aberto na igreja.
1447220327	Ossos do ofício
1794102132	Um mensageiro passa por você sem dizer uma palavra, rapidamente ele coloca uma nota um pouco amassada em sua mão, na caligrafia do Barão./n/n “Me disseram que sua recente visita ao rancho de O'Hara foi espetacular. Caso esteja interessado, um novo desafio o espera por lá.”/n/nVocê se vira para pegar o mensageiro, mas ele já desapareceu na multidão.
1275070322	Você voltou ao rancho O'Hara para o último desafio do barão. Sua tarefa é matar todos os alvos sem usar nenhuma de suas armas. Em vez disso, você deve usar sua criatividade descartá-los.
1120194126	Três homens sem nome
2002330802	Uma janela de uma carruagem é aberta ao seu lado. Uma mão enluvada surge e oferece um cartão postal. Está assinado pelo Barão./n/n"Saudações de Baton Rouge, amigo! Os habitantes locais me falam todo tipo de coisa sobre você. Por que você não se junta a mim para tomarmos uma bebida? Um novo desafio."/n/nAntes de fazer qualquer pergunta, a janela se fecha e a carruagem sai e logo desaparece na próxima esquina.
251713547	Você fez uma viagem a Baton Rouge, onde outro dos desafios do Barão o aguarda. Ele quer que você carregue os cadáveres de três alvos para os caixões no banco. Mas você não sabe quem eles são, apenas que eles são idênticos a uma determinada pessoa.
724854570	Trigêmeos com armadilha para ursos
2094260086	Caminhando ao longo da costa, você encontra uma velha garrafa de uísque meio enterrada na areia. Dentro há um pedaço de papel molhado, marcado com o selo do Barão./n/n “Nas margens do Mississippi, você pode encontrar muitas coisas. Escravos, emboscadas, novos aliado... E se desta vez eu fizer um novo desafio para você?/n/nVocê olha em sua volta procurando alguém que possa ter colocado a garrafa, mas não vê ninguém.
1982537406	Mais uma vez, você se encontra no meio do nada, nas margens do Mississippi. Em seu último desafio, o Barão forneceu a Hector duas novas armadilhas de ursos e encarregou você de matar um grupo de alvos com elas.
343104554	Servido a frio
478081862	Você mal terminou sua refeição quando o garçom lhe traz a conta e sai. Ao abrir a pasta de couro, você descobre o selo do Barão gravado dentro dela, junto com uma carta./n/nEspero que você goste da culinária local. Nova Orleans tem muitos sabores para descobrir. Que tal um pequeno desafio depois de uma refeição saudável? Não se preocupe, convite da casa./n/nVocê espera muito tempo para o garçom voltar, mas ele não aparece novamente.
1933087629	Sua tão esperada visita a Nova Orleans é interrompida quando o Barão chega com um novo desafio para você. Ele quer que você remova um ex-parceiro do lotado mercado e o leve, vivo ou morto, para o barco a vapor particular do Barão no Pier 9.
530958809	Aviso de Atualização
1025484101	Vamos lançar uma atualização em breve. Os jogos salvos no meio da missão antes do dia da atualização ficarão obsoletos. O progresso total do jogo não será afetado, por isso recomendamos que você termine a missão atual antes do dia da atualização.
409216633	Vamos lançar uma atualização em breve. Os jogos salvos no meio da missão antes do dia da atualização ficarão obsoletos e deverão ser convertidos para a versão mais recente. O progresso total do jogo não será afetado, por isso recomendamos que você termine a missão atual antes do dia da atualização.
196638402	Atualização {0}
1461177830	A atualização {0} já foi aplicado. Os jogos salvos no meio da missão agora estão obsoletos. O progresso total do jogo não é afetado. Pedimos desculpas pelo inconveniente.
1323449760	A atualização {0} já foi aplicado. Os jogos salvos no meio da missão agora estão obsoletos. Para converter um jogo salvo na atualização mais recente, carregue-o no menu Salvar e siga as instruções. O progresso total do jogo não é afetado.
2094963165	Conversão de Jogo salvo
1806897290	Este Jogo salvo está obsoleto. Carregá-lo irá convertê-lo para a versão mais recente. Seu progresso da missão será reconstruído o mais fiel possível. O seguinte acontecerá:/n{0} O progresso da missão, ou seja os objetivos da missão que foram desbloqueados ou concluídos, serão redefinidos./n{0} Todos os NPCs mortos ou amarrados serão removidos do nível, exceto os objetivos da missão./n{0} Os personagens do jogador passarão para as posições em que estão ocultos e seguros.
940139063	Este Jogo salvo está obsoleto. Carregá-lo irá convertê-lo para a versão mais recente. Siga as instruções após a conclusão do carregamento.
1332558385	Reconstrução de jogos salvos
1535299939	Seu jogo salvo será reconstruído o mais fiel possível. Pressione o botão e o seguinte acontecerá:/n{0} O progresso da missão, ou seja os objetivos da missão que foram desbloqueados ou concluídos, serão redefinidos/n{0} Todos os NPCs mortos ou amarrados serão removidos do nível, exceto os objetivos da missão./n{0} Os personagens do jogador passarão para as posições em que estão ocultos e seguros.
580926496	Ei, parceiro! Parece que a nova atualização esmagou seus jogos salvos. Acho que cabe a nós juntar o miserável novamente. Então, por que não nos divertimos um pouco com isso?
1206716644	Vamos fazer isso!
1579715971	Reconstruindo seu Jogo salvo
641641696	Este é o acordo. Todo mundo que você matou ou amarrou em seu antigo jogo salvo está novamente de volta. Não podemos deixar assim. É por isso que todos agora têm uma marca especial de morte. Assustador, certo?/nO que você pode fazer agora é clicar neles e deixar o fogo do inferno cair sobre suas cabeças. Parece divertido? Se você quiser vê-los bater as botas de uma só vez, basta selecionar "Ligue para o agente funerário!!", E nós faremos o resto./nOh, e não se preocupe com os objetivos da missão ou se sua gangue está segura. Nós já cuidamos disso.
600060266	Ligue para o agente funerário!
608942036	Dedo da morte
36247045	Mate qualquer guarda marcado que seja usado.
44692332	Quem é o próximo?
809423569	Mostra o próximo guarda marcado.
1596929820	Ligue para o agente funerário!
963141611	Mate todos os guardas marcados restantes.
951966108	Doc Hook
965678722	Tirolesa
1425793910	A caixa acima desta tirolesa parece solta.
185053908	Armas letais
641428549	Pegar uma arma do crime (como a faca de Cooper) em uma área civil representa uma ação hostil.
669781329	Tochas e óleo
2095483471	Se você matar alguém que carrega uma lâmpada enquanto estiver em uma poça de óleo, ela acenderá o óleo quando cair.
1607728182	Conectar
310446603	Conectar é uma habilidade muito versátil. Tente experimentar em diferentes alvos e efeitos.
1845298713	Controle mental
603912455	O controle da mente pode ser usado para muitos objetivos diferentes. Tente experimentar se você estiver em apuros.
739788697	Iscas à noite
591367716	À noite, você pode colocar iscas como a bolsa de McCoy na luz para torná-las visíveis a distâncias maiores.
825197218	Não tenha pressa
217894750	Você não precisa terminar uma missão na primeira jogada. Você pode salvar a qualquer momento e retornar mais tarde com uma mente renovada.
1548642496	Personalizar dificuldade
309547960	Comportamento Alvo
1192375393	Seu alvo não cairá nas iscas e é resistente a distrações.
1919598581	Comportamento Alvo
1107586089	Seu alvo não cairá nas iscas e é resistente a distrações.
1242910510	Dia bom. Eu sou o Bergdoktor.
455511559	Cancelar: {0}
294017721	Executar: {0}
2031709440	Desafio do Barão
1867437729	Ajusta a Sensibilidade do mouse
1779818369	Determina como o Avanço rápido é usado: /nDesativado: Mantenha pressionado para acelerar o tempo, solte o botão para parar./nLigado: Pressione o botão para ativar e desativar o Avanço rápido.
471601378	Ajusta a velocidade de rolagem da sua câmera.
558622535	Permite a rolagem da câmera movendo o cursor para a borda da tela.
34778467	Habilita legendas para personagens de jogadores no mundo do jogo.
1609466858	Ativa legendas para cinemática.
89601639	Ativa legendas para instruções.
1423012840	Ativa legendas para conversas durante o jogo.
193233307	Selecione o idioma do texto escrito.
1544447732	Selecione o idioma do teclado.
776918688	Selecione o idioma da voz.
406098029	Estéreo
354244378	Surround 5.1
1693017002	Surround 7.1
1487879630	Para uma experiência ideal, defina a taxa de Sincronização a mais alta possível, de acordo com a taxa de quadros mais alta e consistente. Isso também depende da taxa de atualização do seu monitor.
2074961100	Este é o esquema de controle RTT clássico. {0} para selecionar Personagens, {1} para mover, {2}, {3}, {4}, {5}, {6} para as habilidades dos jogadores.
1635060042	Esse esquema de controle é usado na maioria dos RTS e MOBAs tradicionais. {0} para selecionar Personagens, {1} para mover, {2}, {3}, {4}, {5}, {6} para as habilidades dos jogadores.
1097308533	Movimento da câmera WASD
1871084952	Esse é baseado no esquema de controle Desperados III em relação à seleção de movimento e personagem. Foi alterado para permitir o movimento da câmera com as teclas WASD em vez das teclas de seta.
16149401	Cancelar Objetivo
831023586	Eagles Nest Shortname
713446544	Eagles Nest Fullname
106877485	Eagles Nest Description
1221080576	Plantation Shortname
392609880	Plantation Fullname
1438007870	Plantation Description
1247782491	Hacienda Daylight Shortname
695077169	Hacienda Daylight Fullname
265455246	Hacienda Daylight Description
621937644	DLC
439942642	Velocidade da mira do controle sem fio
2027151249	Limite do eixo do controle sem fio
626213254	Ajusta o limite para o reconhecimento de movimento do stick do controle sem fio.
1475577154	Mudar personagem
1109017931	Restless Ann
879765268	Mesmo?
465571489	Controle sem fio ativo
1266674654	Selecione qual controle sem fio você deseja usar.
669018033	Esse esquema de controle alternativo é relevante apenas para usuários de mouse e teclado.
1875520036	Disfarce
1489351884	Kate pode pegar um disfarce aqui.
1839200631	Morte pelo ambiente
1427780181	Este objeto pode ser usado para criar um acidente.
1236964701	Salvar/Carregar sons
750239754	Ativa efeitos sonoros para salvar e carregar o jogo.
1544087171	Conteúdo da caixa (Marca-texto)
622041107	Determina se o conteúdo da caixa de munição é visível quando a função marca-texto está ativa.
896927936	Arremessar corpos
17267270	Arremesse corpos / corpos que você esteja carregando.
821428773	Arremessar tocha
588915567	Arremesse a tocha que você esteja carregando.
2139804794	Devolva o dinheiro ao banco.
266598463	Livre Doc antes de acordar os outros.
27082783	Não use a porta dos fundos do banco.
1236382342	Mate {0} guardas.
1821780181	Bianca
620431163	Coloque Bianca (Armadinha de Urso). Derrube o primeiro inimigo que pisar nela. Você tem que buscá-la novamente.
1139064368	Ativar legendas?
430465293	Deseja ativar as legendas? Você pode ajustar as configurações das legendas com mais detalhes no menu de opções.
1880366148	Concluído
2094026160	Novo!
1180352869	Qualidade do cone
539396311	Aumente ou diminua a qualidade visual dos cones. Afeta principalmente os efeitos de cones visuais de geometrias complexas. Pode melhorar o desempenho. A funcionalidade do jogo permanece inalterada. 
1434484342	Escapar
1300292726	Encontre-se na saída e escape juntos.
473075316	Lançar
2099011192	Sargento Cluckers
1065511466	Agente Floofs
538080267	Pegue a chave
909577338	Pegue a chave da jaula do guarda.
1113321471	Liberte o homem rabugento
1778748410	Eles colocaram o homem rabugento em uma jaula. Liberte-o.
837906021	Chegue a um cavalo
297038480	Ajude o homem rabugento a montar em um dos cavalos para que ele possa escapar.
857259210	Veja, neste mundo, existem dois tipos de pessoas - aqueles com armas carregadas e aqueles que cavam. Alguém me disse isso, há muito tempo. Seu nome sempre vem na minha mente.
1826507205	Não tem importância. Hoje vamos testar suas palavras. Tirei todas as suas armas, exceto as pistolas.
1568115959	Você deve matar todos os guardas deste lugar. As coisas estão prestes a ficar selvagens. Fique de olho em sua munição e procure caixas para reabastecer.
188031238	Seu grupo está disperso. Reagrupar seria um bom plano de ação. É muita coisa para se fazer sozinho.
1486647311	Mostre-me do que você é feito. Ganhe e você será digno dessas armas. Perca, e você vai acabar cavando. De qualquer maneira, meus clientes estão assistindo.
371961743	Mate todos ({0} de 80)
1299833010	Use suas armas para remover todos os guardas do mapa, incluindo os guardas de alarme.
1473429113	Caixa de munição
971301613	Fique de olho nas caixas de munição. Você precisará de rodadas extras.
2014096389	Viagem de trem
1517526124	Você pode andar em cima do trem. Se você for rápido o suficiente, é claro.
1320314897	Heh, amigo bem feito. Bem feito. Parece que você não é um escavador. 
383490229	Agente Trotter
1645958402	Nome verdadeiro: Tommy, o Mustang. Hobbies: Chutar humanos por moedas.
611707295	Agente Mare
960993201	Nome verdadeiro: Arabian Ben. Faz yoga duas vezes por dia. Está ótima forma.
996063705	Duas vítimas foram pacificadas e protegidas. Um está esperando por você no campo de tiro...
1364223459	...o outro na pedreira.
1635704326	Meus clientes querem que você os entregue no vagão de carga do armazém.
1249290176	Os guardas têm ordens para não o atacar, a menos que o vejam fazer algo suspeito, é claro. Como carregar um corpo.
955889983	Lançar
325248477	Colegas de estimação! Nosso parceiro humano está com problemas. Temos que libertá-lo.
905645659	Primeiro, precisamos de uma chave. Matamos o guarda e a pegamos. Então abrimos a jaula do homem mal-humorado.
2087849535	O homem mal-humorado não tem equipamento e está fraco e com fome, por isso não pode se defender.
261369455	Ah, o meu. Memórias de uma fuga desesperada, de feridas abertas e laços quebrados ainda estão flutuando no ar. Mas não se preocupe. Não estamos aqui para olhar para trás.
110326174	Fiz algo para o desafio de hoje. Uma invenção especial, única. Projetado exclusivamente para o entretenimento de hoje.
967995022	Um botão ao lado permite que ele se transforme em um mecanismo de destruição. Use-o para se vingar dos mestres desta mina. Destrua todos eles.
1724821859	Metralhadora de Vagão
1316986356	Pegue a Metralhadora de Vagão. Você precisará disso.
1756775373	Destruir o portão
191524575	Atire no portão com a Metralhadora
986125265	Use a Metralhadora de vagão.
1391960216	Quando você usa a Metralhadora de vagão, o vagão não poderá se mover até que recarregue novamente.
395352685	Uma festa exclusiva. Uma mansão luxuosa. Que lugar melhor para passar a noite? Bem-vindo de volta à Casa DeVitt. A banda ainda está tocando. Você está pronto para uma dança?
9788113	Hoje à noite, você eliminará cinco alvos específicos.
1895844763	McCoy está esperando no telhado, pronto para atirar com seu Rifle mortal.
1866062295	Meus clientes forneceram munição em abundância. A única desvantagem é que você só pode disparar sua arma enquanto estiver no telhado ou no piso superior do edifício.
1904501553	O'Hara e o Sr. Hector estarão em terra firme. Eles não têm armas, mas podem se mover livremente entre o complexo.
55060597	Essa foi a última. Devo dizer que o Sr. McCoy faz jus à sua reputação. Muito bem.
197848723	Mate todos os alvos
1612689411	Eles são todos ladrões. Faça justiça com o rifle de McCoy.
954947226	Aleksander
159918958	Ele é o chefe da gangue. Coloque uma bala entre os olhos dele.
1471913972	Dorian
360384232	Ele tem um talento especial para máquinas. Não o ajudará aqui.
198405201	Doris
829345019	Ela é tão fria quanto eles. Elimine-a para obter um disfarce.
2123963494	Regras do Rifle
787993565	McCoy só pode usar seu rifle quando estiver no telhado ou no andar superior da mansão.
1984069581	Arremessar Dinamite
555920882	Arremesse a dinamite que estiver carregando.
362396072	Soltar Dinamite
1035681317	Solte a dinamite que estiver carregando.
991092486	Desculpa. Não quis dizer isso.
1635891279	Heh, gritos.
795454140	Oh. Foi mal.
1101901075	Kalvin
1568759698	Pouco se sabe sobre ele. Será o menos lembrado.
943269575	Guilliaume
162060031	Ele gosta de jogo duplo. Mas este vai perder.
1233492327	Atirador de elite
384456236	McCoy pode estourar casacos longos com três tiros consecutivos. O próximo tiro estará pronto antes que o casaco longo possa se recuperar do último.
760608755	Missão cumprida
2018848112	Aviso de spoiler
1552851905	Este desafio apresenta personagens jogáveis ​​que você ainda não encontrou na história. Para evitar spoilers, recomendamos que você volte aqui depois de terminar a missão 9.
1362688929	Este desafio apresenta Isabelle Moreau, uma personagem jogável que você ainda não encontrou na história. Para evitar spoilers, recomendamos que você volte aqui depois de terminar a missão 9.
1951547925	Este desafio apresenta Kate O'Hara, uma personagem jogável que você ainda não encontrou na história. Para evitar spoilers, recomendamos que você volte aqui depois de terminar a Missão 4.
1029874240	O Barão espera por você
1157655411	Você encontrou todos os cinco personagens jogáveis. Os desafios do Barão agora estão livres de spoilers. Aproveitar.
176535250	Meanwhile – Casa DeVitt, Novo México
1699332835	Use-os para dar a McCoy uma chance limpa e distrair qualquer testemunha. Se alguém tocar o alarme, meus clientes ficarão decepcionados.
517076075	Caixa de munição A
1083151072	Cortesia dos meus clientes.
1406444506	Caixa de munição B
2053559657	Cortesia dos meus clientes.
1196218103	Caixa de munição C
2031920940	Cortesia dos meus clientes.
855286556	Caixa de munição D
1266293286	Cortesia dos meus clientes.
1903450712	Ah, minha querida, doce Isabelle. Que bom tê-la de volta ao meu estabelecimento. E tão longe de casa. Vamos aproveitar ao máximo, certo?
379908304	Como você pode ver, este trem está prestes a ser roubado por bandidos. Me disseram que acontece o tempo todo. É uma pena.
1076275563	Meus clientes querem que você mate cada um deles sem despertar o alarme. Você sabe que não deve decepcioná-los, não sabe?
253701574	Boa sorte, Isabelle. E lembre-se: meus clientes estão assistindo.
958676168	Kate e Trapper têm apenas distrações e disfarce.
911022135	Você não pode acionar um alarme ou deixar os telhados com o documento. Boa sorte.
2145312082	Muito bem, Isabelle, muito bem. Meus clientes já estão ansiosos para a nossa próxima... colaboração.
266496455	Conecte e Mate
1337073859	Use a habilidade de conexão de Isabelle e mate esses dois alvos.
1915648179	Meta 1
761071495	Mate ela.
1582941244	Meta 2
835748375	Mate ele.
1312839292	Espera de Elite
1490647133	É possível matar com três tiros de rifle sozinho. A espera de recarga é maior que a recarga de Doc.
1340780470	Nova Orleans – ISOLAMENTO DA COMPANHIA DEVITT
1931549038	Um cheiro de algas marinhas envolve o corpo inchado. Ao procurar nos bolsos, você encontra uma pequena estatueta. Uma exibição perturbadora de uma criatura estrangeira, tentáculos ao redor de sua boca aberta. 
884720503	Algo inexplicável aconteceu em Nova Orleans hoje à noite. Três assassinatos foram cometidos, exatamente quando o relógio bateu 6h.
9708345	A primeira vítima: um capitão que queria escapar de seu destino. Seu navio enferrujado era a única coisa que o mantinha à tona. Abaixo dele, a escuridão do rio. E dentro dele uma escuridão ainda maior. 
1450293716	Acabou-se. O açougueiro está morto diante de você, a chama avassaladora dentro dele é extinta. Sua alma está além da redenção, por enquanto Nova Orleans resistiu à tempestade. Bom trabalho.
526570151	Investigar cenas de crime
2089925091	O fedor da morte paira sobre Nova Orleans. Três vítimas, três cenas de crime horríveis. Investigue-os.
190779572	Mate o assassino
888392974	Depois de unificar os artefatos, ele apareceu. Cercado por um rebanho de bestas infames rondando as ruas. Mate-o, termine este pesadelo.
577617173	As profundidades
382025701	Um capitão que queria escapar de seu destino. Seu navio enferrujado era a única coisa que o mantinha à tona. Sob seus pés, a escuridão do rio. Lá dentro uma escuridão ainda maior. Ele não sobreviveu. 
601936825	O solitário
254541811	Um homem solitário que encontrou uma morte solitária. Cercado por seus únicos amigos, rindo alto, pegando lixo do chão, pegando sangue nas veias, pegando carne nas entranhas.
1184941873	Entre Porcos
963001693	Um homem honrado, massacrado e abandonado entre a imundície. Um final injusto, pois dava esperança e conforto àqueles que mais precisavam.
1209259200	O distintivo de metal
825897588	Um pequeno distintivo de metal encontrado no corpo, está escrito: "Especiarias Orientais de Florence Smolker".
1740598686	O cadáver
1325527419	Há algo de estranho no cadáver dessa pessoa. Um brilho esquisito visível apenas pelo canto dos olhos. Chama sua atenção. É difícil resistir.
1163939158	As galinhas
1200022366	As galinhas estão bicando a carcaça em decomposição. Você tem a sensação de que algo está lhe chamando. De... dentro das galinhas. Sua voz se torna cada vez mais intensa, até que se torna um grito insuportável dentro de sua cabeça.
1879106691	O doce cheiro da decomposição invade suas narinas. Examinando o corpo do porco, você percebe algo no canto dos olhos. Um objeto brilhante escondido nos bolsos do cadáver humano ao lado dele. 
707546696	Quando você pega o corpo, um pequeno distintivo de metal cai no chão. Nele está escrito: "Especiarias Orientais de Florence Smolker".
115228868	O doce cheiro da decomposição invade suas narinas. Você examina o corpo do porco, mas não encontra nada. OS distintivos no seu bolso começam a vibrar, como se quisessem lhe dizer: "Esqueça os corpos sujos. ENCONTRE. A. FECHADURA".
1262534177	À medida que você procura nos bolsos do cadáver, o cacarejo das galinhas se torna cada vez mais alto. Ocasionalmente, elas bicam a ferida aberta do cadáver e devoram sua carne. 
2036902556	Ao abrir o frango, você encontra uma pequena moeda. Está coberto de sangue e tripas, mas parece estar brilhando como um sol radiante em miniatura. Você quase pode ouvi-lo zumbindo enquanto o segura.
772586931	Ao entrar na loja, o aroma refrescante de diferentes especiarias entra em sua cabeça. Instantaneamente, você sabe onde procurar. Você abre um pequeno aparador no canto mais escuro da sala.
1232845740	Quando você coloca o terceiro artefato no bolso, um arrepio aterrador percorre seu corpo. Sua visão começa a embaçar quando você tenta manter o equilíbrio. Algo em Nova Orleans... mudou.   
1103300527	No dia seguinte - Bayous de Nova Orleans, Louisiana
2086026573	Você fez isso!
114163874	MINA DE OURO DEVITT – EM ALGUM LUGAR EM NOVO MEXICO
1000891151	Aparentemente, ficamos sem o que fazer. Bem feito. Uma exibição elegante de humor moderno. Meus clientes estão satisfeitos.
1872830447	Mais tarde naquele dia – Eagle Falls Bridge, Colorado
665079477	Muito bem. Tudo pronto e seguro para o transporte. Eu sabia que poderia contar com sua ajuda.
1462795072	Ao passar os dedos pela superfície lisa e preta da estatueta, você sente que está desaparecendo lentamente... você a esconde rapidamente em um dos bolsos.
2042798963	Você mantém o distintivo no seu bolso. Logo depois ele começa a vibrar, como se lhe dissesse: "Esqueça os corpos sujos. ENCONTRE. A. FECHADURA ".
138387610	Você percebe que algo dentro das galinhas está chamando você. Um sussurro estranho que cresce dentro da sua cabeça. "Deixe-me sair".
653215157	Quando você limpa o sangue que o cobre, o zumbido para. Agora é apenas uma moeda enferrujada comum. Você a guarda no seu bolso.
412945230	Dentro, você encontra uma pequena buzina com esculturas ordenadamente executadas. Você não pode decifrar o significado delas. Rapidamente, você coloca a buzina no bolso.
1466539405	Você pode sentir a presença do assassino. É hora de vingar os mortos ou ser despedaçado.
2076581508	A segunda vítima: uma pessoa solitária, enfrentando uma morte solitária. Cercado por seus únicos amigos, gargalhando, pegando lixo no chão, colhendo sangue de suas veias, colhendo carne de suas entranhas.
1520042128	A terceira vítima: um homem honrado, abatido e deixado entre a sujeira. Um fim injusto, pois ele dava esperança e conforto àqueles que mais precisavam.
595444114	Examine as cenas do crime. Descubra quem fez isso e expulse-os desta terra.
954134476	Entregue ambos os alvos
736354958	Leve os dois alvos para o vagão aberto.
460963032	Chefe da pedreira de Sánchez
2012672498	Ele fez um acordo que era demais para ele.
1297243208	Armeiro Huancarlo
1923142160	Ele derramou segredos que não eram dele.
1053368588	Devils cânion, México
391525854	Mate Frank
1809509597	Você acha que está pronto?
