English	Anglais
94758300	Tu le fais exprès, d’être bizarre comme ça ?
746061915	Qu’est-ce que tu fiches là ?
2083785457	Tu devrais vraiment pas être là !
101008449	Tu ferais bien de te planquer !
1907212783	...
519537571	...
341264829	...
1363763145	...
713536592	...
171145234	...
1014790765	À l’aide !
989977957	Doux Jésus !
1269945565	Oh, mon Dieu !
677144367	Aaaaah !
1562152587	À l’aide ! À l’aide !
122466952	À l’aide, quelqu’un !
1161755543	À l’aide, par pitié !
1129762839	Il faut que je parte d’ici !
1661146369	Je ne peux pas rester ici !
477408661	Vite !
1329407595	Ne bouge pas un muscle.
1758165406	Pourquoi est-ce que ça arrive sans cesse ?
1460125519	C’est regrettable, ma foi.
2103353189	Je dois me mettre à l’abri.
187080243	...!
2068650701	...!
740632478	...!
1086722675	...!
1722982146	...!
1137440209	...
475599583	...
2063756810	...
1108221364	...
765987961	...
618172634	...
1615995188	...
1046088900	...
1678847249	...
886141597	...
581570415	...
1022609927	...
1793926103	...
1747209937	...
1953454151	...
1619521810	...!
272755464	...!
1222996569	...
1481444871	...
926749492	Elle est décédée !
1032701597	Grand Dieu. Elle est morte !
644230811	Il est décédé.
1339022726	Doux Jésus ! Il est mort !
679261598	Un cadavre ! Grand Dieu !
787111205	Assassiné de sang froid !
137622328	Il a été tué par un des gardes.
128367548	C’est un autre garde qui lui a ôté la vie.
1878324855	Elle a été assassinée par un des gardes.
322881014	C’est un autre garde qui lui a ôté la vie.
2079658181	Tué par un autre garde... Quelle barbarie.
943369970	Mort. C’est l’œuvre d’un de ses camarades.
2135308566	Doux Jésus !
248698339	C’est une plaisanterie ?
1831569684	Grand Dieu !
545198748	Qui est passé par ici ?
857644174	Je ne me rappelle pas avoir vu ces traces de pas.
1106319344	Qui a laissé ces sinistres traces derrière lui ?
1459099030	Des traces de pas... Depuis quand je réfléchis à voix haute, moi ?
1880829761	Bon sang. La lumière s’est éteinte.
87931754	Encore cette maudite lumière ? Imbéciles.
1608821175	Voilà pourquoi un gentleman a toujours des allumettes sur lui.
1774461724	Allons bon. Encore cette maudite lumière ?
999288897	D-doux Jésus, qu’est-ce que...?!
155352666	Ah ! Qu’est-ce qui a bien pu le terrasser ?
811364465	Grand Dieu ! De la sorcellerie !
1909954323	Tu es possédé par des démons !
1946839457	Arrête ! Comment Diable peux-tu faire ça ?!
514973833	Arrête ! Arrête ! Non, je te l’interdis !
1137108537	Ça a l’air précieux, sans aucun doute.
6158985	Qui laisserait traîner une chose pareille ici ?
1584664409	Je ne me rappelle pas avoir déjà vu cela ici...
1713307810	Ce serait dommage de laisser ça ici.
233173682	Tu as nouveau propriétaire, mon cher.
396470098	Je revendique la propriété de cette trouvaille !
568656315	J’ai bien mérité d’aller m’offrir quelques verres au club.
1663095007	Quelle chance !
970560449	Dame Fortune me sourit, aujourd’hui.
1460883400	Elle dort ?
122785398	Qu’est-ce qu’elle fait ?
457095152	Il dort ?
1436574620	Qu’est-ce qu’il fait ?
8500268	Hé ! Qu’est-ce que tu fous ?
409849873	Alors, on se prélasse ?
402594879	Ils l’ont ligotée !
486328269	Ils l’ont agressée !
1953815265	Ils l’ont ligoté !
986719040	Ils l’ont maîtrisé !
2125364244	Ils t’ont bien ficelé !
1504364934	Qui t’a mis dans ce triste état ?
491194207	Où elle est ?
1513173482	Où est-elle passée ?
2117085605	Je suis pourtant sûr qu’elle était là, il y a un instant.
1773818681	Où a-t-il disparu ?
1830459840	Où est-il parti ?
173132338	Je sais qu’il était là à l’instant...
765323237	J’ai bien l’impression que mon partenaire a disparu.
641896524	Apparemment, quelqu’un me fait attendre.
2010722541	Hé, qu’est-ce qui le retient ?
1085219086	Allons, mon ami. Réveille-toi.
1490703397	Hé ! Réveille-toi, tu veux ?
755917233	Est-ce que ça va ?
1719937859	Quel odieux démon t’a fait ça ?
50158868	Laisse-moi m’occuper de toi.
741682702	Hmm, quoi ?
356275362	Quel bruit étrange.
1743464943	Qu’est-ce que c’était ?
465000023	Que celui qui fait ça se montre !
242097202	Oui, oui, très divertissant !
1451448039	Ça suffit, maintenant !
2145582387	D’où ça venait, ça ?
1453655046	Des coups de feu ! Grand Dieu !
95334163	Sont-ils hostiles ?
1590317857	J’aurais pourtant juré...
305141883	Je vous entends ! Montrez-vous !
2107783367	Il y a quelqu’un ?
729587925	Ça suffit, maintenant !
903584911	Je vous demande de vous arrêter !
1008129282	Arrêtez ces imbécillités !
1545574847	Grand Dieu, qu’est-ce que c’était ?
1254126773	Perdrais-je complètement la tête ?
1415842393	Ah ! Heu... quoi ?
731676266	Qu’est-ce que je fous ?
1189760960	Aucune importance.
794351717	C’est stupide.
374260894	Que se passe-t-il, ici ?
1329839495	Il y a quelqu’un, ici ?
796553630	Il y a quelqu’un ? Montrez-vous !
1866029801	Cette plaisanterie n’a que trop duré !
2053674476	Je suis pas d’humeur à jouer !
1831166710	Rien. Tant pis.
845398419	Il n’y a rien à faire, ici.
1780584176	Disparu... Bon, je retourne travailler.
674709935	J’ai mieux à faire.
1437730057	Tout ça n’a été qu’une perte de temps.
1299942279	Il est hors de question que j’aille là-bas à pied.
1640465420	Je n’ai aucune envie d’aller là-bas à pied !
993004793	C’est bien trop loin.
1909611695	Je n’entrerai pas là-dedans.
419538965	J’aimerais autant rester dehors.
1978126007	Je ne peux entrer là-dedans maintenant.
1589210863	Je refuse d’aller dehors.
1759463777	J’aime autant rester à l’intérieur.
743744918	Je ne peux pas sortir maintenant.
660432505	Je ne vois pas comment aller là-bas.
961922039	C’est beaucoup trop compliqué.
551665224	Là-bas ? Ha, vous plaisantez ?
1744452721	Il est sûrement parti faire un tour...
2083614504	Peut-être a-t-il été pris d’une envie pressante ?
982159749	Il aura encore décommandé sans me prévenir !
12769101	Te voilà ! Je m’inquiétais terriblement !
1954035693	Pourquoi t’es-tu éloigné comme ça ?
60906486	Grand Dieu ! Tu m’as vraiment fait peur !
1423657536	Oh là là... 
327776189	Malédiction !
1925088417	C’est horrible.
984475121	C’est impossible, ça ne peut pas être vrai...
313642094	Doux Jésus...
275979261	Horrible. C’est simplement horrible.
1813860401	Une tragédie. Une véritable tragédie.
712452653	Cela ne manquera pas de me donner des cauchemars !
1161255884	Il n’y a rien à y faire.
949255623	...
1737328150	...
852159899	...
243001039	...
1125694014	...
1447372525	...
564010453	...
1979784091	...
595748952	...
110181854	...
1376090950	...
1770120510	...
1086118986	...
256449616	...
1664284039	...
1284458626	...
1058949184	...
1842569723	...
934848180	...
1820752068	Aïe...
654885450	Doux Jésus, ma tête...
1304715791	Que... Qui...?
554121962	Hum...
1817559867	Un instant...
1733565541	Qu’est-ce que c’est ?
1461059046	Quelque chose...
2086844794	Que diable...?
1617325257	Étrange...
1409678172	Curieux...
1863693078	Hé, mais...?
780393761	C’est...?
449465132	Quoi...?
135496765	Hmm...
212940520	Heuuu...
1353435356	Hé, petit bonhomme !
1455191422	Oh, mais t’es tout maigre, dis donc !
1192749352	Hé. Tu ne portes pas malheur, au moins ?
2036143995	Ho ! Tu chasses les souris, j’espère ?
1468255639	Allez, file.
1034851657	Bonne chasse !
1703248832	Quelle adorable petite bête !
2464468	Va te rendre utile.
940704528	...Doux Jésus !
2041903841	...Oui, oui, très amusant !
1013885473	...Je le signalerai à qui de droit !
1160396719	...
2005188849	...
1355211765	...
1190626187	Quelle sensation étrange...
753234891	Que se passe-t-il...?
323358817	Hé hé... Hé hé hé... 
803271171	Des voix dans ma tête...
1285987871	Des murmures secrets...
355544448	J’écoute... Je dois écouter....
1945208992	Je pense... Je ne dois pas penser.
1996631365	Oooh, tout va bien...
1373923911	La voie est libre...
1877798811	Il y a quelqu’un d’autre...
2020855618	Tu dis mon nom...
2143066449	Je n’arrive pas à réfléchir... 
1229474883	Peur...
157080375	Quelle peur...
1920479725	À l’aide... 
1176032343	J’ai besoin d’aide...
1112030116	Quelqu’un... N’importe qui...
1789055741	En effet...
8187974	J’y vais.
1927538475	Bien sûr...
170354041	Oh oui.
1119862568	Certainement.
914398523	Oui.
1954559353	Ouiii.
1162118041	J-je... J’y vais.
1856470902	Si vous voulez.
203133843	D’accord.
991019008	Hein... comment...?
129189134	Où...? Comment...?
1108965329	Je... sais pas...
1489422814	Non... non, non...
616050389	Non... Je vois plus rien...
1370406774	Comme ça, oui ?
20413260	Je m’en occupe...
847288929	Oui, c’est fait...
2080120170	Juste comme ça...
860538326	Oh non !
1229045994	Pitié, non !
1591647283	Grand Dieu !
759251794	Aaaaah !
1362344387	À l’aide ! À l’aide !
880638309	À l’aide, quelqu’un !
1836810436	À l’aide, par pitié !
2034073816	...
1295577302	...
1353001600	...
1181454967	...
779104460	A-attends un peu, qu’est-ce qui s’est passé ?
971720853	Ha... C’était vraiment étrange, ça...
1723270020	Attends... comment je suis arrivé ici, moi ?
402079180	Ha... Qu’est-ce qui s’est passé ?
676940050	Comment puis-je vous aider, Miss ?
1186460298	Que puis-je faire pour vous ?
861102406	Certainement, comment puis-je vous aider ?
1141318838	Hé, bonjour.
824800852	Tout ce que voudrez, Madame.
649410607	Je crois avoir ce que vous cherchez.
714406862	J’écoute, j’écoute.
1011550010	Je comprends tout à fait, Madame.
1029697491	Tout ce que vous direz, Madame.
2065720619	Ça a été un plaisir de parler avec vous.
371288205	J’espère bien vous revoir.
423989109	Bien à vous, Madame.
176636953	Passez une belle journée, Madame.
666116690	Vincent ?
620177203	Ah, notre illustre hôte.
1773348926	Bien entendu, Vincent.
1197346772	Heureux de vous revoir, Vincent.
507457676	Très intéressant.
1835290209	Vous savez bien des choses !
252398187	Fascinant.
1044338628	Oui, vous avez tout à fait raison.
1958405657	Repassez donc plus tard !
1474295767	Ce fut un plaisir, comme toujours.
2087685608	Ne vous laissez pas déborder par le travail, Vincent.
310626590	Dieu merci, il est enfin parti...
1099090327	Très bien.
2132538844	Oh, certainement.
2013904438	Je vous suivrai.
1057247755	Après vous, Madame.
395322623	Quelle chance il a !
1375284782	Eh bien, quelle veine !
293810522	Quel heureux homme !
999448240	Amusez-vous bien, vous deux.
1600815268	Je suis désolé, mais je dois y retourner.
1266441876	Mes excuses. Vraiment, je ne devrais pas.
1683293557	Je vais rentrer, maintenant.
698558229	Qu’est-ce que je fous ? Pardonnez-moi, Madame.
2018920525	Encore une journée fructueuse...
1946790958	Voyons, quoi d’autre...?
868501497	Non, ça ne fera vraiment pas l’affaire.
449157758	Tout est en ordre.
1649367903	Ha... Je n’avais jamais remarqué ça.
1696976979	Plus tard... Oui, plus tard.
35234754	Ça devient fastidieux.
853477431	Beaucoup trop cher, sans aucun doute.
2048309713	Je dois garder ça à l’esprit.
1925787763	Ah ! J’ai failli oublier...
551782307	...
779162421	...
346144018	...
1325920266	...
80684836	...
1765444109	...
1960673124	...
1776834948	...
752410349	...
338238124	...
1771978347	Santé !
561917632	À notre bonne santé !
1358512548	Oyez, oyez !
341251143	À la bonne vôtre, mes amis !
1550405496	Frank est décidément de bonne humeur.
135172677	Quand partons-nous ?
289828826	Odieux bandits...
1055765282	Ils ne me prendront pas, moi !
101692663	Espérons que tout reste calme...
2095019238	Il se fait tard...
264744419	J’ai hâte d’être à la cérémonie.
121761797	Quel merveilleux décor.
278616144	Notre cher cousin, mort.
528434329	Il y a un tueur qui rôde.
1698083933	Maudite pluie.
908925213	Un ranch de belle taille...
1682845406	Inacceptable. Nous allons manquer le mariage !
1388102611	Ça fait des jours que nous sommes ici !
183748875	Je vais me plaindre officiellement !
1345528007	Je suis transi par le froid ! C’est une honte !
1179213137	Je vais monter la garde.
510321581	Frank a décidément mauvais caractère.
753986865	Quel épouvantable raffut, la nuit dernière.
298519570	Ces maudits étrangers...
978720618	On a de la chance. C’est la troisième livraison ce mois-ci.
1865469161	La fille nous rapportera une jolie somme.
1164868044	La nuit a été bien remplie à La Nouvelle-Orléans.
1827810284	J’adore la ville, la nuit.
1707018182	Il faut que je sorte d’ici.
291656638	Il doit y avoir une erreur !
925432350	Ugh... Je suis trempé.
91773672	Doux Jésus, que se passe-t-il...?
1863627758	Tellement fatigué...
1155449731	J’ai vraiment besoin de m’allonger...
1328839800	Que viennent faire les hommes de DeVitt ici ?
428108320	Leurs têtes ne me reviennent pas.
1404158269	Une journée étouffante dans le désert. Quelle surprise !
979643330	Quelle soirée spectaculaire.
440689633	Vincent s’est surpassé.
263066241	Ça, c’est la belle vie.
598229842	Comme au bon vieux temps.
992150743	Comment se passe ta journée ?
1633163262	Je ne peux pas me plaindre.
886679303	Bonjour.
1921241005	Bonjour.
1281982779	Comment vas-tu ?
1861065265	Je vais bien. Et toi ?
242895110	Est-ce que quelque chose ne va pas ?
299927244	Non, ce n’est rien.
1144484032	Excuse-moi, pourrais-je t’emprunter du tabac ?
1899908885	Désolé, je ne peux pas t’aider.
1823444269	Et si nous allions boire un verre tout à l’heure ?
1046850752	Avec plaisir.
2039032965	Des ennuis ?
1155899149	Non, fort heureusement.
392767446	Tu aimerais faire une partie d’échecs tout à l’heure ?
1894128848	Quelle question !
336283792	Comment ça s’est passé ?
656757670	Sans le moindre incident.
2141343149	Quand partons-nous ?
797191852	Je n’en suis pas sûr. Prochainement.
825296021	Hé, où est le whiskey ?
1441173104	On a fini la dernière bouteille hier.
1788417218	Tu crois qu’ils vont nous envoyer de l’aide ?
1593204090	Nous le saurons bien assez tôt.
1545312537	Je méprise les bandits.
1966318731	Je suis bien de ton avis.
1924533883	Les hommes de la Compagnie nous causent-ils des ennuis ?
106819391	Pas plus que d’habitude.
387042911	Tu vas bien, mon ami ?
432249676	Ne t’inquiète pas, je m’en sortirai.
880184337	Je suis tellement content pour lui.
430716708	Notre cher cousin se marie enfin.
1623845207	Tu as vu la robe de la mariée ?
638272093	Oh oui. Tout ce qu’il y a de meilleur pour notre cousin.
28312915	Tu as vu ce qu’il s’est passé ?
364435049	J’aimerais bien. A-t-on retrouvé un corps ?
502620253	Tant pis pour notre cher cousin.
919148463	Je ne l’appréciais pas, de toute façon.
329525106	C’est un ranch de belle taille.
1935406511	Ostentatoire !
1181197334	Faut-il vraiment qu’il pleuve ?
918047347	Allons, tu n’es pas en paille, que je sache.
1370785083	Quel froid de canard !
20526168	Je vais attraper la mort !
804123044	Tu as entendu les nouvelles de Flagstone ?
1845102299	Et alors ? Nous allons manquer le mariage !
167532865	Tu crois qu’il était seul ?
289527255	Je n’en suis pas certain.
1403172243	Tu as vu l’homme ?
220568750	En effet. Un grand costaud, chasseur de primes.
1345606494	Tu sais ce qu’il se passe ?
1690547777	Je parie que c’est l’œuvre de sorcières des marécages.
911229729	Tu crois que c’est la vérité ? Le Diable, en personne ?
1857900652	Je préfère ne pas y penser.
1415285010	Je culbuterais volontiers la jeune fille...
1927048387	Tu serais un eunuque avant le lever du soleil, mon ami !
1117004043	Qu’est-ce qui demande tout ce temps ?
814439946	Quelques personnes sont à la traîne.
154845371	Quelle belle nuit, n’est-ce pas ?
1840490217	Sans aucun doute.
450269820	Tu as entendu parler de qui sera là ?
1673988065	En effet. Ça va être un sacré spectacle.
1827375073	Nous devons partir d’ici.
1836878704	Le plus sage est d’attendre patiemment.
1313872944	Comment allons-nous sortir d’ici ?
1497610560	Patience.
660665663	Tu as vu ce bateau qui est arrivé ?
381532331	Il appartient à la compagnie DeVitt.
1392186670	Pourquoi barreraient-ils les routes ?
1979457134	Ce sont certainement les affaires de la Compagnie, je suppose.
800313501	Je n’ai même plus la force de tenir debout.
652077283	Je ne suis guère mieux, mon ami.
1458576926	Je n’en peux plus.
255570458	Sois fort, mon ami.
2123945253	Que font-ils ici ?
582440856	Il y a eu une évasion à la mine.
1408426731	Ils ont l’air à cran...
527110651	Ils traquent de dangereux individus.
16734669	Passes-tu une bonne soirée ?
1075702507	Comment pourrais-je faire autrement ?
557500789	Vincent a l’air quelque peu à cran.
2116629180	Oh, tu te fais des idées.
1460636674	Tu crois qu’ils vont venir ?
771560481	Je fais confiance à l’instinct de Frank.
734432421	Ça me rappelle le bon vieux temps.
1157808654	La même chaleur, en effet.
1572279586	Je te le dis, ça ne se terminera pas bien.
1989904175	Oui, j’ai entendu parler de ça.
1396983383	Tu devrais laisser cela aux professionnels.
714515511	C’est exactement ce que je te dis.
748288545	N’en parle à personne, compris ?
1461604777	Et l’autre, alors ?
956050062	Ça n’aura aucune importance, à long terme.
749566989	Écoute-moi, juste un instant.
1137319370	Très bien, mais que fait-on maintenant ?
1977448926	Ne t’inquiète pas, j’ai déjà connu ça.
1456092132	Je suis pas certain de te suivre...
1433259634	Je n’arrive pas à croire que j’ai raté ça.
1928335019	Et c’est ça qui fait la différence, tout simplement.
332311510	Je te l’avais bien dit, n’est-ce pas ?
273855757	Ce n’est quand même pas vrai, si ?
1293702965	Crois-moi sur parole...
1315036200	Ce n’est certainement rien de nouveau.
832668214	On entend tout et n’importe quoi, c’est certain.
430207378	J’ai la sensation que les temps changent.
1557878430	Je l’apprends, en tout cas.
425294411	Alors, où en étais-je ?
1903320517	J’ai perdu le fil... Ah, oui.
1330282399	Alors, comme je disais...
2030500107	Bon, où en étions-nous...?
142550144	Revenons-en au fait...
743921636	Arrêtez ! Que faites-vous, enfin ?!
1943237329	Qu’est-ce que vous faites là ?
1546479548	Vous voulez bien arrêter ça, s’il vous plaît ?!
360388241	Je vois ce que vous mijotez...
1801404900	Quel drôle de personnage vous faites.
1385037847	Vous le faites exprès, d’être si bizarre ?
648607637	Qu’est-ce que vous faites là, enfin ?
725254074	Vous ne devriez vraiment pas être là !
1633256433	Je vous souhaite que les gardes ne vous voient pas !
1494333216	...
1726812418	...
1027449525	...
513141098	...
1796421953	...
354432373	...
1985450551	À l’aide ! Gardes !
832375262	Doux Jésus, non !
428750482	Oh, mon Dieu !
1781917093	Aaaaah !
2081467471	À l’aide ! À l’aide !
1487347264	À l’aide, quelqu’un !
1922207065	À l’aide, par pitié !
1856991275	Je dois partir d’ici !
794448066	Je ne peux pas rester ici !
447958076	Vite !
354452970	Ne bouge pas un muscle.
2026520431	Pourquoi est-ce que ça arrive sans cesse ?
1616624561	C’est regrettable, ma foi.
960396620	Je dois me mettre à l’abri.
1046653401	...!
1847140512	...!
214010343	...!
1441115217	...!
569730720	...!
1868685980	...
1619970146	...
1655145472	...
677983262	...
340120922	...
1663451121	...
532955523	...
292341786	...
1484440200	...
421673670	...
1369978229	...
12916679	...
210033920	...
1660751815	...
373104502	...
59885697	...!
1966553148	...!
685085022	...
1492791628	...
1977122599	Elle est décédée !
128008751	Grand Dieu. Elle est morte !
972866228	Il est décédé.
1553938138	Doux Jésus ! Il est mort !
2063510535	Un cadavre ! Grand Dieu !
7700022	Assassiné de sang froid !
827287725	Il a été tué par un de ses camarades.
2035357434	C’est un autre garde qui lui a ôté la vie.
884070965	Elle a été assassinée par un de ses camarades.
425422005	C’est un autre garde qui lui a ôté la vie.
1291237333	Tué par un autre garde... Quelle barbarie, mais quelle joie !
1777785314	Mort. C’est l’œuvre d’un de ses camarades.
812978466	Doux Jésus !
2094808936	C’est une plaisanterie ?
1829555398	Grand Dieu !
644965549	Des traces de pas inconnues... Qui est passé par ici ?
908112359	Je ne me rappelle pas avoir vu ces traces de pas.
675612776	Qui a laissé ces sinistres traces derrière lui ?
391374408	Des traces de pas. Elles pourraient être celles de n’importe qui.
458222763	Malédiction. La lumière s’est éteinte.
1517282018	Encore cette maudite lumière ? Imbéciles.
1435054585	Une gente dame se munit toujours d’allumettes.
880006116	Allons bon. Encore cette maudite lumière ?
1942381254	D-doux Jésus, qu’est-ce que...?!
65760699	Ah ! Qu’est-ce qui a bien pu le terrasser ?
1741304659	Grand Dieu ! De la sorcellerie !
1676427167	Tu es possédé par des démons !
2116265120	Arrête ! Comment Diable peux-tu faire ça ?!
1673708058	Arrête ! Non ! Je te l’interdis !
1998640128	Ça a l’air précieux, ça ne fait aucun doute.
2023984935	Qui laisserait traîner une chose pareille ici ?
1488625478	Je ne me rappelle pas avoir déjà vu cela ici...
377856755	Ce serait dommage de laisser ça ici.
2085533696	Tu as nouveau propriétaire, mon cher.
871547310	Je revendique la propriété de cette trouvaille !
1219092513	J’ai bien mérité d’aller m’offrir quelques verres au club.
458272752	Quelle chance !
1887840508	Dame Fortune me sourit, aujourd’hui.
325950317	Elle dort ?
764707868	Qu’est-ce qu’elle fait ?
1145154622	Il dort ?
1319959369	Qu’est-ce qu’il fait ?
190516649	Hé ! Qu’est-ce que tu fous ?
422305852	Alors, on se prélasse ?
74442528	Quelqu’un l’a ligotée !
83293604	Quelqu’un l’a agressée !
986101809	Quelqu’un l’a ligoté !
837170238	Quelqu’un l’a maîtrisé !
896525521	Quelqu’un t’a bien ligoté !
1887530676	Qui t’a mis dans ce triste état ?
980992627	Où elle est ?
309837379	Où est-elle passée ?
574308779	Je suis pourtant sûre qu’elle était là, il y a un instant.
1370923203	Où est-il ?
275099562	Où est-il parti ?
667692644	Je sais qu’il était là à tout à l’heure.
1499447213	J’ai bien l’impression que mon partenaire a disparu.
506781908	Apparemment, quelqu’un me fait attendre.
1335797698	Hé ! Qu’est-ce qui te retient ?
1250701930	Allons, mon ami. Réveille-toi.
1962324965	Hé ! Réveille-toi, tu veux ?
882731690	Est-ce que ça va ?
909655195	Quel odieux démon t’a fait ça ?
1400102306	Laisse-moi m’occuper de tes liens.
2119623311	Hmm, quoi ?
990007802	Quel bruit étrange.
1135141105	Qu’est-ce que c’était ?
1144564863	Que celui qui fait ça se montre !
342575783	Oui, oui, très divertissant !
1452079675	Ça suffit, maintenant !
1353881883	D’où ça venait, ça ?
1723975177	Des coups de feu ! Grand Dieu !
1834113627	Ils sont armés et hostiles.
297674054	J’aurais pourtant juré...
1618435563	Je vous entends ! Montrez-vous !
133604209	Il y a quelqu’un ?
1203819468	Ça suffit, maintenant !
570792970	Je vous demande de vous arrêter !
642610030	Arrêtez ces imbécillités !
790925529	C’était quoi, ça, bordel ?!
672651697	Je deviens fou, moi ?
1959932993	Ah ! Heu... quoi ?
1563100458	Qu’est-ce que je fous ?
1033223694	Aucune importance.
1843686868	C’est stupide.
407298079	Que se passe-t-il, ici ?
2025874676	Il y a quelqu’un, ici ?
1776850797	Il y a quelqu’un ? Montrez-vous !
193502756	Cette plaisanterie n’a que trop duré !
2030010949	Je suis pas d’humeur à jouer !
1683356848	Rien. Tant pis.
1778758163	Il n’y a rien à faire, ici.
978722772	Disparu... Bon, je retourne travailler.
1481694638	J’ai mieux à faire.
2089207196	Tout ça n’a été qu’une perte de temps.
635231769	Il est hors de question que j’aille là-bas à pied.
1775870923	Je n’ai aucune envie d’aller là-bas à pied !
923547475	C’est bien trop loin.
2042168394	Je n’entrerai pas là-dedans.
336838128	J’aimerais autant rester dehors.
362466324	Je ne peux entrer là-dedans maintenant.
1357363166	Je refuse d’aller dehors.
945408639	J’aime autant rester à l’intérieur.
883959084	Je ne peux pas sortir maintenant.
881969723	Je ne vois pas comment me rendre là-bas.
39400020	C’est vraiment beaucoup trop compliqué.
1999722965	Là-bas ? Ha, vous plaisantez ?
1176534400	Il est sûrement parti faire un tour...
580288198	Peut-être a-t-il été pris d’une envie pressante ?
1340714392	Il aura encore décommandé sans me prévenir !
1309355379	Te voilà ! Je m’inquiétais terriblement !
255874644	Pourquoi t’es-tu éloigné comme ça ?
951825582	Grand Dieu ! Tu m’as vraiment fait peur !
1622624274	Oh là là... Que s’est-il passé ?
1188693423	Malédiction !
1134504867	C’est horrible.
2115236093	C’est impossible, ça ne peut pas être vrai...
1941204400	Doux Jésus...
1573683953	Horrible. C’est simplement horrible.
40003383	Une tragédie. Une véritable tragédie.
1211247312	Cela ne manquera pas de me donner des cauchemars !
1649813276	Il n’y a rien à y faire.
396317336	...
1112784339	...
2011790461	...
501531613	...
2095264113	...
922180441	...
1348870306	...
2125413017	...
255154991	...
679297566	...
888520204	...
888912692	...
771259385	...
1573162602	...
875960614	...
1192042141	...
1044052892	...
1385968309	...
70178401	...
1678350873	Aïe...
1983355356	Doux Jésus, ma tête...
1287395035	Que... Qui...?
2016920179	Hum...
604391259	Un instant...
442451549	Qu’est-ce que c’est ?
1156968898	Quelque chose...
783676270	Que diable...?
2142854785	Étrange...
543018049	Curieux...
957078014	Hé, mais...?
1556099877	C’est...?
1654355238	Quoi...?
1819593496	Hmm...
125970734	Heuuu...
1301390310	Hé, petit bonhomme !
335372129	Tu es vraiment étrange, toi.
840192193	Hé. Tu ne portes pas malheur, au moins ?
163718385	Ho ! Tu chasses les souris, j’espère ?
65723539	Allez, file.
1243751171	Bonne chasse !
1143506614	Quelle adorable petite bête !
1384837613	Va te rendre utile.
639264608	...Doux Jésus !
840688859	...Oui, oui, très amusant !
1379504118	...Je le signalerai à qui de droit !
318456023	...
1213070655	...
334433587	...
1615107878	Quelle sensation étrange...
1815593622	Que se passe-t-il...?
1280308290	Hé hé... Hé hé hé... 
256619727	Des voix dans ma tête...
250640711	Des murmures secrets...
1596448609	J’écoute... Je dois écouter....
1921943326	Je pense... Je ne dois pas penser.
613944237	Oooh, tout va bien...
1111152083	La voie est libre...
1817618658	Il y a quelqu’un d’autre...
324524858	Tu dis mon nom...
1428800614	Je n’arrive pas à réfléchir... 
495240633	Peur...
1606238999	Quelle peur...
1158415786	À l’aide... 
2023301664	J’ai besoin d’aide...
200764158	Quelqu’un... N’importe qui...
1946915193	En effet...
2127052066	J’y vais.
751372532	Bien sûr...
1537473366	Oh oui.
936072684	Certainement.
785471103	Oui.
467392789	Ouiii.
762342338	J-je... J’y vais.
1224415745	Si vous voulez.
175433459	D’accord.
1631634102	Heuuu... comment...?
61222040	Où...? Comment...?
1268221957	Je... sais pas...
1288435202	Non... non, non...
705637326	Non... Je vois plus rien...
2125765750	Comme ça, oui ?
2065347576	Je m’en occupe...
1646844260	Oui, c’est fait...
1681595034	Juste comme ça...
1597351080	Oh non !
1967046888	Pitié, non !
503664669	Grand Dieu !
1615276102	Aaaaah !
938108615	À l’aide ! À l’aide !
1080758150	À l’aide, quelqu’un !
1469594946	À l’aide, par pitié !
1999763462	...
1281508472	...
1039779411	...
189213176	...
1271225798	A-attends un peu, qu’est-ce qui s’est passé ?
714701772	Ha... C’était étrange...
1428535420	Attends... comment je suis arrivée ici, moi ?
975495802	Ha... Qu’est-ce qui s’est passé ?
511318392	Puis-je vous aider ?
2107766117	Oh, comme ce sera intéressant.
112519650	Et qui êtes-vous donc, Madame ?
1005170768	Oui ? Je vous connais ?
1469219878	Oooh, quelle jeune coquine vous faites !
1425080148	Vous êtes décidément resplendissante.
1346624600	Qu’est-ce que vous proposez ?
754004383	Hmm, je vous écoute...
682724068	Tout le plaisir était pour moi.
1614927031	Oui. À plus tard, peut-être.
1381527384	Bien à vous, Madame.
1181088113	Passez une belle journée.
354589831	Vincent ?
324802145	Ah, notre illustre hôte.
421176680	Bien entendu, Vincent.
190611881	Heureux de vous revoir, Vincent.
1023305032	Très intéressant.
226379297	Vous savez bien des choses !
1456522951	Fascinant.
1593169969	Oui, vous avez tout à fait raison.
1933670674	Repassez donc plus tard !
495737185	Ce fut un plaisir, comme toujours.
520674673	Ne vous laissez pas déborder par le travail, Vincent.
1792018848	Dieu merci, il est enfin parti...
57814753	Une autre fois, peut-être.
300023923	Vous vous surestimez, ma chère.
157253991	Ça n’arrivera pas, Madame.
1205381688	Vous allez trop loin.
1455994893	Tu en as, de la chance ! Heureux homme...
1799624607	Elle est bien trop belle pour toi !
1136043908	Oui, oui... Allez donc vous amuser, vous deux.
1622906240	Oh, ma chérie. Il n’en vaut pas la peine, croyez-moi.
1876460036	Oh non, sûrement pas !
1159306835	Elle se joue de toi, tu ne vois pas ?
1554178564	Ne te fais aucune illusion, elle se fiche de toi.
134363889	Encore une journée fructueuse...
905640874	Voyons, quoi d’autre...?
667315518	Non, ça ne fera vraiment pas l’affaire.
374669181	Tout est en ordre.
641843691	Ha... Je n’avais jamais remarqué ça.
