English	Inglese
418477261	Non puoi stare qui. Vattene.
541324382	Sono ammessi solo i membri della compagnia.
1919899929	Di qui non si passa, feccia.
1054424512	Tornatene nella tua tenda, stronzo.
120225157	No. Ti chiameremo quando inizia il tuo turno.
2140957104	Questa zona non è accessibile agli ospiti.
2136299579	Rimanga con gli altri ospiti, per favore.
1218886085	Da qui non si va alla festa, capito?
2010412953	Stupido!
1834962360	Avresti dovuto ascoltarmi!
59912138	Mossa sbagliata!
1337396434	Oh, no!
1227177747	Ehi, ti avevo avvertito!
826064957	Aspetta, non va bene!
539088846	Ehi, cosa stai facendo?
1969330897	Ma davvero?
1111792879	Piantala, stronzo!
543913408	Oh, pensi di essere divertente?
443580274	Abbiamo un buffone qui!
724995103	...
319026166	...
424127000	...
111144113	...
1100590389	...
1089977294	...
1806109170	Che vi pago a fare? Prendeteli!
316290864	Maledetti! Guardie!
831227044	Ehilà?!? Guardie!
791395241	Uomini! Pensateci voi!
1403579470	Guardie! Liberatevene!
1518169020	Questa festa non è per te!
1203772156	Non tollero intrusi!
2071753645	Ci sono degli ospiti indesiderati!
829874037	Non alla mia festa!
1361837692	Non mi avrai così facilmente!
1114504376	Allontanati dalla mia proprietà.
83552788	Non hai imparato la lezione?!?
1385884705	Pensavo fossi più furbo!
2063215583	Dove cazzo sono i miei uomini?
1481387523	Hai ucciso le mie guardie?
852313395	Devo fare tutto da solo?!?
2124095848	Sono circondato da incapaci!
294645845	Non mi serve aiuto per abbatterti.
1534316484	Tornate alle vostre postazione. Tenete gli occhi aperti.
1140985821	Se ne sono andati, per ora. Tornate al lavoro.
776177291	Sono scappati. Teneteli lontani dagli ospiti, intesi?
1419293313	Ti stai divertendo lassù?
2031447793	Lassù! Sparategli!
814595007	Perché non ti avvicini?!?
1147097553	Non sei al sicuro neanche lì!
1130468245	...!
12732100	...!
1345396212	...!
437560815	...!
1150759503	...!
277531809	...
1939365411	...
996874399	...
1300627073	...
1627333702	...
1697172871	...
2043067875	...
1924943190	...
2133929721	...
1619329794	...
838453376	...
769866293	...
1008302202	...
1198551314	...
746890369	...
766215751	...!
2105095360	...!
337261154	...
1724074811	...
889977060	È morta!
1702642194	L'hanno uccisa!
1246120804	È morto!
1720915391	L'hanno ucciso!
384829084	Un cadavere!
188612431	Omicidio!
1643134449	Ucciso da un'altra guardia. Mmm...
1209633360	È stato ucciso da una delle guardie. Interessante...
408667828	È stato ucciso da un'altra guardia.
812740126	È stata uccisa da una delle guardie. Interessante...
1023904583	Ucciso da uno dei suoi. Potrebbe essere...
1988609732	Mmm... È stata una delle altre guardie.
1592973206	Che vuoi ottenere?
884792297	È una specie di scherzo?
70372748	Non mi spavento tanto facilmente.
590406555	Non ho mai visto queste impronte prima.
1789033228	Chi ha lasciato queste tracce?
202187711	Chi si aggira da queste parti?
1085187391	Tracce. Meglio tenerle d'occhio.
1944060873	Chi ha spento le luci?
237268403	Idioti! Le luci!
1893385394	Devo fare tutto da solo?
2009838222	Di nuovo le luci!
2108635854	Oh, me la pagherai!
228953129	Giù le mani dal mio personale!
204676552	È stato un errore!
280847419	Trappole! Attenzione!
191852096	Hanno posizionato delle trappole!
1388210659	Attenti a dove mettete i piedi, idioti!
899368850	Cecchino!
228984779	Tiratore scelto!
740977138	Ci stanno sparando!
248854386	C'è la strega!
1925932487	È la strega!
1748947354	So che sei qui, Isabelle!
1796053590	Idiota! Sei sotto incantesimo!
84751004	Tu! Ti sta controllando!
333217423	Fermati! Resisti!
251303684	Intruso!
143097900	Come ti permetti?
444540159	Ti vedo!
1642132927	Teppista da quattro soldi!
546468416	Te ne pentirai!
1433352079	Saresti dovuto scappare!
270675320	Ti ha mandato lo sceriffo?!?
9628966	Non puoi nasconderti da me!
128851288	Mister Cowboy!
1234596221	È Mister Cowboy!
31805583	Dio, quanto puzzi!
1574651767	È quella specie di scimmione!
1265764464	È Miss O'Hara!
1740516422	Miss O'Hara, che sorpresa!
420559250	Dottor McCoy!
1534933692	Sei venuto per i tuoi soldi, dottor McCoy?!?
197923969	Isabelle! Che sorpresa!
910483118	Sei tornata strisciando, Isabelle? Peccato!
591259153	La tua puzza ti tradisce.
1641076744	Ti stai divertendo lì dietro?
2055411016	Per quanto ancora rimarrai lì impalato?
1385413768	Quale dei miei ospiti l'ha persa?
393804537	Chi ha lasciato questa qui?
1062284104	Questa non c'era prima!
1560459278	Non posso lasciarla qui.
1751477529	Dove l'ho già vista... 
1784764926	Penso sia mia.
1493337522	Non sprechiamo nulla.
1909186069	Sta dormendo?!?
647722521	Che ci fa lì?!?
1737246285	Sta dormendo?!?
1901815276	Che ci fa qui?
1412855313	Dormiamo sul lavoro, eh?
2007161108	Che ti prende?
916079691	Non ha fatto molta strada.
1614834537	Sembra sia stato lui.
473106361	Non ha fatto molta strada.
1961202396	Sembra sia stata lei.
646822338	Sei il traditore.
1761444179	Sei stato tu, vero?
1878855251	Ecco il traditore.
237481060	Ed ecco il traditore.
17636101	Ce ne occuperemo dopo.
1944904529	Per adesso ti lascio qui.
759126685	Ce ne occuperemo dopo.
667089479	Per adesso ti lascio qui.
238226326	Penseremo dopo a te.
879555403	Stai fermo. Di te ci occuperemo dopo.
1978942643	L'hanno legata!
851224279	L'hanno presa!
1517570203	L'hanno legato!
1529313265	L'hanno preso!
742149905	Ti hanno sopraffatto!
1071533503	Chi ti ha legato?
2041423786	Tu! Vai a indagare.
2079499196	Qualcuno venga subito qui!
1761497001	Vai a dare un'occhiata. Veloce!
741284909	Dov'è finita?
1771794158	Che cosa la trattiene?
1322699159	Mi sta facendo aspettare.
67006466	Dov'è finito?
1343048559	Che cosa lo trattiene?
667276149	Mi sta facendo aspettare.
1414126201	A quanto pare devo aspettare.
1264643628	Dove sei? Stiamo perdendo tempo.
506095499	Cosa aspetti?
1661124733	Ehi, sveglia!
1332820510	Svegliati!
1058536612	Alzati, santo cielo.
1288927396	Chi ti ha conciato così? Parla!
1980221633	Inutile idiota. Chi è stato?!?
352132655	Smetti di fare rumore, va bene?
137010481	Vuoi essere licenziato?
446202037	Troverò il responsabile.
985395987	Quello era il rumore di una moneta finta?
624898316	So riconoscere il suono delle monete finte.
1718983697	Chi sta facendo questo baccano?
571653234	Stai giocando con il fuoco.
532050061	Ti troverò.
1945401608	Va bene, ora basta!
1288014195	Uno sparo!
2028646545	Non sono i fuochi d'artificio.
480288405	Siamo sotto attacco.
1267674436	Oh, l'ho sentito!
1332528485	Chi va là?
571444925	C'è qualcuno?
1016309161	Ora basta!
1079836656	Troverò il responsabile.
169302793	Te ne farò pentire.
1052152850	N-no. Devo essermelo immaginato.
800413995	Quel rumore... è qui?
2040550454	Quel suono... è lei?
462174017	Che sto facendo?
300528760	No, non è niente.
652241538	È ridicolo.
981969789	Non ho tempo per queste cose.
1088424175	È ridicolo.
1381684006	Che perdita di tempo.
493409296	Non sopporto le interruzioni.
1439739996	Non è in programma.
408736180	Ti troverò, lo prometto.
213145163	...avrò la tua testa.
1246203934	...il più grande errore che potessi fare.
262109220	...aspetta che ti metta le mani addosso.
1989332955	C'è qualcuno?
1391336186	Facciamo in fretta.
594787470	Mi stai facendo perdere tempo.
1238409292	Stai peggiorando le cose.
1875300633	Nasconderti non ti aiuterà.
1770166612	Dobbiamo proprio farlo?
942732437	Stai solo posticipando l'inevitabile.
804945341	Non farmi venire lì.
1398446800	Pensi che non mi voglia sporcare?
1010131037	Ci nascondiamo nelle decorazioni da giardino?
278355956	Sei in questa stanza?
1857091222	Questa porta sembra sospetta.
178151487	Apriamo questa porta.
1113602196	Niente. Che perdita di tempo.
442101039	Di te mi occuperò dopo.
1753674666	Molto bene. Torniamo agli ospiti.
332598351	Adesso non ho tempo.
1744126171	Ho cose più importanti da fare.
684089007	Che se ne occupi qualcun altro.
208883656	Non posso pensarci adesso.
132089631	Può pensarci qualcun altro?
423948232	È troppo lontano.
99076553	Non sono in vena di camminare.
1439200992	Non ho tempo di arrivare fin lì.
1979340988	No, c'è bisogno di me altrove.
362875299	No, devo pensare ad altro.
1821515628	Non ho tempo di entrare.
46113766	Non c'è modo di arrivarci.
721485570	Sarebbe troppo complicato.
2041546504	Laggiù? Impossibile.
1812586699	Non abbiamo tempo.
511696960	Mi stai evitando?
684849312	Come osi farmi aspettare!
1019198555	Ecco che se ne va una conversazione inutile.
1109664261	Non mi era mai piaciuto.
491055750	Eliminiamoli dalla lista degli ospiti.
1791306829	Ah, eccoti!
583438478	Perché vai in giro così?
1326363176	Un incidente?
430831352	Non mi dire...
1974504592	Idioti!
1651834968	Com'è successo?
1265083368	Chi era di turno?
689179909	Sono circondato da idioti!
1202939630	Lasciamo stare. Non facciamo preoccupare gli ospiti.
360978347	Pulite dopo che se vanno gli ospiti.
1613092866	Non lasciate che gli ospiti lo vedano.
660760458	...
1300628791	...
1752100989	...
74368390	...
564276259	...
1926427015	...
1370370351	...
235382167	...
2125858233	...
158702733	...
375484138	...
1484624915	...
1736841206	...
449935355	...
44934468	...
1902541142	Maledizione...
1394322482	La testa...
1939098287	Sono inciampato...
954435956	Mmm...
1481041920	Bene...
591052720	Ma è...?
860272488	C'è qualcosa...
1643420733	Ma che diamine...?
408851692	Strano...
56750221	Bene, bene...
409570170	Interessante...
1484806052	Vedo...?
1666395169	Oh?
1230630539	Chi ti ha fatto entrare?
326354771	Un gatto? Oh, cielo...
271996246	Qualcuno ha portato un gatto?
879653332	No, no, non ho cibo per te.
957834283	Proprio come il suo.
1747027955	Ti tengo d'occhio.
1444263959	Vattene.
1453725348	Devo mandare qualcuno a prenderlo.
244868824	...bastardi!
653229373	...imbecilli!
1219628151	...grave errore!
748819300	...quell'odore.
485379176	...chiedo scusa.
1845262298	...mi scusi.
469757349	N-no! Ti ascolto...
244567012	È lei! Devo... obbedire...
1019535214	La sua voce nella testa...
1507298399	Tu! N-no! ...sì?
2107655984	Che posso fare per te?
1611355156	Hai la mia attenzione...
774957985	Ti serve qualcosa?
305394347	Vattene... tu... sì?
1735217189	Maledizione... io... ti ascolto.
1829159243	Che piacevole conversazione.
532745668	La mia specialità.
37391788	Potrei parlare per ore.
645178327	Mi staranno ad ascoltare.
718242854	Ogni mio desiderio è un ordine.
1586465556	Ne ho abbastanza.
837367567	Posso farne a meno.
1352956859	Arriveranno di corsa.
1902154468	Più di quanti ne avranno mai.
1689064435	Mi sono guadagnato ogni centesimo.
1526017687	Certamente.
1529721759	Lascia fare a me.
1191980866	Consideralo già fatto.
68662569	Ci penso io.
1286994677	Senza dubbio.
776691725	Come desideri.
51331123	Sicuramente.
1279262191	Ci penso io.
1688140964	Molto bene.
404385307	Me ne occupo io.
654081491	No.
1348980014	Temo di no.
568086333	Impossibile.
251187941	Non posso.
1894354135	Non riesco.
177808790	Dovrebbe bastare.
2026475580	Come da istruzioni.
1789169659	Fatto.
953403562	Ci ho pensato io.
2005525130	Ehi, tu.
1704883187	Una parola.
877967253	Devo parlarti.
537134640	Ascolta.
819771057	Amico mio.
344959370	Non lo dimenticherò.
2063229573	Ci siamo capiti?
1932245716	Penso capirai cosa intendo.
386775648	Fammi spiegare.
1236227568	Fai pure.
1798475574	Non ti trattengo oltre.
2088173535	Vai adesso, veloce.
1268074017	Un bell'investimento.
929943354	Dovrebbe bastare.
314553147	Facciamo un'offerta.
696842309	Un investimento fruttuoso.
1829004096	Non sprechiamo nulla.
1219083426	Li prendo io, grazie.
755561192	...
79653357	...
2033884235	...
748544497	...
563713071	C-cosa? Che è successo?
1855524731	Ugh... forse qualcosa nel vino?
1753738118	Mmm... molto strano.
334362602	Uh... non ricordo di essere venuto qui.
811499609	Sì, sì...
139982318	No... non va bene...
129892242	Mettilo in lista...
2146735133	Bisogna occuparsene...
550513612	Devo rispettare il programma.
973700004	Che direbbe mio padre...
217262855	Chi ha bisogno di Frank...
1658069105	Che liberazione...
551034644	Salute!
1192660334	Alla salute!
1543856651	Alla tua.
839011162	Non ho badato a spese.
750320948	Che stavo dicendo?
203456593	Giusto, dov'eravamo...
1890741263	Come stavo dicendo...
752141871	Un attimo... ti conosco?
1904631849	Cosa... mi sembri familiare...
1260272422	Ma è... chi sei...
592966686	Smettila, o ti farò portare via.
755615184	Abbiamo un buffone a quanto pare.
1572402751	Ridicolo, stai attento.
714144920	Oh, no!
1762180751	Per favore, no!
194421162	Oh, cielo!
140568109	Aaaaah!
1688651179	Aiuto! Aiuto!
1552467367	Qualcuno mi aiuti!
1893151908	Aiuto!
548180822	Devo andarmene da qui!
2090329709	Non posso rimanere qui!
1627608269	Presto!
483753970	Non muovere un muscolo.
889379980	Perché sempre a me?
1490848557	Non va bene.
669098849	Devo mettermi al riparo.
771029810	...!
542775624	...!
1330823300	...!
803486537	...!
1203930058	...!
445815432	...
840473379	...
1781624630	...
1978456035	...
1224690671	...
1591674151	...
2120322593	...
429432544	...
1026840037	...
115415411	...
620960258	...
682680827	...
527740094	...
260351262	...
49985582	...
1313355565	...!
673498762	...!
508932668	...
527030044	...
266575383	È morta!
631797516	Un attimo! È morta!
2025427144	Oh, Signore. È morto.
476040998	Oh, santo cielo! È morto.
1294212533	C'è un cadavere!
2125915304	Oh, quello è morto!
629305294	È stato ucciso da uno dei suoi.
1027670450	L'ha ucciso una delle guardie.
212655113	È stata uccisa da una delle guardie.
546507246	L'ha uccisa una delle guardie.
1234665031	È stata una delle guardie. Maledizione.
2070475568	Morto. È stata una delle guardie.
549506185	Oh, che cazzo?
1383649524	Stiamo scherzando, vero?
1197557480	Santo cielo!
129476208	Di chi sono queste?
734382902	Non le ho mai viste prima.
654181546	Chi è passato da qui?
562922501	Chi ha lasciato queste tracce?
625680114	Maledizione. Si sono spente le luci.
1278051298	Chi ha spento le luci?
1883111036	Per fortuna ho qualcosa con cui accenderle.
1678872220	Di nuovo le luci.
1259027863	C-cosa è successo?
1556567824	C-cosa?!? Cosa lo ha colpito?
981926918	N-non è normale!
544594049	H-hai qualcosa che non va!
1283245285	E-ehi, non è normale!
1697704330	N-no, fermo!
924245651	Potrebbe valere qualcosa!
289903634	E questa da dove spunta?
1866172367	Questa non c'era prima!
1491918501	Non posso lasciarla qui.
1336887699	Vieni da papà.
342605812	Miei.
398850907	Con questi ci pago da bere stasera.
897237594	Oh sì.
1789838239	Oh oh, che fortuna.
370501895	Sta dormendo?
351377853	Che ci fa qui?
1271903488	Sta dormendo?
135702779	Che diamine ci fa qui?
2033888742	Che ti prendi?
1352788	Dormiamo, eh?
1194129771	Qualcuno l'ha legata!
1195240214	Qualcuno l'ha presa!
1840463420	Qualcuno l'ha legato!
1997317986	Qualcuno si sta divertendo!
256483506	Ti hanno legato per bene!
2098062156	Ehi! Chi ti ha legato?
199429745	Dov'è andata?
321081668	Dov'è andata?
1774084074	Era qui un attimo fa.
109644708	Dove diavolo è finita?
2022064404	Dov'è andato?
598034724	Era qui un attimo fa.
1973677047	Ehi, dov'è finito?
1360856508	Mi fai aspettare, eh?
1751990501	Ehi! Perché perdi tempo?
1402484361	Ehi, sveglia!
424825386	Svegliati, d'accordo?
375877512	Tutto bene?
1043164579	Chi ti ha conciato così?
633166019	Chi ti ha legato così?
1015034952	Eh?!?
284439821	Cos'è quel rumore?
1127879614	Avete sentito?
42030841	Ehi, chi è stato?!?
963737563	Non è divertente!
1426547493	Va bene, ora basta!
130649768	Da dove veniva?
327101215	Chi è che spara?!
247373608	Ci stanno sparando!
1082686957	Ehi, ti ho sentito!
843936458	Chi va là?
1936600439	C'è qualcuno?
850133657	Ora basta!
1346933117	Smettila, d'accordo?
1506282997	Sta succedendo davvero?
1647239674	Che cosa è stato?
1707786502	Sto impazzendo?
1413977066	Ah! Uh... cosa?
1931070092	Che sto facendo?
833548313	Non importa.
788986343	Che stupidaggine.
576584898	Che sta succedendo?
1074836479	C'è qualcuno?
922989269	Ehilà? C'è qualcuno?
785700905	Non è divertente, sai?
532614104	Dai, non sono dell'umore giusto.
1024637678	Niente. Vabbè.
30559669	Non posso farci niente.
1412318143	Niente. Me ne vado.
2010574633	Ho di meglio da fare.
913105252	No! Non posso farci niente.
120519872	No, vai tu. 
1657536147	Troppo lontano.
1971230290	Non ci vado fino a lì.
291568046	Io lì non ci entro.
695537057	Me ne starò qui fuori.
1269470420	Non posso entrare.
1772912962	Non ci vado lì fuori.
813928509	Me ne starò qui dentro.
1682113785	Non posso uscire.
1335855725	Non riesco a capire come arrivarci.
1563241784	Sì, troppo difficile.
593402099	Laggiù? Col cazzo!
498751310	Se ne sarà andato in giro.
984954715	Magari è andato a pisciare dietro un albero!
804356235	Va bene. Come vuoi.
849635496	Eccoti! Santo cielo!
651891295	Perché vai in giro così?
526032849	Fiuuu. Mi hai fatto spaventare a morte!
268562650	No! Gesù, Giuseppe e Maria!
162484668	Oh, Signore!
112210907	Santo cielo!
993680937	Non può essere vero!
1674627640	Oh, merda...
1945035026	Non posso farci niente.
998731695	Che peccato.
496730411	Che disastro.
1307858805	Non possiamo farci niente, solo pregare.
1174452870	...
1552575507	...
2015594865	...
1354494775	...
777363350	...
733711428	...
495509061	...
941775966	...
644255529	...
1970793678	...
660237473	...
666056064	...
1658663494	...
2141922626	...
1302804600	...
2070072574	...
1125730362	...
2056448393	...
1319185907	...
1195289046	Ahia...
1690046470	Ah, la mia testa...
410346505	Cosa... chi...
576128147	Uhm...
1903436339	Cos...
478417575	Cos'è stato?
631154952	C'è qualcosa...
280158698	Ma che...
2071823784	Che cazzo?
9873093	Ehi...
2069117547	Ehi...
1589515395	Ma è...?
687887681	Cosa...?
185902500	Mmm...
1605168572	Uh...
1507745846	Ehi, gattino!
1863538107	Quanto sei carino.
1089261542	Oh! Ehi! Tu da dove spunti?
538387753	Eh eh, vai a caccia di topi, eh?
273436868	Ci vediamo!
834958987	Eh, che carino.
1033440499	Stai attento, bello.
1158979601	...madre di Dio!
1776412485	...maledizione, gli occhi!
1189834946	...sapevo che era una cattiva idea!
537623693	...
1142504687	...
1925809408	...
1487004701	Mi sento strano...
1509705973	Che succede...
1022951998	Eh eh... divertente... 
754300707	Sento delle voci...
156677806	Dei sussurri...
1750834079	Devo... ascoltarli...
959496995	Penso... che penso?
1635847939	Oooh, sto bene...
1260230884	Ora capisco...
299270225	C'è qualcun altro...
992477477	Mi hai chiamato...
1387536295	Non... riesco... a pensare...
1531816012	Ho paura...
2130508719	Che paura...
1796874148	Devo chiedere aiuto...
1241749795	Devono venire...
532799997	Mi serve aiuto...
1452113419	Ceeerto.
2021057852	Vado.
660187994	Hai ragione.
1409072175	Oh, sì.
1286129579	Uh huh.
1691063874	Sì.
489774037	Sììì.
105454503	C-ci penso io.
961246188	Va bene.
153896801	Va bene.
921781437	Uuuhhh...
1309838059	Dove... come...
1755293835	Non... lo so...
1716515130	No... no, no...
1877367341	Non... ci vedo...
771874463	Così, giusto?
691719329	Ho capito...
299395148	Sì, fatto...
611431658	Così...
279528106	Oh, no!
1363208038	Per favore, no!
660715482	Oh, cielo!
817344681	Aaaah!
265749188	Aiuto! Aiuto!
1055660051	Qualcuno mi aiuti!
995091481	Aiuto!
151463773	...
300672727	...
1530003868	...
1039624390	...
2047393564	U-un attimo, cosa è successo?
129408271	Uh... che strano...
385332142	Come... come sono arrivato qui?
1928332023	Uh... cosa è successo?
2056513203	Ah ah ah posso aiutarti, tesoro?
95308602	Cosa posso fare per te?
1830949320	Oh certo, che posso fare per te?
2061628104	Salve, sei stupenda.
1120980046	Ti serve altro?
1412895450	Certo, ho quello che fa per te.
872927436	Oh, ti ascolto.
1684523595	Sì, ci penso io, signorina.
91428724	Come dici tu.
423608754	È stato un piacere parlare con te.
1500966040	Ci vediamo.
201875679	Stammi bene.
330442510	Certo, buona fortuna.
14542165	Signore?
1431898696	Io, signore?
1891062347	Sissignore, Mister DeVitt signore?
1477887954	Parla con me, signore?
293171875	Certo, Mister DeVitt.
834107570	D'accordo, signore.
771068233	Assolutamente, signore.
111460572	Certamente, Mister DeVitt.
1621714726	Va bene, capo.
1005033895	Grazie, signore.
526566574	Ricorderò le sue parole, signore.
203214726	Che stronzo da quattro soldi.
2057333656	D'accordo!
2059172100	Oh, uh, certo!
858318731	Sto arrivando, eh eh.
842675602	Uh, va bene, fai strada.
133604362	Fortunato figlio di puttana.
647036581	Ma guardati!
169303897	Bastardo fortunato.
503034639	Divertitevi, voi due.
1047832250	Mi dispiace, devo tornare indietro.
503537287	N-No, non dovrei.
461533409	D-devo proprio tornare indietro.
698814559	No, mia moglie mi ammazza.
2078435664	Oggi è quasi finito...
1158488713	Ah, la schiena mi fa di nuovo male...
1758126643	Dovrei dormire di più... 
13311229	Tutto tranquillo.
1180900193	Qui tutto bene.
844219070	Che prurito.
823054015	Mi annoio.
1171062852	Mi servono delle scarpe nuove.
1217030232	Bene...
957021216	Maledizione. Quasi dimenticavo...
260342572	...
978047408	...
335366909	...
1649474311	...
753526022	...
857381197	...
1043194248	...
574459139	...
555675959	...
1579624833	...
1588644804	Salute!
97170915	Eh, alla salute!
2061983348	Tutto d'un fiato!
1243078593	Alla nostra!
352484625	Frank sembra di buonumore.
1266814926	Quando ce ne andiamo?
188201284	Maledetti banditi...
1968593464	Non mi avrete!
1624973795	Spero non succeda niente di strano...
1656613247	Si sta facendo tardi...
1435811425	Tsk... gente ricca.
803481615	È il giorno del matrimonio.
1815168417	Il sindaco è morto...
160027609	L'assassino è ancora in libertà.
931554045	Maledetta pioggia.
1016882657	...! Che ranch enorme.
941744069	Il turno è quasi finito.
775101418	Ah... che freddo...
761304060	Siamo bloccati qui.
1479162283	Ah... ho le mani fredde.
1651796088	Devo tenere gli occhi aperti.
83139676	Frank è arrabbiato.
1562242393	Che nottata.
2075295432	Maledetti stranieri.
1921866497	Terza cattura del mese.
1327397898	Eh, mi piace la ragazza.
776336185	Ah, New Orleans.
797864828	Adoro la città di notte.
1639378646	Voglio andarmene da qui.
1967487301	Non puoi farmi questo.
649985126	Sono bagnato fradicio.
1722887147	Sta succedendo qualcosa.
144697151	Sono stanchissimo.
2032057198	Non ne posso più...
1592428904	Che fanno tutti qui?
297536497	Maledetti stranieri.
614625708	Maledizione, che caldo.
696072087	Guarda tutta quella gente elegante.
719065856	Procede tutto bene.
1608146710	Questa è vita.
445835136	Come ai vecchi tempi.
1308192785	Ehi, come va?
386837316	Tutto bene.
745996483	Salve.
2015670863	Salve.
929047574	Come te la passi?
1850282191	Va bene così.
733864984	C'è qualcosa che non va?
1420908823	Non è niente.
1884884578	Hai una sigaretta?
191589003	No, mi dispiace. 
888651243	Andiamo a bere qualcosa dopo?
1396553097	Va bene.
297516615	Ci sono problemi?
634412588	No.
675115197	Giochiamo a carte dopo?
1220737273	Eh, ci puoi contare.
678278154	Come va?
1285460911	...non me lo chiedere.
1007896959	Quando ce ne andiamo?
1760552701	Non lo so. Presto.
1203286750	Ehi, dove trovo qualcosa da bere?
570369904	È finito tutto ieri.
145962558	Chi ci aiuterà?
1714073299	Dobbiamo avere pazienza.
184420272	Odio i banditi.
1683267159	Siamo in due.
169501826	I lavoratori ti hanno dato problemi?
1126307118	Non più del solito.
365278353	Tutto bene?
927108486	Me la cavo.
1054705238	Come va?
856505925	Quasi pronto per il matrimonio.
1337005302	Hai visto l'abito della sposa?
1795144458	Sì. Sembra costoso.
733749545	Hai visto niente?
331920333	No e non voglio farlo.
253343907	Il sindaco Higgins, morto.
1490816363	È una tragedia.
665822463	È un ranch grande, eh?
1516948694	Ne ho visti di più grandi.
1884707244	Doveva piovere per forza, eh?
942095769	Sei fatto di zucchero, per caso?
584583294	Si gela!
140600418	Mi sta venendo il raffreddore.
2080882179	Hai sentito di Flagstone?
2123720088	Sì. Gli abitanti hanno alzato la cresta.
574742714	Pensi fosse da solo?
933846796	Non lo so. Fai attenzione.
1835147000	L'hai visto?
1036207264	Sì. Maledetto cacciatore di taglie.
783829071	Sai che sta succedendo?
371923642	Secondo me sono state le streghe della palude.
2114089369	Pensi sia vero? Il diavolo?
839500131	Non ci voglio pensare.
1949628177	Secondo te possiamo farci la ragazza?
437886225	Se vuoi farti tagliare il cazzo.
1563311191	Perché ci metti tanto?
1805646588	Qualcuno è rimasto indietro.
105877657	Che bella serata, vero?
1437101900	Sì.
675000180	Hai sentito chi viene?
872081782	Sì. Sarà uno spettacolo.
344837768	Dobbiamo andarcene da qui.
655844167	Non ancora.
1625808834	Come facciamo ad andarcene?
1439004688	Dobbiamo avere pazienza.
816404149	Cos'è quella nave che è arrivata?
661170697	Appartiene alla compagnia di DeVitt.
1435172741	Perché hanno chiuso le strade?
669447907	C'entra la compagnia, credo.
610164075	Non riesco a stare in piedi.
1247703699	Siamo in due.
230914525	Non ce la faccio.
1816884307	Tieni duro, amico.
1973449938	Che ci fanno qui?
1061398885	C'è stata un'evasione alla miniera.
1158072521	Sono tesi.
1509037970	Stanno dando la caccia a degli uomini pericolosi.
832941152	Tutto bene?
481755568	Più o meno.
1257868930	Hai visto cosa è successo con Frank?
1783101948	Non farti sentire da Mister DeVitt.
1185693792	Pensi che verranno?
876597107	Frank dice di sì.
1890853346	Mi ricorda i bei vecchi tempi.
2138187520	Già. Fa sempre un caldo fottuto.
1840074735	Non finirà bene, te lo dico io.
717855587	Sì, l'ho saputo.
609448203	Lascia fare ai professionisti.
1323368223	Così si fa.
894982659	Per favore, non dirlo a nessuno, va bene?
1833407896	E l'altro?
1979116485	Alla lunga non importa.
1091594973	Ascoltami un attimo.
989425648	Certo, ma ora che succede?
801397173	Non ti preoccupare, ci sono già passato.
1236715719	Non ti seguo.
1826402428	Non riesco a credere che me lo sono fatto sfuggire.
1371386793	La differenza è proprio questa.
630021603	Eh eh, te l'avevo detto.
955780581	Non può essere vero, giusto?
188273265	Puoi crederci.
1720195152	Sì, ma non è una novità.
1489094158	Si sente di tutto.
1864759570	I tempi cambiano.
1257814581	È la prima volta che lo sento.
971009953	Che stavo dicendo?
171486738	Ho perso il filo... ah, sì.
416648708	Come stavo dicendo...
1085013886	Giusto, dov'eravamo...
1968202159	Dove ero rimasto...
671880834	A-aspetta aspetta, non va bene!
1579815946	Ehi, cosa stai facendo?
1309790604	Fermati, per favore!
603723275	Fermati, smettila!
322269652	Sei un tipo strano.
40314205	Fai lo strano di proposito?
1141136403	Che state facendo?
129939999	Non dovresti stare qui!
1610055770	Non farti vedere!
713118835	...
1432681070	...
867838392	...
893670218	...
2058026809	...
1511665725	...
218426436	Oh, no!
387346738	 No!
648813681	Oh, cielo!
1595333562	Aaaaah!
419390346	Aiuto! Aiuto!
370314354	Qualcuno mi aiuti!
1418729856	Aiuto!
1824994674	Devo andarmene da qui!
1458914733	Non posso rimanere qui!
933439464	Presto!
218582852	Non muovere un muscolo.
890401936	Perché sempre a me?
1137691250	Non va bene.
1281619810	Devo mettermi al riparo.
134431810	...!
1657010473	...!
669939038	...!
777606728	...!
2000867489	...!
497377746	...
823809530	...
36743388	...
1942950434	...
479465925	...
92735497	...
902268243	...
1016445743	...
484855051	...
1750922062	...
1888038752	...
1143813194	...
26403376	...
1496101917	...
751503661	...
1200306654	...!
1036262400	...!
831754548	...
1442441833	...
1137971893	È morta!
295461121	Un attimo! È morta!
463661872	È morto.
927177950	Un attimo! È morto!
353842478	Un cadavere!
1704488757	C'è un morto!
509464880	È stato ucciso da una delle guardie.
1199855867	L'ha ucciso una delle guardie.
778840773	È stata uccisa da una delle guardie.
117877211	L'ha uccisa una delle guardie.
428677587	Maledizione, è stata una delle guardie.
1328766706	Morto. È stata una delle guardie.
1005432506	Oh, che cazzo?
419419817	Stiamo scherzando, vero?
1979956804	Santo cielo!
1560704419	Di chi sono queste tracce?
1327290388	Non ho mai visto queste impronte prima.
1525352676	Chi è passato da qui?
829255321	Chi ha lasciato queste tracce?
1725558943	Maledizione. Si sono spente le luci.
1287498134	Chi ha spento le luci?
203602001	Per fortuna ho i fiammiferi.
1812475882	Di nuovo le luci.
