English	Englisch
50642152	Queen’s Nest
876556836	Verbrennt die Queen
1811558593	Auf der Spur von Isabelles vermisstem Freund erfährt die Gang vom Queen’s Nest – einer versteckten Basis tief in den Sümpfen von New Orleans. 
28351309	Die Sümpfe von New Orleans sind die Heimat vieler gefährlicher Dinge. Alligatoren, Treibsand, Krankheiten übertragende Sumpffliegen und natürlich andere Menschen sind stets darauf aus, einen kaltzumachen./n/nDie Gang dringt unter Isabelles Führung tief in die gefährlichen Sümpfe vor, um das Queen’s Nest zu finden und Isabelles vermissten Freund Wayne zu retten./n/nDie Reise ist langwierig und mühsam. Die Gang hält sich im Dickicht verborgen, um keine unerwünschte Aufmerksamkeit zu erregen./n/nAls es laut Isabelle nicht mehr weit ist, teilt sich die Gang auf, um von zwei Seiten zuzuschlagen.
1656931729	Während Kate in New Orleans zurückbleibt, um Frank im Auge zu behalten, begeben sich Isabelle und die anderen in die Sümpfe, um Wayne zu retten./n/nNach langer Reise stoßen sie auf das Queen's Nest, ein altes Sklavenhändler-Versteck in dem Wayne gefangen gehalten wird./n/nSie beschließen, sich aufzuteilen und sich dem Nest von zwei Seiten zu nähern. Drinnen wollen sie sich wieder treffen./n/nDanach müssen sie Wayne finden, ihn befreien, die Basis in Brand setzen und abhauen. 
1584369694	New Orleans/nHafen
1600676289	Dreck und Blut
1884452242	Als die Gang nach New Orleans zurückkehrt, findet sie die Stadt in einem völlig anderen Zustand vor als zuvor. Nichtsdestotrotz ist Cooper weiterhin entschlossen, sein Ziel zu erreichen.
1265907159	Mit Marshal Wayne im Schlepptau macht sich die Gang wieder auf den Weg nach New Orleans, während das Queen’s Nest hinter ihnen abbrennt./n/nUnterwegs wird Cooper sehr still. Er weiß, was in New Orleans auf ihn wartet. Wird er dieses Mal bereit sein? Er wird es sein müssen./n/nBei ihrer Rückkehr stellen sie jedoch fest, dass sich die Umstände verschlimmert haben. Während Doc unterwegs ist, um Kate zu finden, möchte Marshal Wayne die nächsten Schritte besprechen.
265401901	Zurück in New Orleans erfährt der Rest der Gang von Kate, dass Frank sich derzeit im Hafen an Pier 9 aufhält./n/n Trotz Coopers Protest schließt sich Kate ihm und Hector bei der Jagd nach Frank an. Die drei machen sich auf den Weg zum Hafen./n/nCooper möchte, dass sich alle am Tor zu Pier 9 treffen. Danach bleibt ihm nur noch das zu tun, wofür er hergekommen ist.
1032927492	DeVitt-Goldmine
739256700	Eine Lore voller Schießpulver
679755953	Erneut hat Cooper sein Duell gegen Frank verloren. Damals wie heute müssen Andere den Preis für sein Scheitern zahlen. Gibt es noch Hoffnung?
1630898247	Vincent DeVitt hat seine Finger überall im Spiel. Ein erfolgreiches Eisenbahnimperium, der lukrative Handel mit Straftätern und nicht zuletzt die DeVitt Goldmine./n/nUnter der heißen Sonne New Mexicos graben Bergarbeiter wertvolle Metalle aus der Erde, unter ständiger Beobachtung durch die Wachen der DeVitt Company ./n/nIm Arbeiterlager hacken gerade drei vertraute Gesichter auf einen Haufen Steine ein. Ihr Körper sind erschöpft, ihre Stimmung ist übel./n/nIhre Gedanken drehen sich jedoch nur um eines: die Flucht.
1624871096	Eingesperrt in der Goldmine der DeVitt Company, arbeitet die Gang an einem Fluchtplan./n/nWährend einer Pause müssen Doc, Hector und Isabelle ihre Ausrüstung zurückholen und aus dem Arbeiterlager ausbrechen./n/nDann sichern sie sich eine Lore voller Schießpulver, die sie mitnehmen, bis sie letztendlich das Haupttor erreichen./n/nDer Plan ist simpel: Kate und Cooper befreien, mit der Lore das Tor in die Luft jagen und dann flüchten.
2029047628	Las Piedras
796251795	Der Lohn des Schmerzes
246702833	Mitten im Nirgendwo gestrandet besteht die einzige Überlebenschance der Gang in einem nahe gelegenen Bahnhof.
327079711	Frisch aus DeVitts Goldmine entkommen, fühlt sich die Gang zermürbt, geschunden und demoralisiert./n/n Die Trennung von Doc lastet schwer auf allen, und die Tatsache, dass er das einzige verfügbare Pferd mitgenommen hat, hilft da auch nicht./n/nNichtsdestotrotz müssen sie es bis zur nächsten Stadt mit Bahnhof schaffen. Wegen Coopers verletztem Bein kommen sie aber nur langsam voran./n/nAls sie ankommen, finden sie in einer Hausruine knapp außerhalb der Stadt Unterschlupf.
166306906	Nach der Flucht aus DeVitts Mine hat Doc die Nase voll von der aktuellen Situation und beschließt, alleine weiterzumachen. Die anderen machen sich auf den Weg zum nächsten Bahnhof./n/nBei ihrer Ankunft stellen sie fest, dass der ganze Ort von DeVitts Männern besetzt ist. Und mehr noch: Keiner der Züge scheint tatsächlich am Bahnhof Halt zu machen./n/nWährend Isabelle Coopers Bein verarztet, suchen Kate und Hector nach einer Möglichkeit, den Zug aufzuhalten./n/nIhr Plan ist es, die Schienen zu blockieren und dann auf den nächsten Zug aufzusteigen, damit sie alle nach Hause können.
609111573	Casa DeVitt
2006494126	Ein führender Industrieller
1413452906	DeVitt hält auf seiner schicken Hazienda eine extravagante Dinner Party ab. Dank einiger ungeladener Gäste wird der Abend jedoch bald aus dem Ruder laufen.
468576441	Nachdem sie sicher in den Zug entkommen ist, bekommt die Gang endlich ihre redlich verdiente Erholung./n/nWährend Hector und Isabelle ihre Erschöpfung ausschlafen, führen Cooper und Kate lange Gespräche. Die Stimmung ist immer noch angespannt, aber die ersten Schritte sind gemacht./n/nZurück in der Zivilisation kontaktiert die Gang Marshal Wayne, der begeistert ist, zu erfahren, dass sie noch leben. Gemeinsam schmieden sie einen Plan, um DeVitt und Frank endgültig zu erledigen./n/nDer Erste auf der Liste ist DeVitt, der in seinem schicken Anwesen gerade eine exklusive Dinner Party veranstalten will.
861610767	Die Gang entkommt DeVitts Fängen und wendet sich an Marshal Wayne. Gemeinsam schmieden sie einen Plan, um DeVitt und Frank von der Bildfläche verschwinden zu lassen./n/nDeVitt steht als Erster auf der Liste. Mit Waynes Hilfe können sie sich Einladungen zu DeVitts exklusiver Feier verschaffen./n/nIhr Plan: DeVitt von den Gästen trennen, ihn entführen und an den Marshal überstellen.
1986610452	Teufels-Canyon/n(Kapitel III)
1882495352	Die Alte und die Neue
1671544744	Doc ist zurückgekehrt und DeVitt ist von der Bildfläche verschwunden. Damit bleibt nur noch eine Sache übrig, die geklärt werden muss.
1827622766	Nachdem sie DeVitt an den Marshal überstellt hat, zieht die Gang nach Süden und überquert die Grenze. Es ist eine lange Reise, und die Wüstensonne brennt erbarmungslos auf unsere Reiter nieder./n/nUnd trotzdem ist die Gang unverdrossen. Cooper führt die Gruppe an, Hector erzählt Kate wilde Geschichten, während Doc und Isabelle wie gewohnt zanken./n/nGemeinsam überqueren sie die Grenze nach Mexiko und begeben sich in die felsige Wüste. Ihr Ziel ist der Teufels-Canyon.
1141398023	Die Gang überquert die mexikanische Grenze und reitet zum Teufels-Canyon./n/nIn Franks altem Versteck herrscht reges Treiben. Cooper ist sich sicher, dass Frank an der Kapelle auf sie wartet./n/nDer Plan ist simpel: Die Gang muss sich am Friedhofstor treffen und Frank zur letzten Konfrontation herausfordern.
2017302914	Münze
1323949238	Cooper kann eine <skill>Münze</skill> werfen, um Feinde innerhalb des blauen Radius abzulenken./nDrücke {0} und dann {1}, um sie zu werfen.
1838518536	Cooper kann eine <skill>Münze</skill> werfen, um Feinde innerhalb des blauen Radius abzulenken./nHalte {2} gedrückt und drücke {3}, um die <skill>Münze</skill> zu werfen.
1476362018	Messer/ausknocken
875975871	Du kannst Feinde aus nächster Nähe mit deinem <skill>Messer</skill> angreifen oder sie ausknocken./nDrücke {0}, um das <skill>Messer</skill> auszuwählen und dann {1}, um anzugreifen./nUm einen Gegner <skill>auszuknocken</skill>, musst du entweder die Fähigkeit in der Fähigkeitenleiste wechseln oder {2} benutzen.
923056148	Du kannst Feinde aus nächster Nähe mit deinem <skill>Messer</skill> angreifen oder sie ausknocken./nGehe nahe an einen Feind heran und drücke {0}, um ihn anzugreifen./nDu kannst einen Gegner <skill>ausknocken</skill>, indem du durch Drücken von {1} das Charakter-Rad aufrufst und dann {2} drückst, um zu „nicht tödlich“ zu wechseln.
1412381580	Wurfmesser
337253238	Cooper kann sein <skill>Messer</skill> werfen, um Gegner aus der Ferne auszuschalten. Anschließend muss er es <skill>zurückholen</skill>./nDrücke {0}, um das <skill>Wurfmesser</skill> auszuwählen, und dann {1}, um es zu werfen.
14027067	Cooper kann sein <skill>Messer</skill> werfen, um Gegner aus der Ferne auszuschalten. Anschließend muss er es <skill>zurückholen</skill>./nHalte {0} gedrückt und benutze dann {1}, um das <skill>Wurfmesser</skill> auszuwählen./nAnschließend musst du zielen und es werfen.
1515858005	Doppelschuss
1657051985	Cooper kann <skill>beide Waffen</skill> <skill>auf einmal</skill> abfeuern./n Drücke {0}, um in den Showdown-Modus zu wechseln./nDann kannst du <skill>zwei Ziele</skill> für Coopers Waffen auswählen.
891655333	Cooper kann <skill>beide Waffen</skill> <skill>auf einmal</skill> abfeuern./n Drücke {0}, um in den Showdown-Modus zu wechseln./nDann kannst du <skill>zwei Ziele</skill> für Coopers Waffen auswählen.
604280480	Revolver
580056692	Cooper kann seine <skill>Revolver</skill> nutzen, um Wachen auszuschalten. Schusswaffen sind <skill>laut</skill> und alarmieren Wachen, die sie hören./nDrücke {0}, um einer der <skill>Schusswaffen</skill> auszuwählen, und schieße anschließend damit.
876546541	Cooper kann seine <skill>Revolver</skill> nutzen, um Wachen auszuschalten. Schusswaffen sind <skill>laut</skill> und alarmieren alle Wachen, die sie hören./nHalte {0} gedrückt und benutze dann {1}, um die <skill>Schusswaffen</skill> auszuwählen./nAnschließend musst du zielen und schießen.
735975592	Leichen verstecken
1422147188	<skill>Leichen</skill> kannst du in Gebüschen, Häusern und an anderen Orten <skill>verstecken</skill>./nDrücke {0} und dann {1}, um eine Leiche aufzunehmen./nWährend du eine Leiche trägst, musst du {2} gedrückt halten und {3} drücken, um sie an der gewünschten Stelle abzulegen./n
70988820	<skill>Leichen</skill> kannst du in Gebüschen, Häusern und an anderen Orten <skill>verstecken</skill>./nGehe nah heran, um sie aufzunehmen. Ist ein Feind bewusstlos, musst du ihn zunächst fesseln./nWährend du eine Leiche trägst, musst du {0} drücken, um sie abzulegen./n
685610135	Die Arzttasche
1817172584	McCoy kann seine <skill>Tasche</skill> werfen, um Wachen anzulocken. Anschließend muss er sie sich <skill>zurückholen</skill>./nEine Gasfalle <skill>blendet</skill> Gegner, die die Tasche öffnen. Anschließend werden sie die Situation aber <skill>untersuchen</skill>./n
1700272806	McCoy kann seine <skill>Tasche</skill> werfen, um Wachen anzulocken. Anschließend muss er sie sich <skill>zurückholen</skill>./nEine Gasfalle <skill>blendet</skill> Gegner, die die Tasche öffnen. Anschließend werden sie die Situation aber <skill>untersuchen</skill>./n
1804620665	Fläschchen mit Sumpfgas
178798020	McCoy kann ein <skill>Fläschchen mit Sumpfgas</skill> werfen, das alle Wachen in seinem Radius <skill>ausknockt</skill>./nLong Coats sind durch ihr Bandana <skill>geschützt</skill> und können nur vorübergehend ausgeknockt werden.
1524919872	Buntline
676320687	McCoy kann seinen <skill>Buntline</skill> benutzen, um Feinde aus <skill>großer Entfernung</skill> auszuschalten./nWenn er diese Fähigkeit für ein Missionsziel braucht, hat er eine finale „Goldene Kugel“ bei sich.
898711201	McCoy kann seinen <skill>Buntline</skill> benutzen, um Feinde aus <skill>großer Entfernung</skill> auszuschalten./nWenn er diese Fähigkeit für ein Missionsziel braucht, hat er eine finale „Goldene Kugel“ bei sich.
767565801	Abgesägte Schrotflinte
771062537	Hector kann seine <skill>Abgesägte</skill> verwenden, um <skill>mehrere Feinde</skill> mit einem lauten Fernangriff auf einmal auszuschalten./nAlle Feinde innerhalb des roten Kegels werden getroffen.
1340305495	Hector kann seine <skill>Abgesägte</skill> verwenden, um <skill>mehrere Feinde</skill> mit einem lauten Fernangriff auf einmal auszuschalten./nAlle Feinde innerhalb des roten Kegels werden getroffen.
477902702	Pfeife
2015070561	Hector <skill>lockt</skill> Feinde, die in Reichweite sind, zu seiner aktuellen Position./nSobald sie ankommen, <skill>untersuchen</skill> sie die Gegend.
1955477487	Hector <skill>lockt</skill> Feinde, die in Reichweite sind, zu seiner aktuellen Position./nSobald sie ankommen, <skill>untersuchen</skill> sie die Gegend.
919833113	Bianca
1245739698	Hector kann <skill>„Bianca“</skill> nutzen, eine riesige aber irgendwie trotzdem unauffällige Bärenfalle./nFeinde, die in sie hineintreten, sterben.
533551378	Hector kann <skill>„Bianca“</skill> nutzen, eine riesige aber irgendwie trotzdem unauffällige Bärenfalle./nFeinde, die in sie hineintreten, sterben.
1104078969	Falle und Pfeife
980520670	Hector kann <skill>pfeifen</skill>, um Wachen zu seiner <skill>aktuellen Position</skill> zu locken./nHector kann außerdem <skill>„Bianca“</skill> platzieren, eine riesige aber überraschend unauffällige Bärenfalle./nHector ist klug, also kombiniert Hector seine Fähigkeiten gerne.
1809198382	Hector kann <skill>pfeifen</skill>, um Wachen zu seiner <skill>aktuellen Position</skill> zu locken./nHector kann außerdem <skill>„Bianca“</skill> platzieren, eine riesige aber überraschend unauffällige Bärenfalle./nHector ist klug, also kombiniert Hector seine Fähigkeiten gerne.
842507766	Showdown-Modus (erweitert)
1673237879	Der Showdown-Modus pausiert das Spiel, damit du <skill>eine Aktion pro Charakter</skill> planen kannst./nDrücke {1}, um alle geplanten Aktionen <skill>sofort</skill> auszuführen./nDrücke {0}, wenn du geplante Aktionen <skill>später</skill> ausführen möchtest./n(Hinweis: Im Schwierigkeitsgrad „Desperado“ pausiert der Showdown-Modus das Spiel nicht.)
1769152909	Der Showdown-Modus pausiert das Spiel, damit du <skill>eine Aktion pro Charakter</skill> planen kannst./nDrücke {1}, um alle geplanten Aktionen <skill>sofort</skill> auszuführen./nDrücke {0}, wenn du geplante Aktionen <skill>später</skill> ausführen möchtest./n(Hinweis: Im Schwierigkeitsgrad „Desperado“ pausiert der Showdown-Modus das Spiel nicht.)
1404765654	Showdown-Modus (Grundlagen)
1526524616	Der Showdown-Modus pausiert das Spiel, damit du eine Aktion pro Charakter <skill>planen</skill> kannst./nDu kannst Aktionen sofort <skill>ausführen</skill> oder sie dir für später aufheben./nDrücke {0}, um in den Showdown-Modus zu wechseln./n(Hinweis: Im Schwierigkeitsgrad „Desperado“ pausiert der Showdown-Modus das Spiel nicht.)
736490867	Der Showdown-Modus pausiert das Spiel, damit du eine Aktion pro Charakter <skill>planen</skill> kannst./nDu kannst Aktionen sofort <skill>ausführen</skill> oder sie dir für später aufheben./nDrücke {0}, um in den Showdown-Modus zu wechseln./n(Hinweis: Im Schwierigkeitsgrad „Desperado“ pausiert der Showdown-Modus das Spiel nicht.)
1145539499	Sichtkegel 1
408743155	Wenn ein Feind dich sieht, wird sein <skill>Sichtkegel</skill> gelb eingefärbt./n Erreicht dich das Gelb, so <skill>bemerkt</skill> der Feind dich, greift an und schlägt Alarm./nWähle mit {0} einen Feind aus, um dir seinen <skill>Sichtkegel</skill> anzeigen zu lassen.
1731445198	Wenn ein Feind dich sieht, wird sein <skill>Sichtkegel</skill> gelb eingefärbt./nErreicht dich das Gelb, so <skill>bemerkt</skill> der Feind dich, greift an und schlägt Alarm./nHalte {0} gedrückt und bewege den Cursor über einen Feind, um dir seinen <skill>Sichtkegel</skill> anzeigen zu lassen.
242639902	Sichtkegel 2
1242129070	Während du geduckt bist ({0}),kannst du dich sicher durch den <skill>dunklen und gestreiften</skill> Bereich des feindlichen Sichtkegels bewegen./nStehst du geduckt auf einem <skill>Dach</skill>, so bist du für die Wachen darunter grundsätzlich nicht zu sehen.
2024541266	Während du geduckt bist ({0}),kannst du dich sicher durch den <skill>dunklen und gestreiften</skill> Bereich des feindlichen Sichtkegels bewegen./nStehst du geduckt auf einem <skill>Dach</skill>, so bist du für die Wachen darunter grundsätzlich nicht zu sehen.
645631705	Alarm
1315509806	Bestimmte Aktionen veranlassen die Wachen dazu, <skill>Alarm</skill> zu geben./nDadurch kommen Wachen aus den jeweiligen <skill>Wachhäusern</skill>, die mit einem Symbol gekennzeichnet sind./nSobald der Alarm aufhört, gehen überlebende Feinde <skill>in dem Bereich auf Patrouille</skill>, und zwar dauerhaft.
1683052577	Dynamit benutzen
1385269576	Du kannst <skill>Dynamit</skill> aus dem Fass nehmen und werfen./nZiele mit {2} und wirf das Dynamit dann mit {3}./nSei vorsichtig: Wenn du zu lange wartest, explodiert es in deiner Hand.
1505140734	Du kannst <skill>Dynamit</skill> aus dem Fass nehmen und werfen./nZiele mit {1} und wirf das Dynamit dann mit {2}./nSei vorsichtig: Wenn du zu lange wartest, explodiert es in deiner Hand.
986016286	Taschendiebstahl
1040402450	In bestimmten Missionen, kann Kate bei Feinden <skill>Taschendiebstahl</skill> begehen./nSei aber vorsichtig! Wenn du dabei <skill>gesehen</skill> wirst, gibt es einen Alarm./nHalte {0} gedrückt und wähle mit {1} ein Ziel aus.
1965673562	In bestimmten Missionen, kann Kate bei Feinden <skill>Taschendiebstahl</skill> begehen./nSei aber vorsichtig! Wenn sie dabei <skill>gesehen</skill> wird, gibt es einen Alarm./nGehe nah ans Ziel heran und benutze {0}, um den Taschendiebstahl auszuführen.
1036264098	Wirf die Münze zum Pferd.
357399918	Verlasse den Showdown-Modus {0}.
881960063	Führe eine Aktion aus {0}.
59907472	Wirf die Münze zum Pferd.
1014902990	Verlasse den Showdown-Modus {0}.
1015377738	Führe eine Aktion aus {0}.
1567781377	Mehrere Charaktere auswählen
469629017	<skill>Mehrere Charaktere</skill> kannst du auswählen, indem du {0} gedrückt hältst und ein Rechteck um sie herum ziehst.
1484251413	Du kannst <skill>mehrere Charaktere</skill> auf einmal auswählen./nDrücke {0}, um das <skill>Fähigkeiten-Rad</skill> aufzurufen./nBenutze dann {1}, um die Charaktere auszuwählen./nFüge deiner Auswahl weitere Charaktere hinzu, indem du {2} drückst.
8510378	Zivile Zonen
2042750386	 Die Charaktere können sich unbemerkt durch <skill>zivile Zonen</skill> bewegen, solange sie nichts Verdächtiges machen./nDie <skill>rote Markierung</skill> zeigt an, ob du gleich eine <skill>zivile Zone</skill> betrittst oder verlässt.
1920588610	Long Coats
1160028354	<skill>Long Coats</skill> sind die gefährlichsten Feinde./nHector ist der einzige, der sie alleine erledigen kann, und zwar mit seiner <skill>treuen Axt</skill> oder mit <skill>bloßen Fäusten</skill>.
1182687730	Verbinden von Long Coats
891957788	Du kannst einen Long Coat mit einer anderen Wache niedrigeren Ranges verbinden. Wenn du dann die andere Wache ausschaltest, wird der Long Coat verwundbar und kann sicher angegriffen werden.
1063170881	Ponchos
1729102775	Wachen, die <skill>Ponchos</skill> tragen, lassen sich nicht leicht täuschen. Sie <skill>verlassen ihren Posten nicht</skill>, und Ablenkungen halten bei ihnen nicht so lange vor.
1077739942	Long Coats betäuben
1023966315	Ohne Hector ist es schwierig, <skill>Long Coats</skill> zu überwältigen./nUm sie auszuschalten, musst du sie <skill>betäuben</skill>, indem du <skill>auf sie schießt</skill> und dich dann von hinten anschleichst./nAußerdem <skill>durchschauen sie Kates Verkleidung</skill> und lassen sich kaum ablenken.
495832922	Sichtkegel-Markierung
1558125949	Die <skill>Sichtkegel-Markierung</skill> zeigt an, ob eine Stelle von Wachen beobachtet wird./nHalte {0} gedrückt, um sie an einer <skill>Stelle</skill> oder auf einer <skill>Wache</skill> zu platzieren./n
1351644456	Die <skill>Sichtkegel-Markierung</skill> zeigt an, ob eine Stelle von Wachen beobachtet wird./nHalte {0} gedrückt und benutze dann den Cursor und drücke {1}, um sie an einer <skill>Stelle</skill> oder auf einer <skill>Wache</skill> zu platzieren./n
474395380	Objekte hervorheben
205196585	Du kannst alle interaktiven Objekte und Feinde <skill>hervorheben</skill>, indem du {0} drückst.
1238248782	Du kannst alle interaktiven Objekte und Feinde <skill>hervorheben</skill>, indem du {0} drückst.
1490757284	Folgen
1320541830	Kate kann <skill>Wachen</skill> dazu bringen, dass sie ihr eine kurze Zeit lang folgen./nFrauen, Ponchos und Long Coats sind jedoch immun dagegen.
1314573438	Kate kann <skill>Wachen</skill> dazu bringen, dass sie ihr eine kurze Zeit lang folgen./nFlirte mit ihnen und drücke dann erneut {0}, damit sie ihr folgen./nFrauen, Ponchos und Long Coats sind jedoch immun dagegen.
955787236	Lore
1847265587	Die <skill>Lore</skill> kann entlang der Schienen <skill>geschoben</skill> werden. <skill>Weichen</skill> können durch die Hebel daneben bedient werden./n<skill>Loslassen</skill> kannst du die Lore, indem du {0} drückst./nSei vorsichtig! Wird die Lore von einer Kugel getroffen, explodiert sie.
340709910	Die <skill>Lore</skill> kann entlang der Schienen <skill>geschoben</skill> werden. <skill>Weichen</skill> können durch die Hebel daneben bedient werden./n<skill>Loslassen</skill> kannst du die Lore, indem du {0} drückst./nSei vorsichtig! Wird die Lore von einer Kugel getroffen, explodiert sie.
122918593	Schnellspeichern und -laden
162479796	Du kannst das Spiel jederzeit speichern, indem du {0} drückst./nDen zuletzt gespeicherten Spielstand kannst du schnell laden, indem du {1} drückst./nMache von dieser Möglichkeit <skill>oft</skill> Gebrauch! Es ist ein <skill>beabsichtigter</skill> Teil des Spiels, zu scheitern und es erneut versuchen zu müssen.
274179946	Du kannst das Spiel jederzeit speichern, indem du {0} drückst./nDen zuletzt gespeicherten Spielstand kannst du schnell laden, indem du {1} drückst und den gewünschte Spielstand auswählst./nMache von dieser Möglichkeit <skill>oft</skill> Gebrauch! Es ist ein <skill>beabsichtigter</skill> Teil des Spiels, zu scheitern und es erneut versuchen zu müssen.
1897236503	Parfümfläschchen
488427544	Kate hat einen unbegrenzten Vorrat an <skill>Parfümfläschchen</skill>. Ein Fläschchen blendet vorübergehend alle <skill>Wachen</skill> in Reichweite./nDies ist eine der wenigen Fähigkeiten, die auf alle Sorten von Wachen gleich stark wirkt, einschließlich der <skill>Long Coats</skill> und <skill>Ponchos</skill>.
896736163	Ausknocken
1968621861	Kate knockt Wachen nur aus und beherrscht <skill>keinen tödlichen</skill> Angriff./nAußerdem trägt sie kein Seil mit sich, mit dem sie die Feinde fesseln könnte. Sei also vorsichtig, denn sie werden wieder wach.
1385813891	Flirten
1705470805	Kate kann mit <skill>Wachen</skill> <skill>flirten</skill>, um sie abzulenken./nFlirtet sie mit einer Wache, so dreht diese sich in Kates Richtung um, solange Kate will./nBenutze {0}, um die Fähigkeit auszuwählen. Anschließend muss du dein Ziel auswählen.
1629591389	Kate kann mit <skill>Wachen</skill> <skill>flirten</skill>, um sie abzulenken./nFlirtet sie mit einer Wache, so dreht diese sich in Kates Richtung um, solange Kate will./nGehe nah an eine Wache heran und drücke {0}, um mit dem Flirten zu beginnen.
137511216	Lichtquellen
758335557	Manche <skill>Lichtquellen</skill> können <skill>ausgelöscht</skill> werden. Sehen Wachen ein ausgelöschtes Licht, so gehen sie dorthin, um es neu anzuzünden.
630348001	Ölfallen
966811184	<skill>Ölfallen</skill> können entzündet werden. Dadurch werden alle in Reichweite getötet, ohne dass ein Alarm ausgelöst wird./n Schnapp dir eine <skill>Fackel</skill> von einem der großen Lagerfeuer und wirf sie ins Öl./nVorsicht: Sobald du eine Fackel trägst, bist du sichtbar. Betrittst du mit der Fackel ein Gebüsch, wird sie ausgelöscht.
229242698	<skill>Ölfallen</skill> können entzündet werden. Dadurch werden alle in Reichweite getötet, ohne dass ein Alarm ausgelöst wird./n Schnapp dir eine <skill>Fackel</skill> von einem der großen Lagerfeuer und wirf sie ins Öl./nVorsicht: Sobald du eine Fackel trägst, bist du sichtbar. Betrittst du mit der Fackel ein Gebüsch, wird sie ausgelöscht.
39295875	Kates Verkleidung
508374419	Sobald Kate eine <skill>Verkleidung</skill> aufgenommen hat, kann sie diese anziehen, indem du {0} drückst./nWährend sie verkleidet ist, kann sie feindliches Territorium fast <skill>unbemerkt</skill> durchqueren./n<skill>Long Coats</skill> und <skill>Hunde</skill> durchschauen die Verkleidung jedoch.
966230627	Sobald Kate eine <skill>Verkleidung</skill> aufgenommen hat, kann sie diese anziehen, indem du sie im Fähigkeiten-Rad auswählst und {0} drückst./nWährend sie verkleidet ist, kann sie feindliches Territorium fast <skill>unbemerkt</skill> durchqueren./n<skill>Long Coats</skill> und <skill>Hunde</skill> durchschauen die Verkleidung jedoch.
1247916034	Hunde
384432610	<skill>Hunde</skill> können die Charaktere durch ihren Geruch aufspüren, wenn sie sich in Gebüschen oder hinter Deckungen verstecken./nSobald sie einen Charakter bemerkt haben, greifen sie an und beginnen, zu <skill>bellen</skill>. Dadurch werden dann Wachen angelockt./n<skill>Hunde</skill> können auch Kate aufspüren – selbst dann, wenn sie eine Verkleidung trägt.
1542545570	Derringer
589642151	Kate kann ihren Derringer benutzen, um auf Wachen zu schießen./nDie Reichweite ist sehr minimal, aber die Schussgeräusche sind es ebenfalls ...
774016983	Gedankenkontrolle
111091774	Isabelle kann Feinde per <skill>Gedankenkontrolle</skill> steuern./nSie kann ihnen befehlen, andere <skill>anzugreifen</skill> oder mit Objekten zu <skill>interagieren</skill>./nAktionen von Wachen, die aufgrund ihrer Gedankenkontrolle handeln, <skill>verursachen nie einen Alarm</skill>. Sollte jemand aber sehen, dass sie etwas <skill>Verdächtiges</skill> tun, so greift derjenige an.
1381139210	Isabelle kann Feinde per <skill>Gedankenkontrolle</skill> steuern./nSie kann ihnen befehlen, andere <skill>anzugreifen</skill> oder mit Objekten zu <skill>interagieren</skill>./nAktionen von Wachen, die aufgrund ihrer Gedankenkontrolle handeln, <skill>verursachen nie einen Alarm</skill>. Sollte jemand aber sehen, dass sie etwas <skill>Verdächtiges</skill> tun, so greift derjenige an.
145657864	Jimson-Kraut
561717325	Isabelle kann <skill>Jimson-Kraut</skill> benutzen, um sich selbst zu <skill>heilen</skill>, indem du {0} drückst.
637479073	Isabelle kann <skill>Jimson-Kraut</skill> benutzen, um sich selbst zu <skill>heilen</skill>, indem du es im Fähigkeiten-Rad auswählst und {0} drückst.
648873026	Verbindung
104247868	Isabelle kann zwei beliebige Charaktere miteinander <skill>verbinden</skill>. Was mit dem einen passiert, passiert dann auch mit dem anderen./nDas eröffnet viele Möglichkeiten, ein Problem zu lösen. Scheue dich also nicht, zu experimentieren./n(Hinweis: Um die Verbindung zu unterbrechen, musst du die Fähigkeit an jemandem benutzen, der bereits verbunden ist.)
2127908959	Isabelle kann zwei beliebige Charaktere miteinander <skill>verbinden</skill>. Was mit dem einen passiert, passiert dann auch mit dem anderen./nDas eröffnet viele Möglichkeiten, ein Problem zu lösen. Scheue dich also nicht, zu experimentieren./n(Hinweis: Um die Verbindung zu unterbrechen, musst du die Fähigkeit an jemandem benutzen, der bereits verbunden ist.)
1527846203	Stella
369625641	Isabelle kann ihre Katze <skill>Stella</skill> losschicken, um Feinde für ein paar Sekunden abzulenken.
403734131	Isabelle kann ihre Katze <skill>Stella</skill> losschicken, um Feinde für ein paar Sekunden abzulenken.
389584167	Fußspuren
970518927	In nassem Schlamm und in Sand hinterlässt du Fußspuren. Wachen können diesen Spuren folgen, sei also vorsichtig.
1446458937	Flaches Wasser
97485671	Pass auf, wenn du dich durch flaches Wasser bewegst, denn das macht Geräusche./nWenn du rennst, macht das mehr Geräusche, als wenn du gehst oder geduckt gehst.
1057120260	Kamera bewegen/n {0}
1268121818	Kamera bewegen/n {0}
1997712746	Bewegen/n {0}
2011726767	Bewegen/n {0}
2015399734	Rennen/n <hotkey>2 x</hotkey> {0}
1130591802	Rennen {0}
1352061002	Schleichen/n {0}
451565714	Schleichen/n {0}
818918724	Sichtkegel anzeigen/n {0}
1803911677	Sichtkegel anzeigen/n {0} gedrückt halten
1329201872	Sichtkegel/n {0}
546518967	Sichtkegel/n {0} gedrückt halten
1734509107	Sichtkegel anzeigen/n {0} gedrückt halten/n Auswahl mit {1}
1468795448	Schnellspeichern/n {0}
805677071	Schnellspeichern/n {0}
30740186	Zoomen/n {0}
991590334	Zoomen/n {0} gedrückt halten
