English	영어
1224104187	당연하죠, 사장님.
616828719	물론입니다, 사장님.
1731956899	알겠습니다.
2067764701	감사합니다.
953177886	꼭 기억하겠습니다.
704028950	에잇, 소름끼쳐.
962953618	미안해, 자기. 난 남자가 좋아.
2074797965	그래, 넌 내 취향이 아냐.
1564611961	부끄러운 줄 알아야지.
566600254	싫은데?
931485723	저 얼간이 녀석.
28463321	여자가 아깝다!
1315404468	그래, 좋은 시간 보내라...
296351444	아가씨... 그놈은 그럴 가치 없어.
1992956647	어딜 가.
188061436	이 여잔 지금 널 가지고 노는 거야.
1053889121	저 여자한테 속지 마.
1325703382	오늘 일과도 거의 끝나가네...
619297348	허리가 또 아프기 시작했어...
729797723	요즘 잠이 너무 부족해... 
2138758058	조용하군.
1580623648	아무 이상 없어.
2003677178	간지러워 죽겠어.
1687457749	따분해...
28224620	신발을 새로 사야겠어.
1899299288	좋아...
464289324	앗. 깜박할 뻔했어...
363956283	...
599156473	...
1420386326	...
859762540	...
2038419615	...
1115716585	...
1120847713	...
579542080	...
1752477208	...
283706930	...
1396073629	건배!
840476864	자, 마셔!
584709926	위하여!
775874072	코가 비뚤어지게 마셔보자!
1936459737	프랭크가 기분이 좋은가 봐.
1012301273	우린 언제 나가지?
1139859870	더러운 도둑놈들...
1997102153	어디 덤벼봐!
465437588	좀 조용했으면 좋겠어...
905926198	너무 늦었는데...
585802436	쯧... 부자들이란...
1186357806	오늘은 결혼식이야.
1821853543	시장이 죽었어...
1662303859	살인범이 여전히 활개 치고 있어.
337962660	망할 놈의 비...
2077189993	...! 목장이 꽤 넓군.
1399324926	근무 시간이 끝나가...
1976109245	으으.... 여긴 너무 춥네...
658994837	우린 여기 고립된 거야.
999022320	끄아... 손이 차가워.
309210941	잘 지켜봐야지.
2110497741	프랭크가 화났어.
38631796	정신 나간 밤이었어.
1005387535	망할 외지인들.
456942412	이번 달만 세 번째야.
257248617	여자는 맘에 들어.
513018954	아, 뉴올리언스...
1726806938	난 도시의 밤이 정말 좋아.
874532731	여기서 당장 나가야 해.
1649831488	나한테 이럴 순 없어.
2015404106	온 몸이 다 젖었다고.
1704600156	분위기가 심상치 않아.
1696809433	너무 피곤해.
114095251	더는 못 버티겠어...
149333271	다들 여기까지 무슨 볼일이 있어서 온 거지?
13935342	빌어먹을 외지인들.
764603441	아, 더워.
1828095554	옷들이 전부 삐까뻔쩍하구만.
504871116	일정은 차질없이 진행되고 있어.
404924154	이런 게 삶이지.
870224807	그리운 옛 시절이 떠오르네.
814754320	별일 없나?
647686182	응, 똑같지 뭐.
1237125489	안녕.
1583263944	어, 안녕.
695468909	버틸만해?
143632231	난 괜찮아.
2043360240	무슨 문제라도 있어?
1569125277	아니.
1334804824	담배 있어?
1760183324	미안. 
414070090	이따 술이나 마시러 갈까?
421142466	그러자.
1865588823	문제 없어?
793717695	전혀.
836637711	이따가 포커나 칠까?
571639356	포커 좋지.
715152438	어땠어?
203221805	... 묻지도 마라.
1998810944	우린 언제 가?
1658273459	몰라. 곧 가겠지.
1859171146	야, 위스키는 어떻게 됐어?
1093194854	어제 다 마셨지.
1974983804	누가 도와줄까?
1972223928	두고 봐야지.
456170218	난 도둑놈들이 정말 싫어.
968900901	그건 나도 마찬가지야.
900044987	인부들이 말썽을 부리지는 않아?
1401345004	맨날 뻔하지, 뭐.
1564864007	괜찮아?
1663811552	그럭저럭.
522896107	잘 돼가?
1577875827	결혼식 준비는 거의 끝났어.
384578159	신부 웨딩드레스는 봤고?
1787157100	그래. 비싸 보이던데.
697186087	뭐라도 보여?
2120873238	아니, 딱히 보고 싶지도 않고.
781830452	히긴스 시장이 죽었어.
834529438	비극이네.
1718376515	목장이 꽤 넓지?
998231926	이렇게 큰 목장은 처음이야.
874940981	왜 하필이면 지금 비냐?
945075548	난 비 내리는 날이 싫어.
1873570525	이러다가 얼어 죽겠어!
742572414	감기 걸릴 것 같아.
710386254	플래그스톤 얘기 들었어?
205219891	그래. 마을 주민들의 신경이 곤두섰어.
1666170682	혼자 왔을까?
268694333	그건 모르지. 조심해.
1548456137	그놈 봤어?
1385877758	그래. 빌어먹을 현상금 사냥꾼.
1648383777	도대체 무슨 일이 일어난 걸까?
688417624	난 늪지의 마녀들 짓이라는 데 돈 건다.
1934889879	그게 정말일까? 진짜 악마 짓이라는 게?
354422264	별로 생각하고 싶지 않아.
1938581895	여자는 우리가 데려가도 되려나?
1048254329	그랬다간 사장한테 절단나는 수가 있어.
951866929	뭐 이리 오래 걸려?
1717911467	몇 명이 뒤처져서 그래.
2008161612	정말 아름다운 밤이지?
396823285	어.
1819882843	누가 오는지 들었어?
1568864476	그래. 아주 가관이겠어.
329787197	당장 여기를 떠야 해.
549501391	아직이야.
1869817065	어떻게 빠져나가지?
1972569024	인내심을 가져.
1436464429	저 배는 뭐지?
1399788681	데빗 컴퍼니의 배야.
355923929	도로는 왜 봉쇄한 거지?
1219777739	회사 일 때문이겠지 뭐.
60157860	서 있기조차 힘들어.
1393407182	나도 그래.
2076908451	더는 못 참겠어.
43880783	힘내.
1391163337	저 사람들 뭐 하는 거지?
137736140	광산에서 탈주 소동이 났어.
1889947113	다들 긴장한 모양이야.
1558147933	아주 위험한 놈들을 추격하고 있거든.
1175262044	일정에는 차질없지?
507705795	그럭저럭.
1074087586	프랭크한테 무슨 일이 있었는지 봤어?
300100531	데빗 씨가 들으면 어쩌려고 그래.
1054134165	녀석들이 여기로 올까?
1491586680	프랭크는 올 거라 했어.
1798229286	그리운 옛 시절이 떠오르네.
230845775	어. 여전히 푹푹 찌네.
1552657520	좋게 끝나지는 않을 거야.
1057442044	응, 그 얘기는 들었어.
790946530	그런 건 전문가들한테 맡겨.
1499609338	내 말이.
344865819	이건 비밀이야, 알겠지?
659828860	다른 녀석은?
1869964673	장기적으로는 상관없어.
472808940	잠깐만 들어봐.
285958914	그래, 하지만 이제 어떻게 되는 거지?
2089103290	걱정 마, 예전에도 겪은 상황이야.
1978903148	무슨 말인지 잘 모르겠어.
1730064588	이런, 그걸 놓치다니.
623917837	그게 차이점이지.
149023944	헤헤, 내가 뭐랬어.
2134446096	사실일 리가 없잖아, 그렇지?
164172599	믿는 자에게 복이 있나니.
605835899	그래, 하지만 뭐 새삼스러운 사실도 아니잖아.
334581915	요즘 별 얘기를 다 듣는구나.
2128479296	아무래도 시대가 계속 바뀌니까 말이야.
1451790603	무슨 얘기 하고 있었지?
804274874	하던 얘길 까먹었는데... 아, 그래.
541968187	그래서 내 말은...
1880376000	그래, 무슨 얘기 하고 있었지?
2066633555	다시 본론으로 돌아가서...
1186386859	잠깐, 이상한데?
588860568	이봐, 뭐 하는 짓이야?
1358040690	제발 그만해?!
978125345	그만둬!
2061818366	정말 이상한 사람이야.
94758300	일부러 정신 나간 척하는 거야?
746061915	여기서 뭐 하는 거지?
2083785457	여기 있으면 안 될 텐데...
101008449	회사 사람들 눈에 안 띄게 조심해!
1907212783	...
519537571	...
341264829	...
1363763145	...
713536592	...
171145234	...
1014790765	도와줘!
989977957	맙소사!
1269945565	아, 맙소사!
677144367	아아아!
1562152587	도와줘! 도와줘!
122466952	누가 좀 도와줘!
1161755543	아무도 없어?! 도와줘.
1129762839	도망쳐야 해!
1661146369	여기 있으면 안 되겠어!
477408661	서두르자!
1329407595	손 하나 까닥하지 말자.
1758165406	왜 자꾸 이런 일이 생기지?
1460125519	불행한 일이야.
2103353189	몸을 잘 숨겨야지.
187080243	...!
2068650701	...!
740632478	...!
1086722675	...!
1722982146	...!
1137440209	...
475599583	...
2063756810	...
1108221364	...
765987961	...
618172634	...
1615995188	...
1046088900	...
1678847249	...
886141597	...
581570415	...
1022609927	...
1793926103	...
1747209937	...
1953454151	...
1619521810	...!
272755464	...!
1222996569	...
1481444871	...
926749492	이미 죽었어!
1032701597	맙소사! 죽었어!
644230811	벌써 죽었어!
1339022726	맙소사! 숨이 끊겼어!
679261598	시체잖아! 오, 주여!
787111205	냉혹하게 살해당했어!
137622328	어떤 경비가 죽였어.
128367548	동료 경비한테 목숨을 잃었어.
1878324855	어떤 경비한테 살해당한 거야.
322881014	동료 경비한테 목숨을 잃었어.
2079658181	동료 경비한테 살해당하다니... 너무 야만적이야.
943369970	죽었어. 동료 중 한 명에게 당한 것 같아.
2135308566	이럴 수가!
248698339	설마 장난은 아니겠지?
1831569684	오, 주여!
545198748	누가 지나간 거지?
857644174	이 발자국은 처음 보는데.
1106319344	이 불길한 발자국은 누구 걸까?
1459099030	발자국이야. 발자국이고 뭐고, 왜 나 혼자 주절주절 하지?
1880829761	이런 망할... 불이 꺼졌어.
87931754	불이 또 꺼진 거야? 덜떨어진 것들.
1608821175	그래서 신사는 항상 성냥을 챙기고 다니지.
1774461724	저런. 불이 또 꺼진 거야?
999288897	이, 이게 무슨?
155352666	앗! 뭐에 당한 거지?
811364465	오, 주여! 마녀의 주술이야!
1909954323	악마에게 홀렸구나!
1946839457	그만! 어떻게 그런 짓을?
514973833	그만! 안 돼! 당장 그만둬!
1137108537	돈 좀 될 것 같은데...
6158985	누가 저런 걸 놓고 간 거지?
1584664409	전에 못 보던 물건인데.
1713307810	저런 걸 놓고 가면 아깝잖아.
233173682	새 임자를 찾았구나, 흐흐.
396470098	내가 가져가야지.
568656315	오늘 클럽에서 몇 잔 걸쳐도 되겠다.
1663095007	땡잡았군.
970560449	운수 좋은 날이야.
1460883400	잠든 건가?
122785398	뭘 하는 거지?
457095152	잠든 건가?
1436574620	뭘 하는 거지?
8500268	이봐요! 괜찮습니까?
409849873	자기 집 안방인 줄 아나?
402594879	놈들이 포박했군!
486328269	놈들에게 당한 거야!
1953815265	놈들이 포박했군!
986719040	놈들에게 당한 거야!
2125364244	놈들이 제대로 묶었군.
1504364934	이런, 누가 이렇게 만든 거요?
491194207	어디 갔지?
1513173482	어디 갔지?
2117085605	방금 전까지 분명히 있었는데.
1773818681	어디 간 거야?
1830459840	어디로 사라진 거야?
173132338	방금 전까지 분명히 있었는데...
765323237	파트너가 사라진 것 같아.
641896524	계속 기다려야 하나 보네.
2010722541	이봐! 뭐 이리 오래 걸려?
1085219086	이런, 친구. 일어나라고.
1490703397	이봐! 일어나라고!
755917233	괜찮나?
1719937859	어떤 나쁜 놈한테 당한 거지?
50158868	내가 좀 도와줄게.
741682702	음... 뭐지?
356275362	희한한 소리가 났어.
1743464943	방금 뭐지?
465000023	누군지 모르지만 당장 나와!
242097202	그래, 아주 재밌구먼!
1451448039	이제 그만!
2145582387	어디서 난 소리지?
1453655046	총소리야! 오, 주여!
95334163	악당들인가?
1590317857	분명히 들렸어...
305141883	다 들었어! 당장 나와!
2107783367	거기 누구 있소?
729587925	그만 좀 하라고!
903584911	당장 멈추지 못해!
1008129282	당장 그만둬!
1545574847	방금 대체 뭐였지?
1254126773	내가 미친 건가?
1415842393	앗! 어... 뭐지?
731676266	내가 지금 뭐 하는 거지?
1189760960	아무것도 아니야.
794351717	꼴이 우습군.
374260894	이게 무슨 일이람?
1329839495	여기 누구 있소?
796553630	아무도 없나? 모습을 보여주시오!
1866029801	더는 못 참겠어.
2053674476	장난칠 기분 아니야.
1831166710	아무것도 없네. 뭐, 없나 보군.
845398419	여기선 할 수 있는게 없어.
1780584176	사라졌군. 그러면 돌아가자..
674709935	어차피 할 일도 많은데.
1437730057	시간만 낭비했어.
1299942279	저기까지 걸어가라고? 싫어.
1640465420	저기까지 걸어가고 싶지 않아.
993004793	저긴 너무 멀어.
1909611695	안 들어갈래.
419538965	그냥 밖에 있을게.
1978126007	지금은 안에 들어갈 수 없어.
1589210863	나가고 싶지 않아.
1759463777	그냥 안에 있을게.
743744918	지금은 밖에 나갈 수 없어.
660432505	저쪽은 길이 없잖아.
961922039	가기 힘든 길이야.
551665224	저쪽으로? 농담이지?
1744452721	어디 바람이라도 쐬러 간 모양이지.
2083614504	화장실에 간 모양이지.
982159749	또 바람맞았어.
12769101	여기 있었구나! 엄청 걱정했잖아!
1954035693	왜 그렇게 나돌아 다니는 거야?
60906486	오, 주여! 무서워 죽는 줄 알았어!
1423657536	이럴 수가! 
327776189	이런 망할...
1925088417	정말 끔찍해.
984475121	이건 말도 안 돼.
313642094	오, 주여.
275979261	끔찍해. 정말 끔찍해.
1813860401	비극적이군. 너무 비극적이야.
712452653	악몽에 시달릴 것 같아.
1161255884	내가 할 수 있는 게 없군.
949255623	...
1737328150	...
852159899	...
243001039	...
1125694014	...
1447372525	...
564010453	...
1979784091	...
595748952	...
110181854	...
1376090950	...
1770120510	...
1086118986	...
256449616	...
1664284039	...
1284458626	...
1058949184	...
1842569723	...
934848180	...
1820752068	아으...
654885450	아으, 머리야...
1304715791	뭐야... 누가...
554121962	음...
1817559867	잠깐...
1733565541	저건 뭐지?
1461059046	뭐야...
2086844794	이게 무슨...
1617325257	이상한데...
1409678172	궁금하네...
1863693078	저기...
780393761	설마...?
449465132	무슨...?
135496765	음...
212940520	어...
1353435356	안녕, 조그만 친구!
1455191422	왜 이렇게 말랐니?
1192749352	혹시 불운을 가져오는 건 아니겠지?
2036143995	오호! 쥐라도 잡으러 왔니?
1468255639	그만 가보렴!
1034851657	많이 잡으렴.
1703248832	아이고, 귀여워라.
2464468	가서 쥐라도 잡으렴.
940704528	... 이게 무슨!
2041903841	... 그래, 퍽이나 재밌네!
1013885473	... 당장 신고해야겠어!
1160396719	...
2005188849	...
1355211765	...
1190626187	이상한 기분이 들어...
753234891	이게 무슨 일이지...
323358817	헤헤... 헤헤헤... 
803271171	머릿속에서 목소리가 들려...
1285987871	은밀하게 속삭이는 소리가...
355544448	목소리가 들려... 들어야 해...
1945208992	내 생각에는... 아니, 생각하면 안 돼.
1996631365	우우, 다 괜찮아...
1373923911	길은 안전해...
1877798811	다른 누군가가 있어...
2020855618	내 이름을 부르네...
2143066449	생각할 수가 없어...
1229474883	무서워...
157080375	너무 무서워...
1920479725	도와줘... 
1176032343	누가 좀 도와줘...
1112030116	아무도... 없나...
1789055741	그래야지...
8187974	가는 중이야.
1927538475	물론이지...
170354041	응, 그래야지.
1119862568	당연하지.
914398523	그래.
1954559353	그래에.
1162118041	하, 하라는 대로 할게.
1856470902	원하는 대로.
203133843	좋아.
991019008	어... 어떻게...
129189134	어디서... 어떻게...
1108965329	난... 모르겠어...
1489422814	아니... 안 돼...
616050389	아니... 모르겠어...
1370406774	이렇게? 맞지?
20413260	나한테 맡겨...
847288929	그래, 끝났어...
2080120170	이렇게 하면...
860538326	아, 안 돼!
1229045994	제발, 안 돼!
1591647283	이런, 안 돼!
759251794	으아아!
1362344387	도와줘! 나 좀 도와줘!
880638309	누가 좀 도와줘!
1836810436	살려줘! 아무도 없어?!
2034073816	...
1295577302	...
1353001600	...
1181454967	...
779104460	자... 잠깐, 어떻게 된 거지?
971720853	어... 정말 이상했어...
1723270020	그런데... 내가 왜 여기 있는 거지?
402079180	어... 어떻게 된 거지?
676940050	아, 무슨 일입니까, 아가씨?
1186460298	무얼 도와드릴까?
861102406	물론. 뭘 도와드릴까?
1141318838	아, 안녕하십니까.
824800852	무엇이든 말씀만 하세요, 아가씨.
649410607	원하는 걸 줄 수 있지요.
714406862	얼마든지 말해보시오.
1011550010	잘 알겠소, 아가씨.
1029697491	말만 해요, 아가씨.
2065720619	이야기 나눌 수 있어 즐거웠소.
371288205	또 봤으면 좋겠군.
423989109	잘 지내요, 아가씨.
176636953	좋은 하루 보내시오, 아가씨.
666116690	빈센트?
620177203	정말 멋진 파티예요.
1773348926	물론이죠, 빈센트.
1197346772	반가워요, 빈센트.
507457676	정말 흥미롭군요.
1835290209	정말 아는 게 많네요.
252398187	흥미진진하네요.
1044338628	물론 잘 알겠죠.
1958405657	나중에 꼭 들러줘요.
1474295767	반가웠어요.
2087685608	좀 쉬엄쉬엄 일해요, 빈센트.
310626590	들어주느라 혼났네...
1099090327	물론이지.
2132538844	오, 당연히.
2013904438	앞장서세요.
1057247755	따라가지요, 아가씨.
395322623	운도 좋군.
1375284782	오, 횡재했군!
293810522	운 좋은 친구로군.
999448240	즐거운 시간 보내.
1600815268	미안한테 가야겠소.
1266441876	미안합니다. 아무래도 안 되겠어요.
1683293557	이만 돌아가보죠.
698558229	내가 지금 뭐 하는 거지? 실례합니다, 아가씨.
2018920525	보람찬 하루를 보냈어...
1946790958	보자, 또 뭐가 있더라...
868501497	아냐, 이걸로는 어림도 없어...
449157758	모든 게 순조로워.
1649367903	어... 처음 봤네...
1696976979	나중에... 그래, 나중에.
35234754	점점 따분해지네.
853477431	순 바가지구만.
2048309713	기억하는 게 좋겠어.
1925787763	아! 깜박할 뻔했다...
551782307	...
779162421	...
346144018	...
1325920266	...
80684836	...
1765444109	...
1960673124	...
1776834948	...
752410349	...
338238124	...
1771978347	건배!
561917632	건강을 위하여!
1358512548	그렇지, 옳소!
341251143	그대의 눈동자에 건배.
1550405496	프랭크가 기분이 좋은가 봐.
135172677	우린 언제 가지?
289828826	고약한 도둑놈들...
1055765282	어디 끌고 가보라고 해!
101692663	제발 조용했으면 좋겠어...
2095019238	시간이 많이 늦었는데...
264744419	결혼식이 기대돼.
121761797	멋진 장식이야.
278616144	우리 사촌이 죽다니...
528434329	살인범이 돌아다니고 있어.
1698083933	하필 비라니, 에잇.
908925213	목장이 꽤 크군.
1682845406	이럴 순 없어. 결혼식을 놓친다구!
1388102611	벌써 며칠을 여기서 이러고 있는 거야.
183748875	정식 항의 서한을 보내겠어.
1345528007	너무 추워! 이건 말도 안 돼.
1179213137	계속 지켜봐야지.
510321581	프랭크가 성질내고 있어.
753986865	어젯밤에 끔찍한 소리가 들렸어.
298519570	외지인 놈들, 시끄러워 죽겠네.
978720618	우린 운이 좋았어. 이번 달만 세 번째야.
1865469161	그 여자는 좋은 가격에 팔릴 거야.
1164868044	뉴올리스언스의 밤은 분주하군.
1827810284	도시의 밤이 정말 좋아.
1707018182	여기서 당장 나가야 해.
291656638	이건 실수가 분명해.
925432350	흑... 몸이 다 젖었어.
91773672	도대체 어찌 돼가는 거지?
1863627758	너무 피곤해.
1155449731	좀 누워야겠어...
1328839800	데빗의 부하들이 무슨 일로 온 거지?
428108320	생긴 게 맘에 안 들어.
1404158269	사막의 한낮이라니. 깜짝 놀랐잖아!
979643330	정말 멋진 저녁이야.
440689633	빈센트가 돈 좀 쓴 모양이야.
263066241	이런 게 삶이지.
598229842	그리운 옛 시절이 떠오르네.
992150743	오늘은 어땠어?
1633163262	괜찮았어.
886679303	안녕?
1921241005	오, 안녕?
1281982779	잘 지내지?
1861065265	응. 잘 지내지?
242895110	불편한 건 없고?
299927244	응, 없어.
1144484032	혹시 담배 좀 있나?
1899908885	없는데 어쩌지.
1823444269	이따가 술이나 마실까?
1046850752	물론이지.
2039032965	문제없어?
1155899149	다행히 없어.
392767446	이따가 체스나 한 판 둘까?
1894128848	두말하면 잔소리지.
336283792	어떻게 됐어?
656757670	전혀 문제없어.
2141343149	우린 언제 가?
797191852	모르겠어. 곧 가겠지.
825296021	이봐, 위스키는 어디 있는 거야?
1441173104	어제 다 떨어졌어.
1788417218	지원 인력이 올까?
1593204090	두고 봐야겠지.
1545312537	도적 떼 정말 싫어.
1966318731	나도 마찬가지.
1924533883	회사 직원들이 말썽 피운 거야?
106819391	뻔하지, 뭐.
387042911	괜찮아, 친구?
432249676	그럭저럭. 걱정 마.
880184337	너무 기뻐.
430716708	우리 사촌이 드디어 결혼을 하다니.
1623845207	신부의 웨딩드레스는 봤어?
638272093	응, 봤어. 우리 사촌인데 당연히 최고로 골랐지.
28312915	어떻게 된 건지 봤어?
364435049	아니. 나도 보고 싶어. 시체가 있다고?
502620253	우리 사촌에게 액운이 꼈나 봐.
919148463	어차피 맘에 안 드는 녀석이었어.
329525106	목장 규모가 상당한걸?
1935406511	조금 과하지?
1181197334	꼭 이렇게 비가 와야 해?
918047347	뭘 이 정도 가지고 호들갑이야?
1370785083	엄청 춥네!
20526168	이러다가 독감에라도 걸리겠어.
804123044	플래그스톤 소식 들었어?
1845102299	그게 뭔 상관? 지금 결혼식 놓치게 생겼는데!
167532865	혼자였을까?
289527255	잘 모르겠어.
1403172243	사내는 봤어?
220568750	그럼. 덩치 큰 현상금 사냥꾼이었어.
1345606494	이게 도대체 무슨 상황일까?
1690547777	늪지의 마녀들 짓이라는 데 돈을 걸겠어.
911229729	그게 정말일까? 진짜 악마 짓이라는 게?
1857900652	별로 생각하고 싶지 않아.
1415285010	여자애랑 잠깐 즐겨도 될까?
1927048387	내일 고자가 되어도 상관없다면야!
1117004043	뭐 이리 오래 걸려?
814439946	낙오자가 몇 명 있어.
154845371	정말 멋진 밤이지?
1840490217	그러게 말이야.
450269820	누가 오는지 알아?
1673988065	물론. 아주 가관이겠어.
1827375073	여기서 당장 나가야 해.
1836878704	기회를 봐야지.
1313872944	어떻게 빠져나가지?
1497610560	좀 기다려 보자고.
660665663	배가 들어오는 거 봤어?
381532331	데빗 컴퍼니 배야.
1392186670	도로는 왜 봉쇄한 거래?
1979457134	회사 일 때문이겠지, 뭐.
800313501	서 있기조차 힘들어.
652077283	나도 그래.
1458576926	더 이상은 못 참겠어.
255570458	힘내라고, 친구.
2123945253	저 사람들 뭐 하는 거지?
582440856	광산에서 포로가 탈출했어.
1408426731	다들 긴장한 모양이야.
527110651	아주 위험한 사람들을 쫓고 있거든.
16734669	좋은 시간 보내고 있어?
1075702507	당연하지.
557500789	빈센트가 조금 긴장한 것 같아.
2116629180	에이, 그럴 리가.
1460636674	그놈들이 과연 올까?
771560481	난 프랭크의 감을 믿어.
734432421	그리운 옛 시절이 떠오르네.
1157808654	그때도 이렇게 더웠지.
1572279586	좋게 끝나진 않을 테지.
1989904175	어, 그 얘기는 들었어.
1396983383	그런 건 전문가들한테 맡겨야지.
714515511	내 말이!
748288545	이건 비밀이야, 알겠지?
1461604777	다른 녀석은?
956050062	장기적으로는 상관없어.
749566989	잠깐만 들어봐.
1137319370	좋아, 하지만 이제 어떻게 되는 거지?
1977448926	걱정 마, 예전에도 겪은 상황이야.
1456092132	잘 이해가 안 가.
1433259634	이런, 그걸 놓치다니.
1928335019	그게 차이점이지.
332311510	내가 뭐랬어?
273855757	사실일 리가 없잖아, 그렇지?
1293702965	믿는 자에게 복이 있나니.
1315036200	뭐 별다른 건 아닐 거야.
832668214	넌 별 얘기를 다 듣는구나.
430207378	아무래도 시대가 바뀐 것 같아.
1557878430	처음 듣는 얘기야.
425294411	무슨 얘기하고 있었지?
1903320517	하던 얘길 까먹었는데... 아, 그래.
1330282399	그래서 내 말은...
2030500107	그래, 무슨 얘기 하고 있었지?
142550144	다시 본론으로 돌아가서...
743921636	멈춰라! 그러면 안 되지!
1943237329	여기서 뭐 하는 거지?
1546479548	그만하지 못하겠나!
360388241	무슨 꿍꿍인지 알겠어.
1801404900	이상한 사람이군.
1385037847	일부러 정신 나간 척하는 거야?
648607637	여기서 뭐 하는 거지?
725254074	여기 있으면 안 될 텐데?
1633256433	경비들 눈에 띄면 큰일 날 걸!
1494333216	...
1726812418	...
1027449525	...
513141098	...
1796421953	...
354432373	...
1985450551	도와줘! 경비!
832375262	이런 세상에!
428750482	어머나!
1781917093	꺄아아!
2081467471	도와줘! 도와줘요!
1487347264	누가 좀 도와줘!
1922207065	아무도 없어?! 도와줘.
1856991275	도망쳐야 해!
794448066	여기 있으면 안 돼!
447958076	어서!
354452970	손 하나 까닥하지 말자.
2026520431	왜 자꾸 이런 일이 생기지?
1616624561	불행한 일이야.
960396620	몸을 잘 숨겨야지.
1046653401	...!
1847140512	...!
214010343	...!
1441115217	...!
569730720	...!
1868685980	...
1619970146	...
1655145472	...
677983262	...
340120922	...
1663451121	...
532955523	...
292341786	...
1484440200	...
421673670	...
1369978229	...
12916679	...
210033920	...
1660751815	...
373104502	...
59885697	...!
1966553148	...!
685085022	...
1492791628	...
1977122599	이미 죽었어!
128008751	어머! 죽었어!
972866228	벌써 죽었어!
1553938138	어머! 숨이 끊겼어!
2063510535	시체잖아! 오, 주여!
7700022	냉혹하게 살해당했어!
827287725	동료한테 당한 거야.
2035357434	동료 경비한테 목숨을 잃었어.
884070965	동료한테 살해당한 거야.
425422005	동료 경비한테 목숨을 잃었어.
1291237333	동료 경비한테 살해당했어. 야만스럽지만 훌륭한 솜씨야.
1777785314	죽었어. 동료가 벌인 짓이야.
812978466	어머나!
2094808936	설마 장난은 아니겠지?
1829555398	오, 주여!
644965549	낯선 발자국이야. 누가 지나간 거지?
908112359	이 발자국은 처음 보는데.
675612776	이 불길한 발자국은 누구 걸까?
391374408	발자국이야. 누구의 발자국인지 알 길이 없어.
458222763	이런 망할... 불이 꺼졌어.
1517282018	불이 또 꺼진 거야? 모지리들.
1435054585	숙녀라면 항상 성냥을 소지해야지.
880006116	저런. 불이 또 꺼진 거야?
1942381254	이, 이게 무슨?
65760699	꺄악! 뭐에 당한 거지?
1741304659	오, 주여! 마녀의 주술이야!
1676427167	악마에게 홀렸구나!
2116265120	그만! 어떻게 그런 짓을?
1673708058	그만! 안 돼! 당장 그만둬!
1998640128	비싸 보이는데...
2023984935	누가 저런 걸 놓고 간 거지?
1488625478	전에 못 보던 물건인데.
377856755	저런 걸 놓고 가면 아깝잖아.
2085533696	새 임자를 찾았구나, 호호.
871547310	내가 가져가야지.
1219092513	오늘 클럽에서 몇 잔 마셔도 되겠다.
458272752	오늘 참 운도 좋아.
1887840508	운수 좋은 날이야.
325950317	잠든 건가?
764707868	뭘 하는 거지?
1145154622	잠든 건가?
1319959369	뭘 하는 거지?
190516649	이봐요! 괜찮아요?
422305852	자기 집 안방인 줄 아나?
74442528	누군가에게 포박당했어!
83293604	누군가에게 당한 거야!
986101809	누군가에게 포박당했어!
837170238	누군가에게 제압당했어!
896525521	누군가가 제대로 묶었어!
1887530676	이런, 누가 이렇게 만든 거죠?
980992627	어디 갔지?
309837379	어디 갔지?
574308779	방금 전까지 분명히 있었는데.
1370923203	어디 간 거야?
275099562	어디로 사라진 거야?
667692644	방금 전까지 분명히 있었는데...
1499447213	파트너가 사라진 것 같아.
506781908	계속 기다려야 하나 보네.
1335797698	저기요! 뭐 이리 오래 걸려요?
1250701930	이봐요. 일어나요!
1962324965	이봐요! 일어나라고요!
882731690	괜찮아요?
909655195	어떤 악당한테 당한 거죠?
1400102306	내가 풀어줄게요.
2119623311	음... 뭐지?
990007802	희한한 소리가 났는데...
1135141105	방금 뭐죠?
1144564863	누군지 모르지만 당장 나와요!
342575783	예, 예. 퍽이나 재밌네요!
1452079675	이제 그만!
1353881883	어디서 난 소리지?
1723975177	총소리야! 오, 주여!
1834113627	무장 강도인가 봐.
297674054	분명히 들렸어...
1618435563	다 들었어요! 당장 나와요!
133604209	거기 누구 있나요?
1203819468	그만 좀 하라고!
570792970	당장 멈추지 못해요!
642610030	당장 그만둬요!
790925529	방금 대체 뭐였지?
672651697	내가 미친 건가?
1959932993	앗! 어... 뭐지?
1563100458	내가 지금 뭐 하는 거지?
1033223694	아무것도 아니야.
1843686868	내 꼴 좀 봐.
407298079	이게 무슨 일이람?
2025874676	여기 누구 있어요?
1776850797	아무도 없어요? 모습을 보여줘요!
193502756	더는 못 참겠어.
2030010949	장난칠 기분 아니에요.
1683356848	아무것도 없어. 뭐, 없나 보군.
1778758163	여기선 할 수 있는게 없어.
978722772	사라졌군. 그러면 돌아가자..
1481694638	어차피 할 일도 많은데.
2089207196	시간만 낭비했어.
635231769	저기까지 걸어가라고? 싫어.
1775870923	저기까지 걸어가고 싶지 않아.
923547475	저긴 너무 멀어.
2042168394	난 안 들어갈래.
336838128	그냥 밖에 있을게.
362466324	지금은 안에 들어갈 수 없어.
1357363166	나가고 싶지 않아.
945408639	그냥 안에 있을게.
883959084	지금은 밖에 나갈 수 없어.
881969723	저쪽은 길이 없잖아.
39400020	가기 힘든 길이야.
1999722965	저쪽으로? 농담이겠지?
