English	英语
502490089	别忘了谁要付钱。
1421652911	啊，你别这样。
1271183135	她在耍你呢。
780787312	别被她骗了。
241196056	不干我们的事。
915712833	别理他。
669716157	算了，没事。
1890520033	对，我们不会就这样倒下。
968302468	我想喝酒......
1976634989	抽根烟......
684229942	哎，真累......
329605563	一切都很安静。
1234982713	这儿没什么事。
2054253046	真无聊......
831492770	再过几个小时。
470176097	我得拉个大便......
1463109249	这班岗快结束了......
704285784	见鬼，我喜欢我的外套。
470594527	......
1012182762	......
1233423843	......
108309212	......
897690362	......
967596757	......
1470415036	......
2020941834	......
1175804934	......
1069443567	......
1500777083	干杯！
811332805	干了！
1691548092	干了，兄弟们！
1521151074	干杯！
996172275	弗兰克是一缕阳光。
826749459	我想骑马出去。
180093859	大安很可爱。
1958306044	我要我的那份。
1785639628	真是个混蛋......
372085972	不要相信这些人......
1553623115	哼......阔佬。
1885943977	今天可是大喜日子。
316413675	镇长挂了，哼。
1066167394	杀手还在逍遥法外。
288882889	该死的雨。
962045687	操蛋的农场。
211979601	我他妈都快冻死了......
933782378	哈......外面真他妈冷......
637427537	我得睁大眼睛。
221442863	弗兰克生气了。
2080010610	那夜狂风骤雨。
1433188860	该死的陌生人。
650335243	这个月第三次了。
1745045983	啊，我喜欢这个妹子。
425912532	干自己的活。
1318811441	我喜欢这个城市。
971134649	该死的蜜蜂。
307091717	河口静悄悄的。
1114313913	我他妈湿透了......
845408524	有情况。
1474078324	不喜欢新的。
1311627488	热死了。
1034401984	这破地方真他妈偏。
1580138250	我们要搞定他们。
1067202663	该死，真热。
1363882809	双薪，嘿嘿嘿嘿。
836006762	妈的弗兰克。
218194789	这就是生活。
1337193394	像美好的过去一样。
792911655	怎么样了？
1555547551	挺好的。
955526689	您好。
834083850	您好。
2017405628	没事吧？
68491899	嗯，没事。
869254405	有什么情况吗？
1578754087	才不是。
136872690	有烟吗？
1333391666	抱歉，没有。
451710747	等会儿来喝两杯？
745406027	好。
1806694325	有麻烦吗？
1324931094	没有。没事了。
404974940	等会儿来打牌？
1494348749	呵嘿，好啊。
1676281527	感觉怎么样？
1458298050	......别提了。
700775099	我们什么时候出去？
1114606101	不晓得。估计快了。
1539512333	诶，威士忌呢？
563471406	昨天喝光了。
1881168711	这次他们派了护卫。
331501360	呵，没什么卵用。
356900437	你看见大安了吗？
1761211768	她在高地上。
1522177412	镇上有人找麻烦吗？
488031809	哈，你开玩笑吧！
1760741556	你感觉如何？
663712441	在这鬼地方又熬了一天。
1298932535	怎么样了？
1164789691	婚礼都准备好了。
168252064	你见到新娘的裙子了吗？
34499946	没有。
1890689038	你看到什么了吗？
736102210	现在还不行。保持警惕。
897276918	有杀手的踪迹吗？
1319797596	我不会放他们过来的。
1813152440	大农场，哈？
526989031	我见过更大的呢。
798994880	又该下雨了吧，哼？
751290997	你是纸糊的吧？
778971126	你在外面感觉如何？
1308830227	我感觉很糟糕。
2059198796	你听说石板镇的事了吗？
617562221	是啊。妈的一群笨蛋。
613565558	你觉得他是一个人吗？
1556396043	说不准。保持警惕。
843921976	你看到那家伙了吗？
1870759258	是啊。该死的赏金猎人。
2040304135	你知道怎么回事吗？
1072972777	我的钱都花在沼泽女巫身上了。
318658455	你觉得这是真的吗？魔鬼吗？
398370780	胡说。
2101751536	你觉得把那妹子搞来如何？
653617457	当然，但我会砍了你的老二。
639734140	怎么花这么久？
1556017382	有几个掉队的。
1609638288	你有命令吗？
727568906	好。都在上面。
104283532	值班结束后去趟龙穴吗？
291182726	嘿嘿嘿嘿，带我一个。
1616305068	你听说沼泽女巫的事了吗？
1747991805	你相信那些鬼话？
270859230	巴克斯特的船员怎么了？
820013684	不知道，不在乎。
571114936	好奇那艘船上有什么？
1441419986	不是你这级别能知道的。
1042432921	弗兰克咋了？
1910622701	他在沉思什么。
1939765259	新来的人怎么样？
1837604258	看起来很麻烦。
1159826515	你听说过新奥尔良吗？
115889478	我听说了许多事。
1394351873	你觉得他们会过来吗？
726062406	德维特是这么想的。
647364467	弗兰克不是在开玩笑。
1897321809	我们会抓到他们。
1550068151	你和有钱人在一起会紧张吧？
1294237773	闭嘴。
164566410	真不敢相信我们会得到双倍的报酬。
919588120	是啊。弗兰克要错过了。
377812646	你觉得他们会来吗？
1829192794	弗兰克说会的。
1506684798	让我想起了过去美好的日子。
1482141939	是啊。还是很他妈热啊。
815439882	显然是那位新娘开的枪......
1220306816	妈的，今天可是他们结婚的日子，我们必须找到她。
795150813	我认为欧哈拉小姐没那个勇气......
2101247489	她一定藏在某个地方，注意观察！
1773488079	看到什么可疑目标了吗？
1393023654	没有，还是没找到新娘。嘿嘿嘿。
216553564	那个婊子，真的是她开枪杀了镇长？
1914650132	是的，继续找！她一定就藏在某个地方。
1626053940	她还穿着婚纱，应该不太难找。
663413808	还没找到，继续找。
1713519856	她在镇长办公室里用一支老式霰弹枪杀了他。
1347688612	她还挺漂亮的，杀了她有点可惜。
1549494257	欧哈拉小姐仍然在逃！注意观察。
1660614251	她真的朝希金斯开了枪？该死......
1384370286	红发，穿着沾有血迹的婚纱......
1564416195	一旦发现符合条件的目标，格杀勿论。
1556866621	我们必须找到她。希金斯已经死了。
791506338	她要为此付出代价。
1588598519	我告诉你，不会有好结果的。
1632029670	是的，我听说过。
303471306	留给专业人士吧。
1882027727	与我的想法一致。
33733430	别告诉任何人，好吗？
1665614839	另一个呢？
1291877905	从长远来看，这不重要。
1347541565	听一会儿。
792449172	当然，但是现在呢？
321630651	别担心，我以前见过。
335558195	我不确定我听懂了。
681743251	不敢相信我错过了。
1015447519	这就是差别。
1442527014	他...他告诉你了。
1249184003	那不可能是真的，是吗？
951741986	你最好相信这一点，哥们。
1871159013	是啊，但这不是什么新鲜事。
1425141805	你最近听说了各种事。
795143967	我感觉时代在变化。
1015248530	那对我来说是新闻。
1430531581	我刚才说到哪儿了？
170538406	打断思路了......啊，对了。
1445017864	我刚在说......
1495818321	好吧，我们刚才说到哪了......
1660328201	话说回来......
901581960	我不会放你过来的。
302095887	这儿不是你的地盘! 滚蛋。
476402428	这儿没你的事。走开！
954851404	你最好别过来。
1458995942	谁都不许进。
1206689677	退后，这没什么好看的。
589771817	你有事？走开。
387444895	瞅什么呢？走开！
1691889353	滚开，懂吗？
978811524	你想进去吗？太糟了。
1485337258	这儿现在属于公司。滚开。
1912490676	滚开。妈的白痴。
1356432825	没人邀请你。
1223311281	镇长很忙的。待会儿再来。
928160567	你看起来不像是预约过。
1327942117	公司业务。滚开。
418477261	这儿没你的事。走开。
541324382	闲人免进。
1919899929	我不会放你过来的，人渣。
1054424512	回你的帐篷去，混蛋。
120225157	没有啊。轮到你的时候我们会叫你的。
2140957104	这里不对宾客开放。
2136299579	去别处找几个客人唠唠嗑，行吧。
1218886085	前面不是派对，明白吗？
2010412953	你是傻逼吗！
1834962360	让你不听话！
59912138	不明智啊！
1337396434	啊，你竟然敢！
1227177747	诶，我警告过你！
826064957	等等......那不对！
539088846	诶，你在干什么？
1969330897	你是认真的吗？
1111792879	住手，混蛋！
543913408	啊，你觉得自己很聪明？
443580274	快看啊，这有个傻逼！
724995103	......
319026166	......
424127000	......
111144113	......
1100590389	......
1089977294	......
1806109170	我养着你是干啥的？上啊！
316290864	操你大爷的！守卫！
831227044	有人吗？！守卫！
791395241	来几个人！搞定他们！
1403579470	守卫！把他们赶走！
1518169020	这个派对不是你该来的！
1203772156	我不能容忍入侵者！
2071753645	我们这儿有些不速之客！
829874037	在我这儿不行！
1361837692	没那么容易！
1114504376	离开我的地盘。
83552788	你还没吸取教训吗？！
1385884705	看来我高估你了！
2063215583	我的人他妈的在哪儿？
1481387523	你杀了我的守卫吗？
852313395	我必须什么都得亲力亲为吗？！
2124095848	我手下都是些窝囊废？
294645845	我不需要帮忙也能把你撂倒。
1534316484	都回到自己的岗位上去。保持警惕。
1140985821	他们现在走了。回去工作。
776177291	他们跑了。别让他们靠近客人，明白吗？
1419293313	你在上面玩泥巴呢？
2031447793	上面！开火！
814595007	你咋不上天呢？！
1147097553	你在那也不能高枕无忧！
1130468245	......！
12732100	......！
1345396212	......！
437560815	......！
1150759503	......！
277531809	......
1939365411	......
996874399	......
1300627073	......
1627333702	......
1697172871	......
2043067875	......
1924943190	......
2133929721	......
1619329794	......
838453376	......
769866293	......
1008302202	......
1198551314	......
746890369	......
766215751	......！
2105095360	......！
337261154	......
1724074811	......
889977060	她死了！
1702642194	他们杀了她！
1246120804	他死了！
1720915391	他们杀了他！
384829084	有尸体！
188612431	这是谋杀！
1643134449	被其他守卫杀了。嗯。
1209633360	是守卫把他杀了。有意思。
408667828	被其他守卫杀了。
812740126	是守卫把她杀了。古怪。
1023904583	被自己人干掉了。不会吧？
1988609732	嗯。这事儿是守卫干的。
1592973206	你要干什么？
884792297	你这是在开玩笑吗？
70372748	我不会这么容易被吓到。
590406555	以前从没见过这些脚印。
1789033228	这些足迹会是谁留下的？
202187711	谁会在这附近？
1085187391	有脚印。最好盯着他们。
1944060873	谁把灯灭了？
237268403	傻逼！灯！
1893385394	我必须什么都得亲力亲为吗？
2009838222	又是灯！
2108635854	噢，你会付出代价的！
228953129	别碰我的手下！
204676552	你这是自寻死路！
280847419	陷阱！小心！
191852096	他们下了套！
1388210659	小心点，你们这群傻逼！
899368850	狙击手！
228984779	神枪手！
740977138	他们打得真准！
248854386	那个女巫又来了！
1925932487	是女巫！
1748947354	伊莎贝尔，我知道你在这！
1796053590	傻瓜！你被她的巫术控制了！
84751004	你！她把你控制了！
333217423	停下！反抗她啊！
251303684	入侵者！
143097900	你怎么敢来！
444540159	我看到你了！
1642132927	下等渣子！
546468416	你会后悔的！
1433352079	你应该跑的！
270675320	是警长派你来的吗？！
9628966	你躲不掉的！
128851288	牛仔先生！
1234596221	是牛仔先生啊！
31805583	天啊，你这味儿！
1574651767	你个毛猴子！
1265764464	是欧哈拉小姐啊！
1740516422	欧哈拉小姐，真想不到！
420559250	是麦考伊医生！
1534933692	来拿你的钱吗，麦考伊医生？！
197923969	伊莎贝尔！见到你真是惊喜！
910483118	要爬回来吗，伊莎贝尔？太糟了！
591259153	你的体味儿暴露了你。
1641076744	在后面玩得开心吗？
2055411016	你还要在那儿站多久？
1385413768	这是哪位客人丢的啊？
393804537	谁把东西乱扔在这？
1062284104	刚才明明没有！
1560459278	不能把东西扔这。
1751477529	我好像在哪儿见过这个......
1784764926	好像是我的。
1493337522	不能浪费了。
1909186069	她睡着了？！
647722521	她在这干嘛？！
1737246285	他睡着了？！
1901815276	他在这干嘛？
1412855313	干活时候睡觉？
2007161108	你咋了？
916079691	唉，他没跑远。
1614834537	看来他就是叛徒了。
473106361	嗯，她没跑远。
1961202396	看来她就是叛徒了。
646822338	你就是叛徒啊。
1761444179	是你吧？
1878855251	叛徒在这。哎呦。
237481060	我们找到叛徒了。
17636101	我们等会儿再收拾他。
1944904529	先把他扔这吧。
759126685	我们等会儿再收拾她。
667089479	先把她扔这吧。
238226326	我们等会儿再收拾你。
879555403	老实会儿吧。等会儿再收拾你。
1978942643	她被绑起来了？
851224279	有人把她抓住了！
1517570203	他被绑起来了！
1529313265	我看到他被抓住了！
742149905	嗯，他们把你抓到了！
1071533503	谁把你绑起来的？
2041423786	你！去看看。
2079499196	谁过去看看！
1761497001	看看去。麻利点儿！
741284909	她在哪儿呢？
1771794158	她去哪儿了？
1322699159	又让我等着。
67006466	他在哪儿？
1343048559	他去哪儿了？
667276149	唉，又让我等着。
1414126201	看来我还得等会儿。
1264643628	你在哪儿？浪费时间啊。
506095499	你去哪儿了？
1661124733	嘿！醒醒吧！
1332820510	醒醒，好吗？
1058536612	天啊，站起来。
1288927396	谁把你弄成这样的？说话！
1980221633	傻逼废物。这是谁干的？！
352132655	别吵了行吗？
137010481	你想被炒鱿鱼吗？
446202037	我会查出是谁干的。
985395987	我听到假硬币声了吗？
624898316	我一听，就知道是假币。
1718983697	谁这么吵？
571653234	你在引火烧身。
532050061	我会找到你的。
1945401608	好了，够了！
1288014195	有人开枪！
2028646545	听起来不是放炮。
480288405	我们遭到攻击。
1267674436	啊，我听到了！
1332528485	谁啊？
571444925	有人吗？
1016309161	够了！
1079836656	我会查出是谁干的。
169302793	我会让你后悔的。
1052152850	没事。肯定是想多了。
800413995	这声音......她在这？
2040550454	这声音......是她吗？
462174017	我在干嘛？
300528760	没...没事。
652241538	简直荒谬。
981969789	我可没时间陪你玩。
1088424175	简直荒谬。
1381684006	这是浪费时间。
493409296	真是能把人烦死。
1439739996	这不在计划内吧。
408736180	我保证，我会找到你的。
213145163	......我要把你的头拧下来。
1246203934	......这是你犯过最大的错误。
262109220	......等我找到你。
1989332955	有人在这里吗？
1391336186	我们快点吧。
594787470	你在浪费我的时间。
1238409292	你只会让事情更糟。
1875300633	躲起来也没用。
1770166612	我们必须这样吗？
942732437	别给自己续命了。
804945341	别逼我进去。
1398446800	你觉得我怕把自己弄脏吗？
1010131037	躲在花园里？
278355956	你在门后吧？
1857091222	这门看起来不对劲。
178151487	把门打开。
1113602196	没事了。浪费时间。
442101039	等会儿再收拾你。
1753674666	很好。回去招待客人吧。
332598351	我可没时间陪你玩。
1744126171	我有更重要的事情要做。
684089007	让别人来处理吧。
208883656	手头上有要紧事儿。
132089631	有人能处理一下吗？
423948232	那也太远了。
99076553	我可没心情干这个。
1439200992	我可没时间去那儿。
1979340988	不，我得在外面。
362875299	不，我得处理外面的事情。
1821515628	我现在没时间进去。
46113766	过不去啊。
721485570	去那也太麻烦了。
2041546504	这里？荒谬。
1812586699	你闹够没？
511696960	你在躲着我吗？
684849312	你竟敢让我等着！
1019198555	真是徒劳无功。
1109664261	反正我也从来看他们不顺眼。
491055750	把他们从宾客名单上划掉吧。
1791306829	啊，你在这！
583438478	你瞎跑什么呢？
1326363176	意外？
430831352	别告诉我......
1974504592	你们这群傻逼！
1651834968	这是怎么发生的？
1265083368	这儿的岗是谁站的？
689179909	我手下都是白痴吗？
1202939630	先别管它了。别让客人们担心。
360978347	客人走后把这儿清理干净。
1613092866	别让客人们看见。
660760458	......
1300628791	......
1752100989	......
74368390	......
564276259	......
1926427015	......
1370370351	......
235382167	......
2125858233	......
158702733	......
375484138	......
1484624915	......
1736841206	......
449935355	......
44934468	......
1902541142	该死......
1394322482	我的头......
1939098287	有点儿站不稳......
954435956	嗯......
1481041920	这个......
591052720	这是......？
860272488	有情况......
1643420733	这怎么回事......？
408851692	古怪......
56750221	那么现在呢......
409570170	有意思......
1484806052	我看到了吗......？
1666395169	哦？
1230630539	谁让你进来的？
326354771	一只猫？这......
271996246	有人带猫来了吗？
879653332	不，不，我没有吃的。
957834283	像是她的。
1747027955	我盯上你了。
1444263959	现在跑吧。
1453725348	得派人去抓那东西。
244868824	......混蛋！
653229373	......蠢货！
1219628151	......大错特错！
748819300	......这味道......
485379176	......对不起。
1845262298	......不好意思。
469757349	不！......我在听......
244567012	是她！我必须得......听......
1019535214	脑袋里都是她的声音......
1507298399	你！不！......有事吗？
2107655984	我能为你做些什么......？
1611355156	我在看......
774957985	你需要什么吗？
305394347	出去......你......什么事？
1735217189	该死......我......我在听。
1829159243	令人愉快的对话。
532745668	我的专长。
37391788	我可以讲几个小时。
645178327	他们会听我的。
718242854	他们对我言听计从。
1586465556	我还有的是。
837367567	我可以省这么多。
1352956859	他们会跑过来的。
1902154468	比他们所有的都要多。
1689064435	我赚了每一分钱。
1526017687	当然可以。
1529721759	交给我吧。
1191980866	完事了。
68662569	我会搞定的。
1286994677	是的。
776691725	如你所愿。
51331123	明白。
1279262191	我这就去。
1688140964	很好。
404385307	我会尽心的。
654081491	不。
1348980014	恐怕不行。
568086333	不可能啊。
251187941	我做不到。
1894354135	这超出我能力了。
177808790	行了。
2026475580	按你说的做了。
1789169659	好了。
953403562	已经搞定。
2005525130	你。
1704883187	来聊聊。
877967253	咱们得聊聊。
537134640	听着。
819771057	我的好朋友。
344959370	最好记住这一点。
2063229573	我们彼此理解吗？
1932245716	我想你明白我的意思了。
386775648	我来给你详细讲讲。
1236227568	一定要坚持下去。
1798475574	就不留你了。
2088173535	快走，赶快。
1268074017	这钱不算多。
929943354	这应该足够了。
314553147	这是给你们的。
696842309	投资会有回报的。
1829004096	不要乱花。
1219083426	我拿着了，谢谢。
755561192	......
79653357	......
2033884235	......
748544497	......
563713071	什...什么？发生了什么？
1855524731	呃......酒里有什么？
1753738118	呃......这太奇怪了。
334362602	唉......我不记得来过这里。
811499609	是的，是的......
139982318	不......那不对......
129892242	把它列在单子上......
2146735133	这需要处理......
550513612	必须按计划行事。
973700004	父亲会怎么说......
217262855	谁需要弗兰克......
1658069105	终于解脱了......
551034644	干杯！
1192660334	身体健康！
1543856651	看看你现在的样子。
839011162	我已经喝不下了。
750320948	我刚才说到哪儿了？
203456593	好吧，我们刚才说到哪儿了。
1890741263	正如我之前所说。
752141871	等等......我认识你吗？
1904631849	你是......你看起来很面熟啊......
1260272422	你是......你是谁......？
592966686	停手，别逼我干掉你。
755615184	看这儿有个小丑。
1572402751	别犯蠢了，注意点。
714144920	啊，真见鬼！
1762180751	别这样！
194421162	啊，天啊！
140568109	啊啊啊！
1688651179	救命！救命！
1552467367	谁来帮帮我！
1893151908	有人吗！救命
548180822	我得离开这儿！
2090329709	我不能待在这儿！
1627608269	快！
483753970	别动。
889379980	为什么总是这样？
1490848557	看起来太糟了！
669098849	得躲起来。
771029810	......！
542775624	......！
1330823300	......！
803486537	......！
1203930058	......！
445815432	......
840473379	......
1781624630	......
1978456035	......
1224690671	......
1591674151	......
2120322593	......
429432544	......
1026840037	......
115415411	......
620960258	......
682680827	......
527740094	......
260351262	......
49985582	......
1313355565	......！
673498762	......！
508932668	......
527030044	......
266575383	她死了！
631797516	等等！她死了！
2025427144	啊，老天啊。他死了。
476040998	啊，天啊，天啊！他死了。
1294212533	是尸体！
2125915304	啊，那个人死了！
629305294	他被自己人干掉了。
1027670450	是守卫把他杀了。
212655113	她居然被守卫给杀了。
546507246	是守卫把她杀了。
1234665031	是守卫干的。该死的。
2070475568	死了。是守卫干的。
549506185	啊，什么鬼？
1383649524	你在开玩笑，对吧？
1197557480	天啊！
129476208	谁留的脚印？
734382902	以前从没见过。
654181546	谁在这儿走的？
562922501	是谁留下的脚印。
625680114	该死的。灯灭了。
1278051298	谁把灯灭了？
1883111036	幸好我有东西可以点灯。
1678872220	又是灯。
1259027863	这，发生了什么？
1556567824	什，什么？！什么在打他？
981926918	这，这不对劲啊？
544594049	你，你点儿不对劲啊！
1283245285	嘿，这不对劲啊！
1697704330	不，停下!
924245651	应该会值钱！
289903634	这是哪儿来的？
1866172367	刚才明明没有！
1491918501	不能置之不理啊。
1336887699	来吧宝贝。
342605812	我的。
398850907	今晚的酒钱有着落了。
897237594	听说了。
1789838239	呵呵，走运。
370501895	她睡着了？
351377853	她在这儿干嘛？
1271903488	在睡觉吗？
135702779	妈的他在干什么？
2033888742	说话，你咋了？
1352788	睡觉，是吗？
1194129771	她被绑起来了？
1195240214	有人抓住她了！
1840463420	他被绑起来了！
1997317986	有人闹着玩吧！
256483506	谁把你绑起来了！
2098062156	嘿！谁把你绑起来的？
199429745	她去哪了？
321081668	她去哪了？
1774084074	她刚不是在这儿吗？
109644708	靠，他去哪了？
2022064404	他去哪了？
598034724	他刚才不是在这儿吗？
1973677047	嘿，我朋友去哪了？
1360856508	让我等着，嗯？
1751990501	嘿！怎么这么慢？
1402484361	嘿！醒醒吧！
424825386	醒醒，好吗？
375877512	没事吧？
1043164579	谁把你弄成这样的？
633166019	谁把你绑成这样的，啊？
1015034952	啊？！
284439821	什么声音啊？
1127879614	你听到了吗？
42030841	嘿，谁啊？！
963737563	这可不好玩！
1426547493	好了，够了！
130649768	哪在开枪！
327101215	谁在开枪？！
247373608	有人在朝我们开枪！
1082686957	啊，我听到了！
843936458	是谁啊？
1936600439	有人吗？
850133657	真是够了！
1346933117	别这样，好吗？
1506282997	你非得这样吗？
1647239674	什么鬼？
1707786502	我疯了吗？
1413977066	啊！嗯......什么?
1931070092	我在干嘛？
833548313	别在意。
788986343	真是愚蠢。
576584898	这有什么大不了的？
1074836479	有人吗？
922989269	喂？有人吗？
785700905	这一点儿也不好玩，你知道吗？
532614104	出来吧，我现在没心情闹。
1024637678	没事了。好吧。
30559669	无能为力了。
1412318143	没事儿了。还是回去吧。
2010574633	我还有别的事儿。
913105252	哎！没辙。
120519872	不，你自己去吧。
1657536147	太远了。
1971230290	我才不会去那儿。
291568046	我现在才不会进去呢。
695537057	我要待在外面。
1269470420	现在还不能进去。
1772912962	我才不会出去。
813928509	我要待在这儿。
1682113785	现在还不能出去。
1335855725	不知道怎么过去。
1563241784	呃，那太麻烦了。
593402099	这里？不！
498751310	去哪儿乱跑了。
984954715	找个树躲着撒尿去了吧！
804356235	好了好了。你爱咋咋地吧。
849635496	你在哪儿啊！天啊！
651891295	你瞎跑什么呢？
526032849	咻。你快把我吓死了！
268562650	不！我的个神啊！
162484668	天啊！
112210907	老天！
993680937	我去！
1674627640	我去......
1945035026	什么都做不了。
998731695	真他妈丢人。
496730411	真是一团糟。
1307858805	除了祈祷，我们什么也做不了。
1174452870	......
1552575507	......
2015594865	......
1354494775	......
777363350	......
733711428	......
495509061	......
941775966	......
644255529	......
1970793678	......
660237473	......
666056064	......
1658663494	......
2141922626	......
1302804600	......
2070072574	......
1125730362	......
2056448393	......
1319185907	......
1195289046	......哎哟...
1690046470	啊，我的头......
410346505	什么......谁......
576128147	嗯......
1903436339	啥......
478417575	那是什么？
631154952	有情况......
280158698	什么......
2071823784	什么玩意儿？
9873093	嘿......
2069117547	嘿......
1589515395	这是......？
687887681	啥......？
185902500	嗯......
1605168572	呃......
1507745846	嘿，小怪物！
1863538107	好可爱的小家伙啊。
1089261542	哈！嘿！你从哪来的呀？
538387753	呵呵，你在捉老鼠吗？
273436868	再见！
834958987	嘿，可爱的小东西。
1033440499	提高警惕，兄弟。
1158979601	......妈啊！
1776412485	该死，我的眼睛！
1189834946	......就知道这是个坏点子！
537623693	......
1142504687	......
1925809408	......
1487004701	有点奇怪......
1509705973	这是怎么了......
1022951998	他他......有趣......
754300707	脑袋里都是声音......
156677806	低语，低语......
1750834079	我听......我得听......
959496995	我感觉......我感觉什么？
1635847939	噢，我很好......
1260230884	我现在确实都看到了......
299270225	有其他人......
992477477	你在叫我......
1387536295	无法......清楚地......思考......
1531816012	我好害怕......
2130508719	这太吓人了......
1796874148	需要求助......
1241749795	他们要来了......
532799997	我需要帮助......
1452113419	好的。
2021057852	正在路上。
660187994	好吧好吧。
1409072175	是。
1286129579	嗯哼。
1691063874	是的。
489774037	听命。
105454503	我，我会做的。
961246188	好吧。
153896801	好吧。
921781437	呃......
1309838059	去哪......怎么做......
1755293835	我......不知道......
1716515130	不......不，不......
1877367341	没有......看不见......
771874463	像这样，对吗？
691719329	我弄好了......
299395148	是的，好了......
611431658	就像这样......
279528106	啊，真见鬼！
1363208038	别这样！
660715482	啊，天啊！
817344681	啊啊啊！
265749188	救命！救命！
1055660051	谁来帮帮我！
995091481	救命！有人吗！
151463773	......
300672727	......
1530003868	......
1039624390	......
2047393564	等等，刚刚发生了什么？
129408271	啊......刚才真是奇怪......
385332142	咦......我怎么在这儿啊？
1928332023	啊......发生了什么？
2056513203	哈哈哈，我能帮你吗，亲爱的？
95308602	我能为你做些什么？
1830949320	好啊，我能为你做什么？
2061628104	你好啊，美女。
1120980046	还需要什么吗？
1412895450	当然了，我有你需要的。
872927436	噢，我在听呢。
1684523595	我明白了，小姐。
91428724	你说了算，小姐。
423608754	很高兴和你说话。
1500966040	回头见。
201875679	保重。
330442510	嗯嗯，祝你好运。
14542165	先生？
1431898696	我吗，先生？
1891062347	是的，德维特先生，有事吗？
1477887954	你是说我吗，先生？
293171875	当然，德维特先生。
834107570	明白了，先生。
771068233	一定的，先生。
111460572	没问题，德维特先生。
1621714726	好的，老板。
1005033895	谢谢您，先生。
526566574	我会记住你的话的，先生。
203214726	天啊，真小气。
2057333656	好啊！
2059172100	哦哦，当然可以！
858318731	我来咯，哈哈。
842675602	嗯，好啊，带路吧。
133604362	小子艳福不浅。
647036581	看你美的！
169303897	这混蛋，走桃花运了。
503034639	祝你们玩得开心。
1047832250	抱歉，我得回去了。
503537287	不，不行。我不该这样。
461533409	我真得回去了。
698814559	不行，我老婆会杀了我的。
2078435664	哎，一天又要过去了......
1158488713	啊，我的背又疼了......
1758126643	我需要多睡会儿......
13311229	一切都很安静。
1180900193	这儿没事儿。
844219070	真痒啊。
823054015	真无聊啊。
1171062852	我想要一双新鞋。
1217030232	好吧......
957021216	该死的。差点忘了......
260342572	......
978047408	......
335366909	......
1649474311	......
753526022	......
857381197	......
1043194248	......
574459139	......
555675959	......
1579624833	......
1588644804	干杯！
97170915	干了！
2061983348	干了！
1243078593	干杯！
352484625	弗兰克好像心情不错。
1266814926	我们什么时候出去？
188201284	该死的强盗......
1968593464	你抓不到我！
1624973795	当然希望它保持安静......
1656613247	天晚了......
1435811425	哼......阔佬。
803481615	今天是大喜日子。
1815168417	镇长死了......
160027609	杀手还在逍遥法外。
931554045	讨厌下雨......
1016882657	......！大农场。
941744069	啊，要下班了。
775101418	哈......外面真冷......
761304060	我们困在这儿了。
1479162283	哎......真冻手。
1651796088	我得睁大眼睛。
83139676	弗兰克生气了。
1562242393	那夜狂风骤雨。
2075295432	这些该死的陌生人。
1921866497	这个月第三次了。
1327397898	呵，我喜欢这个妹子。
776336185	啊，新奥尔良。
797864828	我喜欢城市的夜景。
1639378646	我想离开这儿。
1967487301	你不能这样对我。
649985126	我浑身都湿透了。
1722887147	有情况。
144697151	好累。
2032057198	我再也受不了了......
1592428904	他们都想要什么？
297536497	该死的陌生人。
614625708	该死，真热。
696072087	看看这些家伙。
719065856	一切正常。
1608146710	这就是生活。
445835136	像美好的过去一样。
1308192785	嘿，感觉怎么样？
386837316	挺好的。
745996483	您好。
2015670863	您好。
929047574	感觉怎么样？
1850282191	我没事儿。
733864984	有什么问题吗？
1420908823	没事。
1884884578	有烟吗？
191589003	抱歉，没有。
888651243	等会儿来喝两杯？
1396553097	那是必须的。
297516615	有麻烦吗？
634412588	才不是。
675115197	等会儿来打牌？
1220737273	嘿，好啊。
678278154	感觉怎么样？
1285460911	别提了。
1007896959	我们什么时候出去？
1760552701	不晓得。马上吧。
1203286750	嘿，酒呢？
570369904	昨天喝光了。
145962558	谁来帮帮忙?
1714073299	我们得等等看。
184420272	我恨死强盗了。
1683267159	我也是。
169501826	工人有找麻烦吗？
1126307118	跟平时一样。
365278353	你还好吗？
927108486	我自有办法。
1054705238	怎么样了？
856505925	婚礼差不多准备好了。
1337005302	你见到新娘的裙子了吗？
1795144458	是啊。看起来很贵。
733749545	你看到什么了吗？
331920333	没有，我也不想。
253343907	希金斯镇长死了。
1490816363	真是个悲剧。
665822463	大农场，哈？
1516948694	我见过更大的呢。
1884707244	又该下雨了吧？
942095769	你是纸糊的吧？
584583294	冻死了！
140600418	感觉我要感冒了。
2080882179	你听说石板镇的事了吗？
2123720088	是啊。镇民有点冲动了。
574742714	你觉得他是一个人吗？
933846796	说不准。保持警惕。
1835147000	你看到那家伙了吗？
1036207264	是啊。该死的赏金猎人。
783829071	你知道怎么回事儿吗？
371923642	我的钱都花在沼泽女巫身上了。
2114089369	你觉得这是真的吗？真的有鬼吗？
839500131	我想都不敢想。
1949628177	你觉得把那妹子搞来如何？
437886225	你老二不想要了吧。
1563311191	怎么花这么久？
1805646588	我们有些掉队的。
105877657	夜景不错，是吧？
1437101900	是啊。
675000180	你听到谁来了吗？
872081782	是啊。会有好戏看的。
344837768	我们得离开这里。
655844167	现在还不行。
1625808834	我们怎么出去？
1439004688	得有点耐心。
816404149	来的那艘船是干啥的？
661170697	德维特公司的。
1435172741	他们为什么把路堵了？
