English	angielski
476829014	Och tak, Eagle Falls. Pomnik nieustającego rozwoju. Ostatnim razem to miejsce było świadkiem waszego debiutu z materiałami wybuchowymi. Tym razem potrzeba będzie jednak więcej subtelności.
1908461359	Zachowaj dyskrecję. Dostarcz zamówienie. Nie zwracaj na siebie uwagi strażników. I pamiętaj: moi klienci patrzą.
1656235817	Będzie można postawić nad kominkiem.
756017590	He, he, he, jednak nie jest zupełnie wolny od grzechu.
808588487	Higgins został zabity.
1614880222	Służący wpuścili księdza.
1126697719	Obudź Hektora
1464823219	Hektor śpi jak zabity. Potrzeba będzie dużego hałasu, żeby go obudzić.
243827083	Rozpraw się z ojcem Maynardem
1937238544	Sprawdźmy, czy ksiądz rzeczywiście jest wolny od grzechu.
987448738	Twoim dzisiejszym celem będzie trzech prostych mężczyzn. Rodzeństwo. Można by nawet powiedzieć, że wyglądają identycznie.
638189593	Moi klienci chcą, by przyprowadzić ich do banku i umieścić w trumnach. Haczyk tkwi w tym, że najpierw trzeba będzie ich znaleźć.
1719544610	Przyjrzyj się uważnie temu mężczyźnie. Zwróć uwagę na jego ubranie, włosy, skórę. Dokładnie tak wyglądają twoje cele. Wykorzystaj to, by je odnaleźć.
851475634	Moi klienci patrzą. Nie zawiedź ich.
20331815	Dokonaj sądu z wysokości. Wyślij ich na drugą stronę. Moi klienci patrzą.
468356500	Posuwają się naprzód. Nie jest to łatwe. Ludzi Franka jest wielu, a ich tylko dwóch.
1500960987	Myśliwy spogląda na dziecko i noże w jego dłoniach. Widział, jak rzuca tymi nożami setki razy. Dzieciak już nie chybi.
660965238	Myśliwy trzyma broń w pogotowiu. Już raz widział, jak dzieciak został skrzywdzony. Nie pozwoli, aby stało się to ponownie.
286197728	Przebyli już połowę drogi do kaplicy. Wciąż jeszcze kawałek przed nimi. Ile osób zabił już ten dzieciak? Stara się o tym nie myśleć.
2014509736	Dzieciak zachowuje się, jak gdyby nigdy nic, ale kolana mu drżą. Co jeśli tym razem nie jest gotów? Nie zważając na wątpliwości idzie naprzód.
1647658802	Dzieciak spogląda na swoje ręce. Są skąpane we krwi. Za to w jego sercu zapanował spokój, a przynajmniej taką ma nadzieję.
1714075236	Może tak byłoby lepiej. Jednak rzeczywistość ma w zwyczaju grać na zwłokę. Wszyscy wiemy, że ta opowieść przebiegła inaczej. Dziecięce marzenie na zawsze pozostanie w świecie fantazji.
329926232	To była wyjątkowa przyjemność. Dziękuję, że mogłem jej doświadczyć. Myślę, że jak na ten moment nasze interesy są zamknięte.
1580131138	Jeśli jeszcze kiedykolwiek będę cię potrzebować, dam znać. Zanim to nastąpi, możesz mieć pewność co do jednego: moi klienci patrzą.
1314383496	Przyjaciel
18280962	Baron kryje się w cieniu. Skontaktuje się z tobą w odpowiednim momencie./nTen tryb zostanie wkrótce udostępniony wraz z darmową aktualizacją.
1530504659	Baron kryje się w cieniu. Skontaktuje się z tobą w odpowiednim momencie./nJeśli zrobisz na nim wrażenie, może zaoferować ci więcej wyzwań w przyszłości.
212300745	Darmowa aktualizacja zawartości
1416198937	Dodano nowe wyzwania misji. Czy odpowiesz na zaproszenie Barona?
1184618820	Dodano nowe wyzwania misji. Ukończ więcej misji związanych z fabułą, by je odblokować.
522358041	Armia jednej kobiety
495027837	Isabelle robi zakupy w sklepie zielarskim, gdy na jednej z półek dostrzega zapieczętowaną kopertę ze swoim imieniem./n/n„Droga Isabelle! Minęło trochę czasu, odkąd razem pracowaliśmy. Moi klienci mają dla ciebie bardzo proste zadanie. Lepiej, żeby nie musieli czekać”./n/nGdy właściciel sklepu wraca z zaplecza, niosąc zamówione zioła, Isabelle jest już na zewnątrz.
394270854	Baron sprowadził Isabelle do Byers Pass na pokaz specjalny. Bandyci atakują kolejny pociąg. Zadaniem Isabelle jest wyeliminować ich wszystkich. Co do jednego. Prościej już się nie dało.
1607897920	Misja voodoo bez tytułu
1032735083	Odwiedzasz publiczną bibliotekę w poszukiwaniu nowej lektury. Na dziale romansów sięgasz po losową pozycję i otwierasz ją. Wewnątrz znajdujesz list ze znajomą pieczęcią./n/n„Widzę, że interesuje cię prawdziwa miłość. Tym lepiej. Twoja obecność jest pilnie wymagana na ślubie burmistrza Higginsa. Nie spóźnij się”./n/nPytasz, czy ktoś ostatnio wypożyczał tę książkę, ale okazuje się, że dopiero wczoraj została dodana do katalogu.
1482246535	Udało ci się dostać na teren posiadłości burmistrza Higginsa, gdzie Kate ma wziąć ślub wbrew swojej woli. Baron przygotował listę zadań, które musisz wykonać w odpowiedniej kolejności, aby ślub nie doszedł do skutku.
1089068432	Komunikacja zbiorowa
316216979	Siedzisz sobie wygodnie w przedziale kolejowym. Właśnie podano śniadanie. Gdy otwierasz gazetę, wypada z niej koperta z pieczęcią barona./n/n„Mam nadzieję, że luksusy nowoczesnych podróży ci służą. Nie martw się, następne wyzwanie nie będzie wymagało objazdu. Leży na twojej drodze”./n/nPróbujesz dowiedzieć się czegoś o kelnerze, który przyniósł ci gazetę, ale zdaje się, że nikt go nie zna.
1291436241	W kolejnym wyzwaniu baron wysłał cię do Eagle Falls. Dał ci pozwolenie na wejście na terytorium, dzięki czemu strażnicy nie będą do ciebie strzelać, jeśli nie będziesz zachowywać się w podejrzany sposób. Sęk w tym, że musisz przetransportować dwa ciała do pobliskiego wagonu.
994286661	Towarzystwo Opieki i Pomocy
928595687	Kotka Stella podąża za Isabelle przez gwarną ulicę handlową. Nagle dostrzega psa i kurczaka, przyglądających się jej z daleka./n/nStella zatrzymuje się i odwzajemnia ich spojrzenie. Wysyłają jej znaki, mową ciała i zapachem przekazują tajemne wieści o pokojowych zamiarach i braku czasu do stracenia. Stało się coś złego. Potrzebują jej./n/nGdy Isabelle zauważy, że Stella zniknęła, kotka będzie już w drodze na bagna.
1183930706	Kotka Stella i jej kompani przybyli do Legowiska Królowej, aby uratować doktora McCoya. Muszą zdobyć klucz do jego klatki, uwolnić go i zaprowadzić do najbliższego konia, na którym będzie mógł uciec. Miejmy nadzieję, że będzie współpracował z tymi... niecodziennymi wybawcami.
1378373304	Diabeł tkwi w szczegółach
1091804704	Budzisz się gwałtownie w pościeli mokrej od potu. W szyby hotelowego pokoju dudni ulewny deszcz. Głowa ci pęka. Coś jest nie w porządku./n/nNa taborecie przy drzwiach siedzi cień. Mężczyzna odziany w kosztowny garnitur, którego głęboki kolor jest przyćmiony z braku światła i niemal nie da się go odróżnić od ciemnej skóry właściciela. Pamiętasz, jak się uśmiechał, gdy spotkaliście się ostatnim razem. Teraz się nie uśmiecha./n/n„Coś złego przybyło do Nowego Orleanu”, mówi zachrypniętym głosem. „Ja i moi klienci nie możemy się w to mieszać. Liczymy na twoje doświadczenie”./n/nJego oczy są niewiarygodnie jaskrawe. Próbujesz w nie spojrzeć, wytrzymujesz kilka sekund i odwracasz wzrok. Gdy ponownie spoglądasz na taboret, mężczyzny już na nim nie ma.
383410664	Tej nocy w Nowym Orleanie zamordowano trzy osoby. Dzieją się tu jakieś nadprzyrodzone rzeczy. Zbadaj sprawę tych morderstw, odnajdź sprawcę i wygnaj go z tego świata.
1348258499	Kontakt!
977386753	Od dawna już przemierzasz pustynię. Ubrania masz pokryte pyłem, a żołądek pusty. Na stacji pocztowej kucharz serwuje ci duży talerz fasoli z chlebem. Do posiłku dołączony jest list z pieczęcią barona./n/n„Za tobą nie lada podróż. Dobrze widzieć cię w jednym kawałku. Skoro już tu jesteś, co powiesz na trochę rozrywki? Odrobinę nieszkodliwej zabawy. Myślę, że ci się to należy”./n/nPytasz kucharza, kto zostawił ten list, ale odpowiada tylko ponurym śmiechem i zostawia cię nad talerzem fasoli.
535138508	W tym wyzwaniu baron ponownie wysłał cię do kopalni złota DeVitta. Przygotowano dla ciebie specjalne urządzenie – wagonik kopalniany, który może zmienić się w kartaczownicę Gatlinga. Zastanawiające, bez wątpienia, ale co to dla barona. Twoim zadaniem jest oczyścić mapę z wrogów. Zapowiada się dobra zabawa, nie?
171688385	Za jeszcze kilka pocisków
658505006	Idziesz przez cmentarz w środku niczego. Dym z twojego papierosa ulatuje z wiatrem z prerii. Jeden z grobów jest otwarty, a w trumnie czeka na ciebie list./n/n„Cieszę się, że cię tu spotykam. Pogrążasz się we wspomnieniach? Przy okazji chciałbym zaproponować ci małe wyzwanie. Dowiedzmy się, jakim jesteś człowiekiem”./n/nPodnosisz wzrok znad listu i spoglądasz na imię i nazwisko wypisane na nagrobku. Nawet cię nie dziwi, że są takie same jak twoje. Uśmiechasz się, gasisz papierosa o grób i wrzucasz niedopałek do trumny.
1844062476	Na świecie są tyko dwa rodzaje ludzi: ci, co mają naładowane pistolety i ci, co kopią doły. Zobaczmy, do którego z nich należysz. Zabij wszystkich na mapie.
1857287282	Polowanie na ptactwo
1778221076	Doktor McCoy siedzi w prywatnym pokoju w okolicznym saloonie. Rozłożył na części swojego Buntline'a i z ponurym uśmiechem satysfakcji na twarzy dokładnie ogląda i czyści każdą część./n/nSięga do torby, aby wyciągnąć szmatkę do oleju. Wyczuwa dłonią coś, czego nie powinno tam być. List. Podnosi go powoli, ogląda ze wszystkich stron, a potem otwiera przy pomocy skalpela./n/n„Pojawiło się nowe zlecenie. Szczegóły znajdziesz w kopercie. Moi klienci oczekują najwyższej jakości, panie McCoy. Jeśli uda ci się im zaimponować, rozważę umorzenie części twoich długów”./n/nMcCoy czyta list uważnie, a potem podpala go od najbliższej świecy. Gdy list płonie, on składa rewolwer szybkimi, dobrze wyćwiczonymi ruchami. Zanim popiół zdąży ostygnąć, McCoya już nie ma. 
326727781	Wracasz do hacjendy DeVitta, gdzie doktor McCoy musi wykonać osobiste zlecenie od barona. Znajduje się na pozycji na dachu hacjendy i za pomocą swojego Buntline'a musi wyeliminować określoną liczbę celów, nie podnosząc alarmu. Kate i Hektor będą mu pomagać z poziomu gruntu.
395418561	Co jeśli?
603403823	Zatrzymuje się obok ciebie czerwony powóz. Drzwi otwierają się cicho. Wewnątrz, w gęstym świetle latarni, czekają na ciebie wyłożone poduszkami siedzenia. Gdy wchodzisz do środka, odczuwasz silne déjà vu./n/nBaron wita cię miłym uśmiechem. Jak zwykle jest ubrany w drogie ubrania, których jaskrawość kontrastuje z kolorem jego skóry. Jego zęby mają kolor kości słoniowej. W jego oczach widać blask... czegoś zupełnie nowego./n/n„Okazało się, że jesteś człowiekiem o wielu talentach. Moi klienci są bardzo zadowoleni. W zasadzie chyba zaczęli stawiać cię za wzór. Ale to nie dlatego dziś tu jestem”./n/n„Dzisiaj tylko porozmawiamy. Nazwijmy to... zaspokajaniem mojej ciekawości”. Patrzy na ciebie tymi błyszczącymi oczami i czujesz, jak zapadasz się w sobie. Uśmiecha się „Zaczynamy?”.
1129809586	Inny czas, inne miejsce. Młody chłopak chce wyrównać porachunki. Frank czeka przy kaplicy. Czy tym razem chłopak jest gotowy? Przekonajmy się.
1681926345	Zarysy postaci
554268524	Włącza pokazywanie zarysów postaci ukrytych za strukturami./nUWAGA: można zaznaczać postaci ukryte za strukturami nawet, gdy ta opcja jest wyłączona.
1772227058	Pliki powtórek są częściowo uszkodzone. W trakcie powtórki mogą wystąpić błędy graficzne.
736970267	Pliki powtórek są całkowicie uszkodzone. Nie można wyświetlić powtórki.
558911311	Polowanie
1896713945	Wibracje
1275925138	Twój spersonalizowany układ sterowania został uszkodzony i nie można go załadować. Plik zostanie usunięty.
130937372	Okradnij
1231495639	Zmień tryb
417414224	Przełączaj między trybem wagonika i trybem Gatlinga.
2043069599	Tryb graficzny
979342887	Tryb wydajności
1061026314	Traktuje priorytetowo stabilność rozgrywki i wyświetla grę w rozdzielczości 1080p.
251777897	Tryb rozdzielczości
123492416	Traktuje priorytetowo wyższe rozdzielczości. Jeśli twój ekran nie wspiera rozdzielczości 4K, stosuje supersampling dostosowany do twojej rozdzielczości.
20238496	Zginęła osoba cywilna.
1431837803	Na wyłączność
1552323699	Bez ramki
2089642635	Rozmawiaj
1653596580	Rozmawiaj z wrogiem, aby skupić na sobie jego uwagę.
560450859	Ruch kamery
1774174796	Zróbmy to później, dobrze?
1154049762	Wybacz, skarbie, nie mogę teraz.
238564817	Zróbmy to później, dobrze?
1029811449	Wybacz, skarbie, nie mogę teraz.
529306080	Dziękujemy za grę w Desperados III Demo!
641702397	Kontynuuj swoją przygodę!/nWejdź do menu opcji i wpisz <b><hotkey>„lonerider”</hotkey></b>, aby aktywować kod, lub użyj pada kierunkowego na kontrolerze: <b><hotkey>W PRAWO, W PRAWO, W PRAWO, W GÓRĘ, W DÓŁ</hotkey></b>
1247312339	Już teraz kup pełną wersję Desperados III!
1843809048	Główna fabuła
161000147	Misje z zawartości do pobrania
1555130932	Tobii Eye Tracking
123505325	Wł. Tobii Eye Tracking
1638544670	Włącz, aby używać opcji Tobii Eye Tracking.
1206649537	Celuj spojrzeniem
1425293381	Podczas posługiwania się umiejętnością kursor znajdzie się w punkcie, na który kierujesz spojrzenie.
143139655	Wł. pole widz. dla cel. spoj.
86680120	Po przejściu w tryb pola widzenia kursor pojawi się w punkie, na który kierujesz spojrzenie.
498472190	Wł. pole widz. celu spojrz.
351595635	Pokaż pole widzenia BN, przytrzymując przycisk trybu pola widzenia i spoglądając na cel.
1926123846	Zmiana celu umiejętn. spojrz.
2116585726	Pokaż cel umiejętności (np. shuriken) spojrzeniem, przytrzymując przycisk celu i spoglądając na cel.
57531926	Przybliżanie spojrzenia
1533352335	Opcja przybliżania dotyczy punktu, na który spoglądasz, a nie środka ekranu.
1198785285	Przybliżanie bungee
673198960	Przytrzymaj przycisk działania spojrzeniem, oddalając i przybliżając maksymalnie w trybie skokowym, a następnie zwolnij przycisk, aby przybliżyć punkt, na który spoglądasz.
52689560	Kier. kamerą spojrzeniem
603671891	Przyciśnij przycisk kierowania kamerą spojrzeniem, aby w centrum ekranu znalazł się punkt, na który spoglądasz.
36432925	Korzyst. z interfejsu spojrzeniem
948556182	Przyciśnij przycisk działania spojrzeniem, aby użyć elementu interfejsu, na który spoglądasz.
400069303	Podążanie za spojrzeniem
636728468	Działanie spojrzeniem
1746116910	Kierowanie kamerą spojrzeniem
1139426011	Dowiedz się więcej
1024099543	Idź do sklepu
994917734	Już wkrótce!
920178939	Dostępna jest nowa zawartość do pobrania!
1030635390	„Szmal dla sępów” to wieloczęściowa historia przedstawiona w trzech nowych misjach. Jej akcja rozgrywa się po wydarzeniach z głównej osi fabularnej gry, a premiera odbędzie się w nadchodzących miesiącach. Sprawdź ofertę sklepu, aby dowiedzieć się więcej.
1103895872	Ostrzeżenie przed spoilerami
913219151	„Szmal dla sępów” to wieloczęściowa historia, której akcja rozgrywa się po wydarzeniach z głównej osi fabularnej gry. Jeśli chcesz uniknąć spoilerów, zalecamy najpierw ukończenie podstawowej historii.
1439508230	Błąd wczytywania
2011900632	Zapis stanu gry nie mógł zostać załadowany, ponieważ wymagane dodatki nie są zainstalowane.
872774976	Zapis stanu gry nie mógł zostać załadowany, ponieważ wymagana dodatkowa zawartość nie jest zainstalowana.
136148407	O ile mi wiadomo, pieniądze nie są dla nikogo jedyną motywacją.
1660165176	Ale dla mnie kasa jest bardzo przydatna. 
1261457001	Dlatego też każdą nadarzającą się okazję witam z otwartymi ramionami.
1278454222	Czasem potrzebna jest jednak drobna pomoc. Konkurencja w tej branży bywa ostra.
185150767	Na szczęście znam idealnych ludzi do tej roboty.
2102082305	Poznałam ich jakiś czas temu, w Baton Rouge. Pomogli mi „wyciągnąć” trochę kasy z tamtejszego banku.
331019022	Nie rozstaliśmy się w zgodzie... Nie żeby mnie to kiedykolwiek powstrzymało.
1103959304	Na szczęście znam kogoś, kto pomoże mi odzyskać ich zaufanie.
1133542860	Jesteśmy, skarbie. Mówiłem, że dotrzemy na miejsce.
1634605100	Byłeś cudowny, Hektorze. Wiedziałam, że nadajesz się do tej roboty.
1240801777	Bez urazy, ale cieszę się, że nie muszę już siedzieć w tej łódce.
853530527	W każdym razie przypomnijmy sobie jeszcze raz plan, dobrze?
1762897685	Dobra. Jak zapewne wiecie, nasz drogi przyjaciel Vincent DeVitt ma sejf pełen pieniędzy ukryty w tej posiadłości. Przychodzimy, aby je zabrać.
1158841105	W tym celu obejdziecie główny budynek w kierunku podwórza. 
905945278	Tak jak można się było spodziewać, jest tu pełno rabusiów, więc nie wychylajcie się.
161790833	Spójrzcie, to strój dla Kate. A może sama chcesz go przymierzyć, kochanie?
1612092283	Nie teraz, Hektorze.
263699796	Racja. Wybacz.
1827087218	Coopera zgarniemy po drodze. Powinien już tam być.
405176793	Mam nadzieję. Obiecaliście mi całą ekipę.
534238372	Tak czy siak, dostańcie się do pomnika na podwórzu. Podobno jest w nim ukryty przełącznik, który otworzy drogę do sejfu. Na pewno go znajdziecie. Wiecie, czego macie szukać.
875030270	Ej, to kolejny strój dla Kate! Wyglądałabyś w nim świetnie.
1940622270	To miłe z twojej strony.
1219028219	Dobra. Dostańcie się do pomnika, znajdźcie przełącznik, wyczyśćcie sejf. Łatwizna.
216211271	Będę na was czekała na łodzi.
909799060	Dokładnie. Tym razem bez sztuczek czy niespodzianek! Będę miał cię na oku, dopóki nie dostanę swojej forsy.
1659971631	Nie wątpię. Nie każcie mi czekać.
1469700320	HACJENDA DEVITTA – OPUSZCZONA
499411130	Głowy nisko. Mamy konkurencję.
1602268031	Bądźmy cicho. Nie wyglądają na zbyt przyjaznych.
1361834673	Głowy nisko. Nie jesteśmy tu chyba zbyt mile widziani.
2105798437	To by było na tyle.
1633532896	Jedno zmartwienie mniej.
677794467	Jak za starych czasów.
992646416	Minęły trzy miesiące. Nie mów mi, że już popadasz w nostalgię.
1831053064	Ja też tęskniłem, Doktorku.
2058553237	Hm.
1196116431	Co?
71162381	Nie, nic. Założył się ze mną, że nie trafisz. Teraz wisi mi pół swojej działki.
1507192639	Dobrze mu tak.
1838276942	Nie męczy cię targanie tego ustrojstwa?
429355646	Bianki? Skądże! Jesteśmy nierozłączni!
1704857622	Skoro już o tym mowa, co Bianka sądzi o twojej nowej... przyjaciółce?
1062001064	Ciii. Nie powiedziałem jej jeszcze. Czekam na odpowiednią chwilę.
2057270502	Ach, jasne!
2017145395	Jesteśmy w środku.
751805464	Heh, weszliśmy.
1863142411	Dobrze nam idzie.
1058811807	Więc, Hektorze! Ty i Rosie...
818345288	Czyż nie jest urocza? Od naszego spotkania w Baton Rouge wiedzieliśmy, że jesteśmy dla siebie stworzeni.
1848577480	Ach, tak?
511523365	No weź, Doktorku. Musi być w tobie chociaż krztyna romantyzmu!
852808524	Nie ma. Zaufaj mi, jestem lekarzem.
1960709266	Połowa drogi do pomnika za nami.
1618595946	Połowa drogi do pomnika za nami.
992660605	Połowa drogi do pomnika za nami.
46259631	Nie mogę się doczekać, aż wrócę do mojej Rosie. Jest tak kochana, jak przy naszym pierwszym spotkaniu, gdy piliśmy wieczorem drinki.
1536448338	Wtedy, gdy nas odurzyła?
1829706449	I gdy musieliśmy wywrócić przez nią miasto do góry nogami?
1322908957	Ech, to nie było nic osobistego, przysięgam.
2022090299	Ta dziewczyna...
2000101000	Hej, Kate! Widzisz tą panią?
1525946404	Ta kobieta...
859565811	Jej ciuchy by na mnie pasowały.
409304113	Na ciebie wszystko by pasowało.
1175753244	Eee... Dziękuję?
66829920	Bułka z masłem.
2037938360	Robisz się w to za dobra.
342089845	Brzmisz jak John, gdy gramy w pokera.
1828461089	Ups. Jaki wynik?
1610525438	Powiedzmy, że doganiam go, i to szybko.
23855518	Mówię ci, że nic tu nie ma.
619156305	Sue, czuję, że to tutaj! Czuję to w kościach!
1230956	No dobra, kop dalej.
232721941	Coś znalazłeś?
1321298883	Znalazłbym gdybyś mi pomogła.
2056084533	Nie, zostanę tutaj.
629498136	Mogłabym cię tak obserwować cały dzień.
431620888	Tak, tak. Zobaczymy, kto się będzie śmiał, jak wykopię sejf.
1761993093	Och, nie mogę się doczekać.
976791828	Dickson złapał indyka. Mówi, że go porządnie przyrządzi.
1454320049	Gdzie, u diabła, znalazł indyka?
1120445759	Coż, przynajmniej TWIERDZI, że to indyk.
913085114	Dwa tygodnie na tym zadupiu. Cholera.
972211708	Nie marudź. Znalezienie sejfu będzie tego warte.
1103444158	O ile w ogóle ten sejf istnieje...
1234441978	Przysięgam, jeżeli ktoś znajdzie go przed nami...
969746062	Spokojnie, twardzielu. Tacy jak ty zawsze dostają swoją działkę, co nie?
1404145495	A żebyś wiedział!
1945097956	Nie powinieneś właśnie gdzieś kopać?
1685344771	A ty nie powinieneś czegoś pilnować?
716150833	Pff, mądrala.
1586843077	Jak w ogóle dostałeś tę fuchę?
406228892	Silne ręce, niezły wygląd, przyniosłem też własną łopatę.
1184149118	Pierdolisz, Larry.
12831936	Z DeVitta był niezły koleś.
62876281	Znałeś gościa?
1578464629	Widziałem go parę razy. Z wyglądu chuchro, ale to, jak na ciebie patrzył... 
1835958351	Co zrobisz ze swoją działką?
624669878	Nie wiem. Może kupię sobie długi płaszcz, taki jak twój. Awansuję w hierarchii.
15329226	Ha, ha, jeszcze czego.
532594319	Jakby ktoś za ostro sobie z tobą poczynał, daj mi znać, dobrze?
1086590103	Spokojnie, słonko, poradzę sobie.
628258295	No to... często tu bywasz?
2087141827	Niezbyt. Zazwyczaj nie zajmuję się opuszczonymi rezydencjami.
2041736012	Nie jest tak łatwo stać na straży cały dzień.
499093667	Och, nie wątpię.
1458871679	Masz... naprawdę ładną sukienkę.
1225870713	Och, dziękuję, kochana. To naprawdę miłe.
1100892390	Hej, yyy... Mam potem trochę czasu, czy...
1034687102	Wybacz, słonko, ale dzisiejszy wieczór mam zajęty.
1097466491	Mam nadzieję, że chłopcy cię dobrze traktują.
2027734157	Są niegroźni. Uwierz mi, bywało znacznie gorzej.
648120286	Przestańcie, to nie jest zabawne!
1878002326	Jesteśmy po tej samej stronie!
1379869580	No dajcie spokój, muszę wejść do środka!
1531861263	Naprawdę mam iść dookoła?
1850100102	Hej, yyy, chyba znaleźliśmy sejf! Chcecie go sprawdzić?
1456878426	Na litość boską, ręka mi drętwieje!
1054382653	Cassidy! Słyszysz mnie? Otwieraj!
1842843856	Dalej nic. Tylko piach i stare kości.
845867031	Cholera. Może rzeczywiście go tu nie ma.
1817997445	A może ktoś już go znalazł?
2112913084	Nie, nie sądzę. Zostańmy na razie tutaj.
888321464	Jak długo Benny już kopie?
868958188	Jakieś dwie godziny. Nie martw się, to prawdziwa bestia.
2094559204	Hej, Gruber! Jak leci, kolego?
772477219	Hm!
975232033	Taa, rozumiem cię.
1475282420	Myślisz, że wkrótce znajdziemy sejf?
1774694431	Hm!
1590881416	Może masz rację.
586308376	Hej... co sądzisz o tej Jane, co tam stoi?
555209690	Hm!
728360912	O ty świnio!
380556032	Wiesz co, cieszę się, że się rozumiemy.
1566475825	Hm!
161403227	Cokolwiek to miało znaczyć...
2022138195	Co chcesz zrobić z tymi wszystkimi meblami?
1825740393	Sprzedać. Masa ludzi jest gotowa płacić za tego typu rzeczy.
1238472340	Ach, tak, ma to sens.
1007114457	Co to za dziwna szklana kula, którą przewieźli na plażę?
517018701	Jakiś wynalazek. Nie wygląda na cenną, ale może dostaniemy za nią parę dolców.
1411371204	Hm... Ciekawe, do czego służy?
1527071836	Co to za sejf, o którym wszyscy mówią?
1899045876	Nie martw się, zobaczysz, jak go znajdziemy.
1118356624	To nie fair!
1836597016	To kto jest tu szefem?
1383959471	Jest nas trójka: ja, Dickson i stara Cassidy. Trwa między nami przyjacielska rywalizacja.
1969903709	Jesteś szefem? Ale super!
22297907	Jak znalazłeś to miejsce?
1908763963	Kilkoro z nas pracowało dla DeVitta. Wiedzieliśmy, że po jego zniknięciu to miejsce stanie się prawdziwym rajem dla rabusiów.
1027285003	Rozumiem.
880703045	Nie boisz się tego, co zrobi rodzina DeVitta, jak się dowiedzą?
242465586	Rodzina DeVitta? O czym ty mówisz?
1607480974	Och, nieważne.
1440494411	To jak długo już tu jesteście?
1004496004	Parę tygodni. Ale jest tyle roboty, że czas szybko leci.
1618197473	Wyobrażam sobie.
731179537	Widziałeś, jak Johnson zagaduje do tej panienki?
1875182487	Żartujesz? Znowu udaje, że jest szefem?
1470039764	Taa. Niech tylko Dickson i Cassidy się dowiedzą.
192560115	Czemu to nam dali tę nudną robotę?
1326044845	A wolałbyś machać łopatą?
1464072843	W sumie... Masz rację.
1991645507	Chcę się już stąd wynosić.
775493906	Czemu? Jest tu całkiem przyjemnie.
1440239282	Bo nie musisz patrolować okolicy.
1803340981	Cholera. Zabiję się kiedyś przez tę drabinę.
154805309	Tak to jest, jak się siedzi na dupsku cały tydzień.
830080808	Pierdol się.
1346870263	Wiesz, jeśli wypatrujesz łodzi, to raczej nie przypłyną z tej strony.
1895268785	Nie... Wolę oglądać, jak inni pracują.
890092969	Mądrala.
406434434	Rozglądajmy się za Johnem.
1835674836	Pamiętajcie, Cooper na nas czeka.
274985253	Oby Cooper był na miejscu.
1525274004	Czemu w ogóle się spóźnia?
694330878	Miał robótkę w banku z pewnym Samem Williamsem, kiedy dostaliśmy twoją wiadomość.
1182546657	Williamsem? Pierwsze słyszę.
2015891299	John z pewnością was zapozna.
1613755685	Jasne.
867698267	Witaj, John.
978194603	Dobrze cię widzieć, amigo!
1593836762	Tu jesteś.
2025082573	Wreszcie! Trochę wam to zajęło.
996196602	Najpierw chce, żeby go zabrać, a potem jeszcze narzeka.
1917925179	John! Co za tupet!
2099999955	Może po prostu go zostawmy.
158489738	Spokojnie, już idę.
1722781776	Zobaczmy...
70142469	Zobaczmy...
551310186	Zobaczmy...
141060346	Chwila! Chodźmy po Coopera, zanim zaczniemy się tym bawić.
982765032	Och, dobry pomysł.
963242014	Nic nowego.
1453588483	Hmm, nie.
81801756	Nie-e.
502670110	Dalej nic.
815857425	Cisza i spokój.
1038428582	Praca jak zwykle.
68293806	Wszystko wydaje się w porządku.
1240999292	Bez problemów w labiryncie.
1842546188	Z pomnikiem wszystko okej.
1445509826	Zakręty, zakręty...
2023392478	Zaczyna mi się kręcić w głowie.
822049383	Aa! Uff, prawie spadłem.
1762123465	Chyba widzę pomnik.
1686010490	Widzę stąd pomnik.
657121241	Aha! Widzę pomnik.
923685244	Czego dokładnie szukamy?
1395240618	Rosie mówiła, że na pomniku znajduje się ukryty przełącznik.
438019544	Oczywiście. Sprawdźmy to.
158025997	Wciąż nosisz dwie spluwy, co? Masz zapasową?
975667108	Ta.
1117783033	Mówię ci, jak chcesz trafić trzy osoby jedną spluwą, to użyj strzelby, amigo!
1752339602	Za parę miesięcy pożałujesz tych słów.
1264318939	Gdzie jest ten przełącznik?
1889196583	Jak mamy znaleźć ten przełącznik?
720759668	Szukamy... przełącznika, ta?
240348725	Gdzie jest ten ukryty przełącznik?
1457663805	Może podrapmy go po jajach?
1940221964	Nie będę tykać jego klejnotów, zapomnij!
1825475299	Na pewno nie jest aż tak dobrze ukryty.
1521558981	Mam go.
1238941761	Sezamie, otwórz się.
1214290383	O, coś się dzieje.
1739974840	No i o to chodzi.
1082806090	Co? Co to za cholerne czary?
1340786271	Na miłość boską, Jimmy, przestań się drzeć!
1290092441	No, chłopcy. Wygląda na to, że któremuś z was, głąby, w końcu coś wyszło.
440291752	Butch, chodź tu! Otwórz to cholerstwo, co?
436036634	Się robi, szefowo.
936247893	Nie sądzę, żeby jakoś szybko go otworzyli.
828355742	Dasz radę go otworzyć?
1568876887	Co to w ogóle za pytanie?
1302287854	W porządku. W takim razie oczyśćmy teren, żebyś mógł zabrać się do roboty.
1476447408	Wokół sejfu krząta się pełno ludzi.
520055006	Ci goście mają ręce pełne roboty.
1078009245	Masa strażników.
719538678	Jeszcze tylko trochę. Już czuję zapach kasy.
1074643530	Szybko, skończmy z nimi. Rosie z pewnością nie może się mnie doczekać!
86955596	Ej... czy on tak zawsze?
147861887	Ta.
857702400	Bez przerwy.
1192703648	O rany.
